ensembl_gene_id	n_pubmed_ids
ENSG00000145242	48
ENSG00000145244	55
ENSG00000145246	14
ENSG00000145247	11
ENSG00000145248	9
ENSG00000145283	5
ENSG00000145284	20
ENSG00000145287	20
ENSG00000145293	16
ENSG00000145309	11
ENSG00000145321	273
ENSG00000145331	11
ENSG00000145332	21
ENSG00000145335	1512
ENSG00000145337	7
ENSG00000145348	23
ENSG00000145349	88
ENSG00000145354	47
ENSG00000145358	16
ENSG00000145362	89
ENSG00000145365	30
ENSG00000145375	29
ENSG00000145384	187
ENSG00000145386	304
ENSG00000145388	20
ENSG00000145390	21
ENSG00000145391	89
ENSG00000145414	39
ENSG00000145416	19
ENSG00000145423	99
ENSG00000145425	114
ENSG00000145428	11
ENSG00000145431	59
ENSG00000145439	15
ENSG00000145451	18
ENSG00000145476	54
ENSG00000145491	14
ENSG00000145494	32
ENSG00000145495	32
ENSG00000145506	30
ENSG00000145526	14
ENSG00000145536	15
ENSG00000145545	98
ENSG00000145555	54
ENSG00000145569	11
ENSG00000145592	27
ENSG00000145604	422
ENSG00000145623	62
ENSG00000145626	10
ENSG00000145632	78
ENSG00000145642	2
ENSG00000145649	67
ENSG00000145675	680
ENSG00000145681	41
ENSG00000145685	12
ENSG00000145687	36
ENSG00000145692	94
ENSG00000145700	3
ENSG00000145703	48
ENSG00000145708	57
ENSG00000145715	225
ENSG00000145721	11
ENSG00000145723	8
ENSG00000145725	18
ENSG00000145730	50
ENSG00000145734	22
ENSG00000145736	84
ENSG00000145740	26
ENSG00000145741	35
ENSG00000145743	18
ENSG00000145757	7
ENSG00000145777	247
ENSG00000145779	43
ENSG00000145780	12
ENSG00000145781	22
ENSG00000145782	54
ENSG00000145794	27
ENSG00000145808	9
ENSG00000145817	25
ENSG00000145819	39
ENSG00000145824	83
ENSG00000145826	38
ENSG00000145832	10
ENSG00000145833	42
ENSG00000145839	138
ENSG00000145850	43
ENSG00000145860	6
ENSG00000145861	7
ENSG00000145863	44
ENSG00000145864	88
ENSG00000145868	23
ENSG00000145879	22
ENSG00000145882	13
ENSG00000145888	130
ENSG00000145901	118
ENSG00000145907	146
ENSG00000145908	17
ENSG00000145911	9
ENSG00000145912	58
ENSG00000145916	16
ENSG00000145919	16
ENSG00000145920	39
ENSG00000145934	19
ENSG00000145936	64
ENSG00000145945	16
ENSG00000145949	13
ENSG00000145975	6
ENSG00000145979	31
ENSG00000145982	38
ENSG00000145990	16
ENSG00000145996	180
ENSG00000146005	10
ENSG00000146006	9
ENSG00000146007	16
ENSG00000146013	26
ENSG00000146021	40
ENSG00000146038	68
ENSG00000146039	10
ENSG00000146047	45
ENSG00000146049	5
ENSG00000146054	16
ENSG00000146063	33
ENSG00000146066	10
ENSG00000146067	18
ENSG00000146070	258
ENSG00000146072	40
ENSG00000146083	6
ENSG00000146085	79
ENSG00000146090	9
ENSG00000146094	27
ENSG00000146109	20
ENSG00000146112	31
ENSG00000146122	16
ENSG00000146143	45
ENSG00000146147	16
ENSG00000146151	13
ENSG00000146166	14
ENSG00000146192	14
ENSG00000146197	18
ENSG00000146205	16
ENSG00000146215	4
ENSG00000146216	23
ENSG00000146221	5
ENSG00000146223	21
ENSG00000146232	56
ENSG00000146233	12
ENSG00000146242	25
ENSG00000146243	10
ENSG00000146247	32
ENSG00000146250	8
ENSG00000146263	20
ENSG00000146267	8
ENSG00000146276	44
ENSG00000146278	22
ENSG00000146281	12
ENSG00000146282	25
ENSG00000146285	5
ENSG00000146350	14
ENSG00000146352	6
ENSG00000146360	10
ENSG00000146373	14
ENSG00000146374	45
ENSG00000146376	23
ENSG00000146378	10
ENSG00000146383	28
ENSG00000146385	11
ENSG00000146386	10
ENSG00000146399	28
ENSG00000146409	5
ENSG00000146410	12
ENSG00000146411	22
ENSG00000146414	21
ENSG00000146416	21
ENSG00000146425	58
ENSG00000146426	19
ENSG00000146433	15
ENSG00000146453	10
ENSG00000146457	52
ENSG00000146463	26
ENSG00000146469	141
ENSG00000146476	19
ENSG00000146477	79
ENSG00000146530	10
ENSG00000146535	103
ENSG00000146540	28
ENSG00000146555	24
ENSG00000146574	12
ENSG00000146576	7
ENSG00000146587	17
ENSG00000146592	34
ENSG00000146618	10
ENSG00000146648	5033
ENSG00000146670	42
ENSG00000146674	647
ENSG00000146676	38
ENSG00000146678	273
ENSG00000146700	7
ENSG00000146701	73
ENSG00000146707	9
ENSG00000146729	37
ENSG00000146731	105
ENSG00000146733	33
ENSG00000146755	12
ENSG00000146757	15
ENSG00000146776	17
ENSG00000146802	11
ENSG00000146809	7
ENSG00000146826	13
ENSG00000146828	16
ENSG00000146830	20
ENSG00000146833	20
ENSG00000146834	40
ENSG00000146839	16
ENSG00000146842	14
ENSG00000146856	8
ENSG00000146857	12
ENSG00000146858	15
ENSG00000146859	12
ENSG00000146872	34
ENSG00000146904	67
ENSG00000146909	21
ENSG00000146910	5
ENSG00000146918	25
ENSG00000146926	16
ENSG00000146938	55
ENSG00000146950	17
ENSG00000146955	4
ENSG00000146963	61
ENSG00000146966	8
ENSG00000147003	21
ENSG00000147010	130
ENSG00000147027	16
ENSG00000147036	3
ENSG00000147041	9
ENSG00000147044	106
ENSG00000147050	94
ENSG00000147059	15
ENSG00000147065	214
ENSG00000147081	24
ENSG00000147082	25
ENSG00000147099	94
ENSG00000147100	68
ENSG00000147113	13
ENSG00000147117	9
ENSG00000147118	11
ENSG00000147119	15
ENSG00000147121	8
ENSG00000147123	26
ENSG00000147124	13
ENSG00000147127	9
ENSG00000147130	36
ENSG00000147133	177
ENSG00000147138	14
ENSG00000147140	171
ENSG00000147144	19
ENSG00000147145	23
ENSG00000147155	43
ENSG00000147160	7
ENSG00000147162	180
ENSG00000147164	20
ENSG00000147166	15
ENSG00000147168	123
ENSG00000147174	6
ENSG00000147180	16
ENSG00000147183	4
ENSG00000147202	27
ENSG00000147206	14
ENSG00000147223	7
ENSG00000147224	77
ENSG00000147231	16
ENSG00000147234	4
ENSG00000147246	267
ENSG00000147251	9
ENSG00000147255	25
ENSG00000147256	9
ENSG00000147257	182
ENSG00000147262	26
ENSG00000147274	113
ENSG00000147316	122
ENSG00000147324	19
ENSG00000147364	21
ENSG00000147378	26
ENSG00000147381	60
ENSG00000147383	41
ENSG00000147394	13
ENSG00000147400	76
ENSG00000147403	101
ENSG00000147408	42
ENSG00000147416	55
ENSG00000147419	16
ENSG00000147421	36
ENSG00000147432	61
ENSG00000147434	53
ENSG00000147437	124
ENSG00000147439	18
ENSG00000147443	48
ENSG00000147454	20
ENSG00000147457	23
ENSG00000147459	20
ENSG00000147465	127
ENSG00000147471	23
ENSG00000147475	62
ENSG00000147481	30
ENSG00000147485	17
ENSG00000147488	16
ENSG00000147509	31
ENSG00000147526	45
ENSG00000147533	19
ENSG00000147535	10
ENSG00000147536	21
ENSG00000147548	36
ENSG00000147570	12
ENSG00000147571	199
ENSG00000147573	20
ENSG00000147576	13
ENSG00000147586	35
ENSG00000147588	22
ENSG00000147592	14
ENSG00000147596	35
ENSG00000147601	183
ENSG00000147604	97
ENSG00000147606	15
ENSG00000147613	8
ENSG00000147614	21
ENSG00000147642	22
ENSG00000147647	19
ENSG00000147649	249
ENSG00000147650	16
ENSG00000147654	85
ENSG00000147655	37
ENSG00000147669	114
ENSG00000147676	34
ENSG00000147677	96
ENSG00000147679	16
ENSG00000147684	41
ENSG00000147687	13
ENSG00000147689	15
ENSG00000147697	17
ENSG00000147724	12
ENSG00000147789	17
ENSG00000147799	15
ENSG00000147804	60
ENSG00000147813	24
ENSG00000147852	101
ENSG00000147853	22
ENSG00000147854	43
ENSG00000147862	61
ENSG00000147869	23
ENSG00000147872	80
ENSG00000147873	70
ENSG00000147874	37
ENSG00000147883	394
ENSG00000147885	58
ENSG00000147889	2194
ENSG00000147894	349
ENSG00000147896	21
ENSG00000147905	18
ENSG00000147912	21
ENSG00000147955	102
ENSG00000147996	10
ENSG00000148019	32
ENSG00000148053	313
ENSG00000148057	7
ENSG00000148082	41
ENSG00000148090	26
ENSG00000148110	11
ENSG00000148120	17
ENSG00000148123	8
ENSG00000148136	7
ENSG00000148143	27
ENSG00000148153	19
ENSG00000148154	48
ENSG00000148156	11
ENSG00000148158	9
ENSG00000148175	88
ENSG00000148180	247
ENSG00000148187	21
ENSG00000148200	31
ENSG00000148204	21
ENSG00000148215	3
ENSG00000148218	126
ENSG00000148219	30
ENSG00000148225	7
ENSG00000148229	29
ENSG00000148248	37
ENSG00000148288	16
ENSG00000148290	54
ENSG00000148291	22
ENSG00000148296	34
ENSG00000148297	35
ENSG00000148300	27
ENSG00000148303	99
ENSG00000148308	42
ENSG00000148331	22
ENSG00000148334	42
ENSG00000148335	29
ENSG00000148337	36
ENSG00000148339	17
ENSG00000148341	33
ENSG00000148343	9
ENSG00000148344	143
ENSG00000148346	597
ENSG00000148356	47
ENSG00000148357	9
ENSG00000148358	10
ENSG00000148362	12
ENSG00000148377	14
ENSG00000148384	31
ENSG00000148386	2
ENSG00000148396	72
ENSG00000148399	12
ENSG00000148400	1156
ENSG00000148408	52
ENSG00000148411	13
ENSG00000148426	10
ENSG00000148429	34
ENSG00000148444	17
ENSG00000148450	28
ENSG00000148459	23
ENSG00000148468	11
ENSG00000148481	19
ENSG00000148482	12
ENSG00000148483	6
ENSG00000148484	48
ENSG00000148488	9
ENSG00000148498	117
ENSG00000148513	22
ENSG00000148516	353
ENSG00000148541	14
ENSG00000148572	30
ENSG00000148584	29
ENSG00000148600	20
ENSG00000148602	6
ENSG00000148604	27
ENSG00000148606	52
ENSG00000148634	23
ENSG00000148655	13
ENSG00000148660	143
ENSG00000148671	14
ENSG00000148672	154
ENSG00000148677	44
ENSG00000148680	57
ENSG00000148688	39
ENSG00000148690	17
ENSG00000148700	46
ENSG00000148702	83
ENSG00000148704	16
ENSG00000148719	23
ENSG00000148730	44
ENSG00000148734	13
ENSG00000148735	8
ENSG00000148737	676
ENSG00000148773	689
ENSG00000148795	527
ENSG00000148798	44
ENSG00000148803	8
ENSG00000148814	9
ENSG00000148824	22
ENSG00000148826	5
ENSG00000148832	13
ENSG00000148834	114
ENSG00000148835	67
ENSG00000148840	29
ENSG00000148841	24
ENSG00000148842	41
ENSG00000148843	38
ENSG00000148848	189
ENSG00000148908	32
ENSG00000148925	20
ENSG00000148926	332
ENSG00000148935	19
ENSG00000148942	7
ENSG00000148943	41
ENSG00000148948	20
ENSG00000148950	11
ENSG00000148965	33
ENSG00000148985	15
ENSG00000149016	35
ENSG00000149021	154
ENSG00000149043	12
ENSG00000149050	11
ENSG00000149054	13
ENSG00000149084	53
ENSG00000149089	27
ENSG00000149090	8
ENSG00000149091	50
ENSG00000149100	54
ENSG00000149115	45
ENSG00000149124	22
ENSG00000149131	183
ENSG00000149133	7
ENSG00000149136	124
ENSG00000149150	13
ENSG00000149177	99
ENSG00000149179	25
ENSG00000149182	24
ENSG00000149187	94
ENSG00000149196	19
ENSG00000149201	5
ENSG00000149212	25
ENSG00000149218	18
ENSG00000149231	13
ENSG00000149243	7
ENSG00000149256	23
ENSG00000149257	128
ENSG00000149260	35
ENSG00000149262	18
ENSG00000149269	452
ENSG00000149273	172
ENSG00000149289	10
ENSG00000149292	19
ENSG00000149294	303
ENSG00000149295	1110
ENSG00000149300	8
ENSG00000149305	74
ENSG00000149308	45
ENSG00000149311	1164
ENSG00000149313	25
ENSG00000149328	8
ENSG00000149346	12
ENSG00000149357	37
ENSG00000149380	12
ENSG00000149403	34
ENSG00000149418	118
ENSG00000149428	75
ENSG00000149435	10
ENSG00000149451	140
ENSG00000149452	46
ENSG00000149474	20
ENSG00000149476	23
ENSG00000149480	124
ENSG00000149483	10
ENSG00000149485	164
ENSG00000149488	21
ENSG00000149489	25
ENSG00000149499	15
ENSG00000149503	74
ENSG00000149506	17
ENSG00000149507	4
ENSG00000149516	18
ENSG00000149527	13
ENSG00000149532	50
ENSG00000149534	108
ENSG00000149541	29
ENSG00000149547	26
ENSG00000149548	9
ENSG00000149554	465
ENSG00000149557	50
ENSG00000149564	22
ENSG00000149571	18
ENSG00000149573	13
ENSG00000149575	26
ENSG00000149577	17
ENSG00000149582	15
ENSG00000149591	86
ENSG00000149596	23
ENSG00000149599	17
ENSG00000149600	22
ENSG00000149609	3
ENSG00000149633	5
ENSG00000149634	5
ENSG00000149635	4
ENSG00000149636	32
ENSG00000149639	23
ENSG00000149646	5
ENSG00000149651	3
ENSG00000149654	15
ENSG00000149657	20
ENSG00000149658	36
ENSG00000149679	14
ENSG00000149716	20
ENSG00000149735	13
ENSG00000149742	19
ENSG00000149743	14
ENSG00000149761	11
ENSG00000149781	67
ENSG00000149782	66
ENSG00000149792	30
ENSG00000149798	21
ENSG00000149806	45
ENSG00000149809	15
ENSG00000149823	22
ENSG00000149922	22
ENSG00000149923	68
ENSG00000149925	143
ENSG00000149926	13
ENSG00000149927	20
ENSG00000149929	28
ENSG00000149930	31
ENSG00000149932	5
ENSG00000149948	339
ENSG00000149968	677
ENSG00000149970	29
ENSG00000149972	22
ENSG00000150045	16
ENSG00000150048	14
ENSG00000150051	20
ENSG00000150054	39
ENSG00000150093	1177
ENSG00000150201	11
ENSG00000150244	3
ENSG00000150261	4
ENSG00000150269	3
ENSG00000150275	114
ENSG00000150281	48
ENSG00000150316	29
ENSG00000150337	140
ENSG00000150347	78
ENSG00000150361	21
ENSG00000150394	23
ENSG00000150401	14
ENSG00000150403	14
ENSG00000150433	5
ENSG00000150455	128
ENSG00000150456	10
ENSG00000150457	115
ENSG00000150459	54
ENSG00000150471	37
ENSG00000150477	14
ENSG00000150510	11
ENSG00000150527	47
ENSG00000150540	70
ENSG00000150551	12
ENSG00000150556	6
ENSG00000150593	240
ENSG00000150594	216
ENSG00000150625	34
ENSG00000150627	7
ENSG00000150628	15
ENSG00000150630	414
ENSG00000150636	13
ENSG00000150637	109
ENSG00000150656	49
ENSG00000150667	14
ENSG00000150672	69
ENSG00000150676	6
ENSG00000150681	20
ENSG00000150687	25
ENSG00000150712	16
ENSG00000150722	10
ENSG00000150750	6
ENSG00000150753	146
ENSG00000150756	12
ENSG00000150760	89
ENSG00000150764	39
ENSG00000150768	59
ENSG00000150773	10
ENSG00000150776	15
ENSG00000150779	19
ENSG00000150782	916
ENSG00000150783	9
ENSG00000150787	58
ENSG00000150867	63
ENSG00000150873	4
ENSG00000150893	21
ENSG00000150907	502
ENSG00000150938	28
ENSG00000150961	31
ENSG00000150967	36
ENSG00000150977	16
ENSG00000150990	20
ENSG00000150991	979
ENSG00000150995	190
ENSG00000151005	12
ENSG00000151006	5
ENSG00000151012	74
ENSG00000151014	14
ENSG00000151023	7
ENSG00000151025	16
ENSG00000151033	9
ENSG00000151062	10
ENSG00000151065	36
ENSG00000151067	285
ENSG00000151090	259
ENSG00000151092	34
ENSG00000151093	14
ENSG00000151116	12
ENSG00000151117	8
ENSG00000151131	13
ENSG00000151135	11
ENSG00000151136	10
ENSG00000151148	29
ENSG00000151150	114
ENSG00000151151	29
ENSG00000151164	11
ENSG00000151176	12
ENSG00000151208	90
ENSG00000151224	53
ENSG00000151229	16
ENSG00000151233	8
ENSG00000151239	38
ENSG00000151240	21
ENSG00000151247	370
ENSG00000151276	69
ENSG00000151287	7
ENSG00000151292	25
ENSG00000151304	18
ENSG00000151320	36
ENSG00000151322	39
ENSG00000151327	10
ENSG00000151332	27
ENSG00000151338	21
ENSG00000151348	107
ENSG00000151353	57
ENSG00000151360	9
ENSG00000151364	5
ENSG00000151365	24
ENSG00000151366	31
ENSG00000151376	17
ENSG00000151379	4
ENSG00000151388	31
ENSG00000151413	21
ENSG00000151414	36
ENSG00000151418	24
ENSG00000151422	80
ENSG00000151445	30
ENSG00000151458	15
ENSG00000151461	72
ENSG00000151465	56
ENSG00000151466	20
ENSG00000151468	13
ENSG00000151470	6
ENSG00000151474	28
ENSG00000151475	21
ENSG00000151490	55
ENSG00000151491	93
ENSG00000151498	22
ENSG00000151500	18
ENSG00000151502	17
ENSG00000151503	40
ENSG00000151532	47
ENSG00000151552	59
ENSG00000151553	6
ENSG00000151572	10
ENSG00000151575	10
ENSG00000151576	12
ENSG00000151577	368
ENSG00000151611	19
ENSG00000151612	18
ENSG00000151615	27
ENSG00000151617	200
ENSG00000151623	226
ENSG00000151632	71
ENSG00000151640	17
ENSG00000151650	19
ENSG00000151651	54
ENSG00000151655	44
ENSG00000151657	31
ENSG00000151665	13
ENSG00000151687	7
ENSG00000151689	26
ENSG00000151690	8
ENSG00000151692	19
ENSG00000151693	34
ENSG00000151694	385
ENSG00000151702	155
ENSG00000151704	55
ENSG00000151715	15
ENSG00000151718	19
ENSG00000151725	38
ENSG00000151726	45
ENSG00000151729	130
ENSG00000151743	4
ENSG00000151746	42
ENSG00000151748	53
ENSG00000151773	14
ENSG00000151778	9
ENSG00000151779	31
ENSG00000151789	15
ENSG00000151790	43
ENSG00000151806	14
ENSG00000151812	4
ENSG00000151834	103
ENSG00000151835	85
ENSG00000151838	2
ENSG00000151846	29
ENSG00000151849	69
ENSG00000151876	41
ENSG00000151881	8
ENSG00000151882	41
ENSG00000151883	14
ENSG00000151892	75
ENSG00000151893	16
ENSG00000151914	105
ENSG00000151917	4
ENSG00000151923	68
ENSG00000151929	196
ENSG00000151948	10
ENSG00000151952	22
ENSG00000151962	4
ENSG00000151967	22
ENSG00000152034	28
ENSG00000152049	29
ENSG00000152056	31
ENSG00000152061	25
ENSG00000152076	6
ENSG00000152078	8
ENSG00000152082	19
ENSG00000152086	24
ENSG00000152092	12
ENSG00000152093	2
ENSG00000152102	8
ENSG00000152104	52
ENSG00000152127	76
ENSG00000152128	13
ENSG00000152133	16
ENSG00000152137	101
ENSG00000152147	28
ENSG00000152154	6
ENSG00000152192	31
ENSG00000152193	30
ENSG00000152207	58
ENSG00000152208	32
ENSG00000152213	27
ENSG00000152214	41
ENSG00000152217	52
ENSG00000152219	13
ENSG00000152223	22
ENSG00000152229	20
ENSG00000152234	162
ENSG00000152240	31
ENSG00000152242	20
ENSG00000152253	21
ENSG00000152254	61
ENSG00000152256	76
ENSG00000152266	287
ENSG00000152270	41
ENSG00000152284	35
ENSG00000152291	39
ENSG00000152292	4
ENSG00000152315	15
ENSG00000152332	23
ENSG00000152348	30
ENSG00000152359	20
ENSG00000152377	41
ENSG00000152380	4
ENSG00000152382	18
ENSG00000152402	25
ENSG00000152404	14
ENSG00000152409	26
ENSG00000152413	70
ENSG00000152422	225
ENSG00000152430	27
ENSG00000152433	3
ENSG00000152439	4
ENSG00000152443	7
ENSG00000152454	6
ENSG00000152455	35
ENSG00000152457	86
ENSG00000152463	8
ENSG00000152464	25
ENSG00000152465	55
ENSG00000152467	13
ENSG00000152475	1
ENSG00000152484	26
ENSG00000152492	29
ENSG00000152495	81
ENSG00000152503	17
ENSG00000152518	28
ENSG00000152520	27
ENSG00000152527	12
ENSG00000152556	80
ENSG00000152558	19
ENSG00000152578	58
ENSG00000152580	5
ENSG00000152582	14
ENSG00000152583	39
ENSG00000152591	69
ENSG00000152592	65
ENSG00000152595	33
ENSG00000152601	73
ENSG00000152611	7
ENSG00000152620	12
ENSG00000152642	24
ENSG00000152661	537
ENSG00000152669	20
ENSG00000152670	29
ENSG00000152672	6
ENSG00000152683	23
ENSG00000152684	40
ENSG00000152689	38
ENSG00000152700	27
ENSG00000152705	11
ENSG00000152749	14
ENSG00000152760	5
ENSG00000152763	8
ENSG00000152766	12
ENSG00000152767	31
ENSG00000152778	24
ENSG00000152779	10
ENSG00000152782	20
ENSG00000152784	15
ENSG00000152785	33
ENSG00000152795	73
ENSG00000152804	171
ENSG00000152818	105
ENSG00000152822	118
ENSG00000152894	50
ENSG00000152904	27
ENSG00000152910	17
ENSG00000152926	11
ENSG00000152932	20
ENSG00000152936	8
ENSG00000152939	39
ENSG00000152942	73
ENSG00000152944	54
ENSG00000152952	67
ENSG00000152953	19
ENSG00000152954	12
ENSG00000152969	17
ENSG00000152977	39
ENSG00000152990	16
ENSG00000153002	17
ENSG00000153006	9
ENSG00000153012	13
ENSG00000153015	25
ENSG00000153029	39
ENSG00000153037	39
ENSG00000153044	44
ENSG00000153046	30
ENSG00000153048	30
ENSG00000153060	9
ENSG00000153064	49
ENSG00000153066	21
ENSG00000153071	126
ENSG00000153086	18
ENSG00000153093	20
ENSG00000153094	434
ENSG00000153107	101
ENSG00000153113	111
ENSG00000153130	21
ENSG00000153132	28
ENSG00000153140	32
ENSG00000153147	117
ENSG00000153157	10
ENSG00000153162	130
ENSG00000153165	11
ENSG00000153179	22
ENSG00000153187	219
ENSG00000153201	185
ENSG00000153207	27
ENSG00000153208	125
ENSG00000153214	12
ENSG00000153230	5
ENSG00000153233	45
ENSG00000153234	178
ENSG00000153237	10
ENSG00000153246	69
ENSG00000153250	30
ENSG00000153253	33
ENSG00000153266	15
ENSG00000153283	19
ENSG00000153291	34
ENSG00000153292	17
ENSG00000153294	10
ENSG00000153303	7
ENSG00000153310	26
ENSG00000153317	61
ENSG00000153339	21
ENSG00000153347	8
ENSG00000153391	19
ENSG00000153395	45
ENSG00000153404	7
ENSG00000153406	24
ENSG00000153443	6
ENSG00000153446	10
ENSG00000153485	2
ENSG00000153487	103
ENSG00000153495	8
ENSG00000153498	7
ENSG00000153531	6
ENSG00000153551	12
ENSG00000153558	30
ENSG00000153560	28
ENSG00000153561	22
ENSG00000153563	134
ENSG00000153574	28
ENSG00000153684	7
ENSG00000153707	95
ENSG00000153714	11
ENSG00000153721	15
ENSG00000153767	64
ENSG00000153774	26
ENSG00000153779	10
ENSG00000153786	19
ENSG00000153789	5
ENSG00000153790	9
ENSG00000153802	21
ENSG00000153814	92
ENSG00000153815	34
ENSG00000153820	17
ENSG00000153822	31
ENSG00000153823	24
ENSG00000153827	58
ENSG00000153832	7
ENSG00000153879	38
ENSG00000153885	41
ENSG00000153896	6
ENSG00000153898	17
ENSG00000153902	12
ENSG00000153904	83
ENSG00000153914	33
ENSG00000153922	62
ENSG00000153930	6
ENSG00000153933	40
ENSG00000153936	19
ENSG00000153944	68
ENSG00000153956	61
ENSG00000153975	17
ENSG00000153976	18
ENSG00000153982	10
ENSG00000153989	24
ENSG00000153993	19
ENSG00000154001	65
ENSG00000154007	10
ENSG00000154016	17
ENSG00000154025	12
ENSG00000154027	12
ENSG00000154040	25
ENSG00000154059	14
ENSG00000154065	8
ENSG00000154079	11
ENSG00000154080	16
ENSG00000154096	188
ENSG00000154099	13
ENSG00000154102	8
ENSG00000154114	8
ENSG00000154118	37
ENSG00000154122	65
ENSG00000154124	38
ENSG00000154127	50
ENSG00000154133	46
ENSG00000154134	28
ENSG00000154143	16
ENSG00000154144	16
ENSG00000154146	50
ENSG00000154153	25
ENSG00000154162	24
ENSG00000154165	26
ENSG00000154174	48
ENSG00000154175	21
ENSG00000154188	289
ENSG00000154217	18
ENSG00000154222	17
ENSG00000154227	18
ENSG00000154229	831
ENSG00000154237	36
ENSG00000154240	17
ENSG00000154252	15
ENSG00000154258	10
ENSG00000154262	18
ENSG00000154263	9
ENSG00000154265	25
ENSG00000154269	30
ENSG00000154274	11
ENSG00000154277	258
ENSG00000154305	47
ENSG00000154309	16
ENSG00000154310	45
ENSG00000154319	23
ENSG00000154328	50
ENSG00000154330	13
ENSG00000154342	180
ENSG00000154358	51
ENSG00000154359	14
ENSG00000154370	32
ENSG00000154380	100
ENSG00000154415	30
ENSG00000154429	6
ENSG00000154438	12
ENSG00000154447	29
ENSG00000154451	22
ENSG00000154473	111
ENSG00000154478	14
ENSG00000154479	4
ENSG00000154485	21
ENSG00000154493	16
ENSG00000154511	16
ENSG00000154518	17
ENSG00000154529	5
ENSG00000154545	12
ENSG00000154548	15
ENSG00000154553	24
ENSG00000154556	61
ENSG00000154582	211
ENSG00000154589	132
ENSG00000154611	21
ENSG00000154620	13
ENSG00000154639	132
ENSG00000154640	34
ENSG00000154642	13
ENSG00000154645	15
ENSG00000154646	22
ENSG00000154654	26
ENSG00000154655	13
ENSG00000154678	23
ENSG00000154710	62
ENSG00000154719	31
ENSG00000154721	35
ENSG00000154723	46
ENSG00000154727	79
ENSG00000154734	93
ENSG00000154736	92
ENSG00000154743	24
ENSG00000154760	11
ENSG00000154764	80
ENSG00000154767	347
ENSG00000154781	12
ENSG00000154783	12
ENSG00000154803	102
ENSG00000154813	16
ENSG00000154814	5
ENSG00000154822	20
ENSG00000154832	40
ENSG00000154839	36
ENSG00000154845	29
ENSG00000154856	18
ENSG00000154864	30
ENSG00000154889	13
ENSG00000154914	9
ENSG00000154917	26
ENSG00000154920	52
ENSG00000154928	70
ENSG00000154930	23
ENSG00000154945	15
ENSG00000154957	12
ENSG00000154975	26
ENSG00000154978	27
ENSG00000154997	7
ENSG00000155008	16
ENSG00000155011	41
ENSG00000155016	21
ENSG00000155026	5
ENSG00000155034	25
ENSG00000155052	11
ENSG00000155066	17
ENSG00000155085	16
ENSG00000155087	26
ENSG00000155090	78
ENSG00000155093	47
ENSG00000155096	37
ENSG00000155097	41
ENSG00000155099	11
ENSG00000155100	18
ENSG00000155111	32
ENSG00000155115	11
ENSG00000155158	18
ENSG00000155189	20
ENSG00000155229	61
ENSG00000155249	5
ENSG00000155252	49
ENSG00000155254	13
ENSG00000155256	19
ENSG00000155265	8
ENSG00000155269	13
ENSG00000155275	11
ENSG00000155287	16
ENSG00000155304	29
ENSG00000155307	20
ENSG00000155313	44
ENSG00000155324	21
ENSG00000155329	10
ENSG00000155330	8
ENSG00000155363	77
ENSG00000155366	156
ENSG00000155367	8
ENSG00000155368	66
ENSG00000155380	155
ENSG00000155393	19
ENSG00000155428	11
ENSG00000155438	33
ENSG00000155463	27
ENSG00000155465	34
ENSG00000155495	32
ENSG00000155506	75
ENSG00000155508	49
ENSG00000155511	121
ENSG00000155530	7
ENSG00000155542	7
ENSG00000155545	16
ENSG00000155561	51
ENSG00000155592	5
ENSG00000155621	6
ENSG00000155622	12
ENSG00000155629	22
ENSG00000155636	24
ENSG00000155657	282
ENSG00000155659	37
ENSG00000155660	75
ENSG00000155666	27
ENSG00000155714	4
ENSG00000155719	9
ENSG00000155729	10
ENSG00000155744	11
ENSG00000155749	20
ENSG00000155754	10
ENSG00000155755	19
ENSG00000155760	67
ENSG00000155761	22
ENSG00000155792	61
ENSG00000155816	32
ENSG00000155827	79
ENSG00000155833	11
ENSG00000155846	88
ENSG00000155849	77
ENSG00000155850	51
ENSG00000155858	19
ENSG00000155868	47
ENSG00000155875	16
ENSG00000155876	40
ENSG00000155886	30
ENSG00000155890	14
ENSG00000155893	7
ENSG00000155897	48
ENSG00000155903	13
ENSG00000155906	19
ENSG00000155918	12
ENSG00000155926	39
ENSG00000155957	18
ENSG00000155959	44
ENSG00000155961	41
ENSG00000155962	30
ENSG00000155966	42
ENSG00000155970	7
ENSG00000155974	71
ENSG00000155975	36
ENSG00000155980	77
ENSG00000156006	672
ENSG00000156009	11
ENSG00000156011	25
ENSG00000156017	12
ENSG00000156026	59
ENSG00000156030	22
ENSG00000156042	5
ENSG00000156049	36
ENSG00000156050	9
ENSG00000156052	259
ENSG00000156076	115
ENSG00000156096	41
ENSG00000156097	14
ENSG00000156103	59
ENSG00000156110	41
ENSG00000156113	195
ENSG00000156127	34
ENSG00000156136	96
ENSG00000156140	31
ENSG00000156150	15
ENSG00000156162	12
ENSG00000156170	21
ENSG00000156171	19
ENSG00000156172	17
ENSG00000156194	7
ENSG00000156206	6
ENSG00000156218	24
ENSG00000156219	24
ENSG00000156222	45
ENSG00000156232	11
ENSG00000156234	158
ENSG00000156239	12
ENSG00000156253	19
ENSG00000156256	34
ENSG00000156261	114
ENSG00000156265	16
ENSG00000156269	10
ENSG00000156273	97
ENSG00000156282	20
ENSG00000156284	33
ENSG00000156298	42
ENSG00000156299	146
ENSG00000156304	32
