ensembl_gene_id	n_pubmed_ids
ENSG00000100982	15
ENSG00000100983	59
ENSG00000100985	2596
ENSG00000100987	44
ENSG00000100991	30
ENSG00000100994	48
ENSG00000100997	21
ENSG00000101000	194
ENSG00000101003	22
ENSG00000101004	37
ENSG00000101017	551
ENSG00000101019	40
ENSG00000101040	42
ENSG00000101049	28
ENSG00000101052	16
ENSG00000101057	103
ENSG00000101074	6
ENSG00000101076	454
ENSG00000101079	28
ENSG00000101082	21
ENSG00000101084	17
ENSG00000101096	204
ENSG00000101098	15
ENSG00000101104	22
ENSG00000101109	137
ENSG00000101115	135
ENSG00000101126	53
ENSG00000101132	35
ENSG00000101134	26
ENSG00000101138	44
ENSG00000101144	253
ENSG00000101146	73
ENSG00000101150	39
ENSG00000101152	51
ENSG00000101158	47
ENSG00000101160	47
ENSG00000101161	75
ENSG00000101162	59
ENSG00000101166	11
ENSG00000101180	53
ENSG00000101181	14
ENSG00000101182	152
ENSG00000101187	20
ENSG00000101188	83
ENSG00000101189	33
ENSG00000101190	13
ENSG00000101191	51
ENSG00000101193	26
ENSG00000101194	16
ENSG00000101197	122
ENSG00000101198	9
ENSG00000101199	49
ENSG00000101200	260
ENSG00000101203	9
ENSG00000101204	193
ENSG00000101210	104
ENSG00000101213	106
ENSG00000101216	17
ENSG00000101220	17
ENSG00000101222	11
ENSG00000101224	134
ENSG00000101230	13
ENSG00000101236	6
ENSG00000101246	22
ENSG00000101247	17
ENSG00000101251	4
ENSG00000101255	108
ENSG00000101265	55
ENSG00000101266	698
ENSG00000101276	41
ENSG00000101280	28
ENSG00000101282	18
ENSG00000101290	22
ENSG00000101292	54
ENSG00000101294	52
ENSG00000101298	13
ENSG00000101306	33
ENSG00000101307	23
ENSG00000101310	61
ENSG00000101311	73
ENSG00000101323	20
ENSG00000101327	96
ENSG00000101331	8
ENSG00000101333	46
ENSG00000101335	33
ENSG00000101336	224
ENSG00000101337	20
ENSG00000101342	3
ENSG00000101343	34
ENSG00000101346	36
ENSG00000101347	190
ENSG00000101349	55
ENSG00000101350	43
ENSG00000101353	13
ENSG00000101361	77
ENSG00000101363	8
ENSG00000101365	38
ENSG00000101367	141
ENSG00000101384	257
ENSG00000101391	31
ENSG00000101400	62
ENSG00000101405	139
ENSG00000101407	29
ENSG00000101412	710
ENSG00000101413	36
ENSG00000101417	11
ENSG00000101421	81
ENSG00000101425	61
ENSG00000101435	17
ENSG00000101438	18
ENSG00000101439	477
ENSG00000101440	41
ENSG00000101441	39
ENSG00000101442	27
ENSG00000101443	155
ENSG00000101444	101
ENSG00000101445	23
ENSG00000101446	7
ENSG00000101447	24
ENSG00000101448	33
ENSG00000101452	18
ENSG00000101457	32
ENSG00000101460	232
ENSG00000101463	12
ENSG00000101464	22
ENSG00000101470	21
ENSG00000101473	39
ENSG00000101474	32
ENSG00000101489	24
ENSG00000101493	23
ENSG00000101542	9
ENSG00000101544	14
ENSG00000101546	10
ENSG00000101557	77
ENSG00000101558	87
ENSG00000101574	9
ENSG00000101577	30
ENSG00000101596	55
ENSG00000101605	24
ENSG00000101608	34
ENSG00000101624	34
ENSG00000101638	8
ENSG00000101639	43
ENSG00000101654	36
ENSG00000101665	303
ENSG00000101670	121
ENSG00000101680	85
ENSG00000101695	28
ENSG00000101745	18
ENSG00000101746	20
ENSG00000101751	95
ENSG00000101752	55
ENSG00000101773	137
ENSG00000101782	28
ENSG00000101811	67
ENSG00000101812	6
ENSG00000101825	13
ENSG00000101842	6
ENSG00000101843	128
ENSG00000101844	28
ENSG00000101846	96
ENSG00000101849	53
ENSG00000101850	59
ENSG00000101856	98
ENSG00000101868	97
ENSG00000101871	91
ENSG00000101882	28
ENSG00000101883	15
ENSG00000101888	18
ENSG00000101890	10
ENSG00000101892	13
ENSG00000101901	35
ENSG00000101911	35
ENSG00000101916	192
ENSG00000101928	8
ENSG00000101935	19
ENSG00000101938	25
ENSG00000101940	13
ENSG00000101945	126
ENSG00000101951	13
ENSG00000101955	21
ENSG00000101958	23
ENSG00000101966	512
ENSG00000101972	85
ENSG00000101974	22
ENSG00000101977	36
ENSG00000101981	251
ENSG00000101986	124
ENSG00000101997	30
ENSG00000102001	65
ENSG00000102003	82
ENSG00000102007	30
ENSG00000102010	70
ENSG00000102021	8
ENSG00000102024	75
ENSG00000102030	102
ENSG00000102032	31
ENSG00000102034	29
ENSG00000102038	46
ENSG00000102043	12
ENSG00000102048	28
ENSG00000102053	7
ENSG00000102054	143
ENSG00000102055	9
ENSG00000102057	17
ENSG00000102076	53
ENSG00000102078	23
ENSG00000102081	603
ENSG00000102096	61
ENSG00000102098	22
ENSG00000102100	26
ENSG00000102103	67
ENSG00000102104	81
ENSG00000102109	26
ENSG00000102119	165
ENSG00000102125	71
ENSG00000102128	13
ENSG00000102144	146
ENSG00000102145	249
ENSG00000102158	37
ENSG00000102172	37
ENSG00000102174	101
ENSG00000102178	62
ENSG00000102181	17
ENSG00000102189	86
ENSG00000102195	28
ENSG00000102218	66
ENSG00000102221	20
ENSG00000102225	59
ENSG00000102226	71
ENSG00000102230	18
ENSG00000102239	20
ENSG00000102241	55
ENSG00000102243	6
ENSG00000102245	494
ENSG00000102265	597
ENSG00000102271	12
ENSG00000102287	29
ENSG00000102290	34
ENSG00000102302	46
ENSG00000102309	26
ENSG00000102312	40
ENSG00000102313	2
ENSG00000102316	53
ENSG00000102317	53
ENSG00000102349	55
ENSG00000102359	26
ENSG00000102362	33
ENSG00000102383	12
ENSG00000102384	22
ENSG00000102385	9
ENSG00000102387	15
ENSG00000102390	14
ENSG00000102393	194
ENSG00000102401	25
ENSG00000102409	9
ENSG00000102445	22
ENSG00000102452	41
ENSG00000102466	30
ENSG00000102468	658
ENSG00000102471	25
ENSG00000102524	383
ENSG00000102531	21
ENSG00000102539	18
ENSG00000102543	7
ENSG00000102547	24
ENSG00000102554	163
ENSG00000102572	67
ENSG00000102575	92
ENSG00000102580	39
ENSG00000102595	24
ENSG00000102606	119
ENSG00000102678	81
ENSG00000102683	44
ENSG00000102699	43
ENSG00000102710	32
ENSG00000102738	35
ENSG00000102743	32
ENSG00000102753	112
ENSG00000102755	656
ENSG00000102760	40
ENSG00000102763	19
ENSG00000102780	41
ENSG00000102781	22
ENSG00000102786	34
ENSG00000102794	12
ENSG00000102796	5
ENSG00000102802	8
ENSG00000102804	46
ENSG00000102805	38
ENSG00000102837	63
ENSG00000102854	139
ENSG00000102858	39
ENSG00000102870	11
ENSG00000102871	140
ENSG00000102878	44
ENSG00000102879	56
ENSG00000102882	1318
ENSG00000102886	11
ENSG00000102890	13
ENSG00000102891	9
ENSG00000102893	38
ENSG00000102897	13
ENSG00000102898	47
ENSG00000102900	67
ENSG00000102901	34
ENSG00000102904	11
ENSG00000102908	105
ENSG00000102910	20
ENSG00000102921	19
ENSG00000102924	14
ENSG00000102931	30
ENSG00000102934	15
ENSG00000102935	35
ENSG00000102962	112
ENSG00000102967	36
ENSG00000102970	132
ENSG00000102974	243
ENSG00000102977	78
ENSG00000102978	153
ENSG00000102981	70
ENSG00000102984	11
ENSG00000102996	36
ENSG00000103005	31
ENSG00000103018	30
ENSG00000103021	14
ENSG00000103023	4
ENSG00000103024	27
ENSG00000103034	45
ENSG00000103035	98
ENSG00000103037	16
ENSG00000103042	12
ENSG00000103043	43
ENSG00000103044	39
ENSG00000103047	9
ENSG00000103051	29
ENSG00000103056	40
ENSG00000103061	11
ENSG00000103064	20
ENSG00000103066	27
ENSG00000103067	23
ENSG00000103089	32
ENSG00000103091	22
ENSG00000103111	17
ENSG00000103121	10
ENSG00000103126	217
ENSG00000103145	13
ENSG00000103148	27
ENSG00000103150	27
ENSG00000103152	87
ENSG00000103154	22
ENSG00000103160	13
ENSG00000103168	34
ENSG00000103174	25
ENSG00000103175	24
ENSG00000103184	5
ENSG00000103187	36
ENSG00000103194	74
ENSG00000103196	33
ENSG00000103197	369
ENSG00000103199	10
ENSG00000103202	38
ENSG00000103222	337
ENSG00000103226	20
ENSG00000103227	22
ENSG00000103241	59
ENSG00000103245	20
ENSG00000103248	12
ENSG00000103249	64
ENSG00000103253	10
ENSG00000103254	5
ENSG00000103257	139
ENSG00000103260	9
ENSG00000103264	39
ENSG00000103266	365
ENSG00000103269	12
ENSG00000103274	19
ENSG00000103275	448
ENSG00000103310	28
ENSG00000103313	372
ENSG00000103316	39
ENSG00000103319	69
ENSG00000103326	14
ENSG00000103335	60
ENSG00000103342	63
ENSG00000103343	23
ENSG00000103351	22
ENSG00000103353	14
ENSG00000103355	6
ENSG00000103356	17
ENSG00000103363	182
ENSG00000103365	67
ENSG00000103375	62
ENSG00000103381	14
ENSG00000103404	9
ENSG00000103415	76
ENSG00000103423	93
ENSG00000103426	2
ENSG00000103429	13
ENSG00000103449	55
ENSG00000103460	69
ENSG00000103479	159
ENSG00000103485	25
ENSG00000103489	43
ENSG00000103490	140
ENSG00000103494	45
ENSG00000103495	50
ENSG00000103496	88
ENSG00000103502	29
ENSG00000103507	29
ENSG00000103510	73
ENSG00000103512	29
ENSG00000103522	52
ENSG00000103528	16
ENSG00000103534	13
ENSG00000103540	57
ENSG00000103544	19
ENSG00000103546	191
ENSG00000103549	53
ENSG00000103550	14
ENSG00000103569	91
ENSG00000103591	34
ENSG00000103599	10
ENSG00000103642	34
ENSG00000103647	10
ENSG00000103653	231
ENSG00000103657	35
ENSG00000103671	30
ENSG00000103707	16
ENSG00000103710	8
ENSG00000103723	29
ENSG00000103740	17
ENSG00000103742	8
ENSG00000103769	178
ENSG00000103811	71
ENSG00000103852	13
ENSG00000103855	114
ENSG00000103876	51
ENSG00000103888	36
ENSG00000103932	21
ENSG00000103942	36
ENSG00000103966	35
ENSG00000103978	14
ENSG00000103994	18
ENSG00000103995	41
ENSG00000104043	13
ENSG00000104044	112
ENSG00000104047	5
ENSG00000104055	27
ENSG00000104059	9
ENSG00000104064	43
ENSG00000104067	262
ENSG00000104081	43
ENSG00000104093	19
ENSG00000104112	27
ENSG00000104129	12
ENSG00000104131	44
ENSG00000104133	72
ENSG00000104140	14
ENSG00000104142	38
ENSG00000104147	33
ENSG00000104154	33
ENSG00000104164	40
ENSG00000104177	33
ENSG00000104205	58
ENSG00000104213	15
ENSG00000104218	27
ENSG00000104219	18
ENSG00000104221	21
ENSG00000104228	19
ENSG00000104231	9
ENSG00000104237	48
ENSG00000104267	191
ENSG00000104290	44
ENSG00000104299	19
ENSG00000104312	138
ENSG00000104313	78
ENSG00000104320	450
ENSG00000104321	133
ENSG00000104324	18
ENSG00000104325	43
ENSG00000104327	49
ENSG00000104331	12
ENSG00000104332	186
ENSG00000104341	81
ENSG00000104343	39
ENSG00000104356	49
ENSG00000104361	9
ENSG00000104365	505
ENSG00000104368	353
ENSG00000104369	27
ENSG00000104371	33
ENSG00000104375	98
ENSG00000104381	77
ENSG00000104388	62
ENSG00000104408	112
ENSG00000104412	27
ENSG00000104413	36
ENSG00000104415	86
ENSG00000104419	206
ENSG00000104427	18
ENSG00000104432	240
ENSG00000104435	44
ENSG00000104442	17
ENSG00000104447	93
ENSG00000104450	24
ENSG00000104472	21
ENSG00000104490	34
ENSG00000104497	22
ENSG00000104499	8
ENSG00000104517	122
ENSG00000104518	22
ENSG00000104522	27
ENSG00000104524	25
ENSG00000104529	99
ENSG00000104537	21
ENSG00000104549	31
ENSG00000104611	37
ENSG00000104613	17
ENSG00000104626	22
ENSG00000104635	49
ENSG00000104643	33
ENSG00000104660	17
ENSG00000104671	22
ENSG00000104679	6
ENSG00000104687	82
ENSG00000104689	232
ENSG00000104691	12
ENSG00000104695	99
ENSG00000104714	5
ENSG00000104722	55
ENSG00000104723	47
ENSG00000104728	24
ENSG00000104731	17
ENSG00000104738	129
ENSG00000104755	16
ENSG00000104756	18
ENSG00000104760	26
ENSG00000104763	86
ENSG00000104765	51
ENSG00000104774	60
ENSG00000104783	132
ENSG00000104804	11
ENSG00000104805	44
ENSG00000104808	14
ENSG00000104812	79
ENSG00000104814	53
ENSG00000104818	16
ENSG00000104823	39
ENSG00000104824	141
ENSG00000104825	85
ENSG00000104826	76
ENSG00000104827	146
ENSG00000104833	106
ENSG00000104835	29
ENSG00000104848	9
ENSG00000104852	129
ENSG00000104853	35
ENSG00000104856	170
ENSG00000104859	26
ENSG00000104863	23
ENSG00000104866	12
ENSG00000104870	109
ENSG00000104872	44
ENSG00000104879	108
ENSG00000104880	26
ENSG00000104881	112
ENSG00000104883	5
ENSG00000104884	812
ENSG00000104885	85
ENSG00000104886	13
ENSG00000104888	26
ENSG00000104889	30
ENSG00000104892	27
ENSG00000104894	31
ENSG00000104897	50
ENSG00000104899	311
ENSG00000104901	20
ENSG00000104903	28
ENSG00000104904	47
ENSG00000104907	22
ENSG00000104915	15
ENSG00000104918	511
ENSG00000104921	128
ENSG00000104936	151
ENSG00000104938	109
ENSG00000104941	12
ENSG00000104946	23
ENSG00000104951	17
ENSG00000104953	12
ENSG00000104957	12
ENSG00000104960	37
ENSG00000104964	54
ENSG00000104967	12
ENSG00000104969	95
ENSG00000104970	8
ENSG00000104972	129
ENSG00000104973	54
ENSG00000104974	21
ENSG00000104976	21
ENSG00000104979	11
ENSG00000104980	31
ENSG00000104983	11
ENSG00000104998	25
ENSG00000105011	51
ENSG00000105048	64
ENSG00000105053	23
ENSG00000105058	20
ENSG00000105063	43
ENSG00000105072	10
ENSG00000105085	37
ENSG00000105088	19
ENSG00000105122	7
ENSG00000105127	64
ENSG00000105131	9
ENSG00000105135	27
ENSG00000105136	13
ENSG00000105137	11
ENSG00000105141	71
ENSG00000105143	18
ENSG00000105146	57
ENSG00000105171	23
ENSG00000105173	408
ENSG00000105176	52
ENSG00000105185	85
ENSG00000105186	27
ENSG00000105193	87
ENSG00000105197	64
ENSG00000105198	43
ENSG00000105202	119
ENSG00000105204	52
ENSG00000105205	32
ENSG00000105219	4
ENSG00000105220	115
ENSG00000105221	319
ENSG00000105223	40
ENSG00000105227	36
ENSG00000105229	105
ENSG00000105245	38
ENSG00000105246	55
ENSG00000105248	12
ENSG00000105251	8
ENSG00000105254	31
ENSG00000105255	15
ENSG00000105258	114
ENSG00000105261	3
ENSG00000105270	14
ENSG00000105278	5
ENSG00000105281	97
ENSG00000105287	72
ENSG00000105289	16
ENSG00000105290	54
ENSG00000105298	30
ENSG00000105321	14
ENSG00000105323	89
ENSG00000105325	202
ENSG00000105327	197
ENSG00000105329	3931
ENSG00000105339	11
ENSG00000105341	11
ENSG00000105352	5
ENSG00000105355	76
ENSG00000105357	56
ENSG00000105364	34
ENSG00000105366	30
ENSG00000105369	73
ENSG00000105370	18
ENSG00000105371	49
ENSG00000105372	146
ENSG00000105373	68
ENSG00000105374	9
ENSG00000105376	36
ENSG00000105379	44
ENSG00000105383	92
ENSG00000105388	220
ENSG00000105392	68
ENSG00000105393	53
ENSG00000105397	175
ENSG00000105398	75
ENSG00000105401	177
ENSG00000105402	59
ENSG00000105404	39
ENSG00000105409	88
ENSG00000105419	13
ENSG00000105426	48
ENSG00000105427	5
ENSG00000105428	8
ENSG00000105429	17
ENSG00000105438	29
ENSG00000105443	72
ENSG00000105447	45
ENSG00000105464	78
ENSG00000105467	5
ENSG00000105472	27
ENSG00000105479	14
ENSG00000105483	72
ENSG00000105486	99
ENSG00000105492	14
ENSG00000105497	22
ENSG00000105499	41
ENSG00000105501	34
ENSG00000105507	11
ENSG00000105509	56
ENSG00000105514	33
ENSG00000105516	36
ENSG00000105518	10
ENSG00000105519	22
ENSG00000105520	8
ENSG00000105523	7
ENSG00000105538	20
ENSG00000105549	7
ENSG00000105550	226
ENSG00000105552	33
ENSG00000105556	11
ENSG00000105559	6
ENSG00000105568	211
ENSG00000105576	32
ENSG00000105583	7
ENSG00000105605	8
ENSG00000105607	64
ENSG00000105609	12
ENSG00000105610	89
ENSG00000105612	40
ENSG00000105613	17
ENSG00000105617	13
ENSG00000105618	125
ENSG00000105619	30
ENSG00000105639	219
ENSG00000105640	60
ENSG00000105641	144
ENSG00000105642	16
ENSG00000105643	8
ENSG00000105647	173
ENSG00000105649	75
ENSG00000105650	24
ENSG00000105655	22
ENSG00000105656	57
ENSG00000105662	84
ENSG00000105664	133
ENSG00000105668	25
ENSG00000105669	60
ENSG00000105671	23
ENSG00000105672	14
ENSG00000105675	29
ENSG00000105676	16
ENSG00000105677	11
ENSG00000105679	41
ENSG00000105695	53
ENSG00000105696	6
ENSG00000105697	384
ENSG00000105698	75
ENSG00000105699	33
ENSG00000105700	18
ENSG00000105701	88
ENSG00000105705	31
ENSG00000105707	62
ENSG00000105708	7
ENSG00000105711	65
ENSG00000105717	20
ENSG00000105722	35
ENSG00000105723	156
ENSG00000105726	19
ENSG00000105732	16
ENSG00000105737	23
ENSG00000105738	24
ENSG00000105750	11
ENSG00000105755	33
ENSG00000105767	19
ENSG00000105771	16
ENSG00000105778	12
ENSG00000105784	14
ENSG00000105792	6
ENSG00000105793	17
ENSG00000105808	15
ENSG00000105810	298
ENSG00000105819	29
ENSG00000105821	31
ENSG00000105825	123
ENSG00000105829	24
ENSG00000105835	456
ENSG00000105849	20
ENSG00000105851	418
ENSG00000105852	80
ENSG00000105854	212
ENSG00000105855	49
ENSG00000105856	51
ENSG00000105865	11
ENSG00000105866	50
ENSG00000105875	21
ENSG00000105877	30
ENSG00000105879	33
ENSG00000105880	50
ENSG00000105887	37
ENSG00000105889	6
ENSG00000105894	142
ENSG00000105926	27
ENSG00000105928	46
ENSG00000105929	49
ENSG00000105939	80
ENSG00000105948	15
ENSG00000105953	43
ENSG00000105954	11
ENSG00000105963	39
ENSG00000105967	14
ENSG00000105968	42
ENSG00000105971	103
ENSG00000105974	880
ENSG00000105976	1086
ENSG00000105982	22
ENSG00000105983	38
ENSG00000105989	84
ENSG00000105991	81
ENSG00000105993	108
ENSG00000105996	23
ENSG00000105997	30
ENSG00000106003	24
ENSG00000106004	71
ENSG00000106006	17
ENSG00000106009	28
ENSG00000106012	15
ENSG00000106013	9
ENSG00000106018	70
ENSG00000106025	35
ENSG00000106028	95
ENSG00000106031	63
ENSG00000106034	20
ENSG00000106038	11
ENSG00000106049	18
ENSG00000106052	70
ENSG00000106066	51
ENSG00000106069	48
ENSG00000106070	98
ENSG00000106077	19
ENSG00000106078	26
ENSG00000106080	28
ENSG00000106086	20
ENSG00000106089	174
ENSG00000106100	210
ENSG00000106105	76
ENSG00000106113	101
ENSG00000106123	64
ENSG00000106125	8
ENSG00000106128	90
ENSG00000106144	162
ENSG00000106153	47
ENSG00000106178	61
ENSG00000106211	534
ENSG00000106236	30
ENSG00000106244	26
ENSG00000106245	21
ENSG00000106246	26
ENSG00000106258	641
ENSG00000106261	29
ENSG00000106263	100
ENSG00000106266	19
ENSG00000106268	96
ENSG00000106278	76
ENSG00000106290	90
ENSG00000106299	137
ENSG00000106302	11
ENSG00000106304	21
ENSG00000106305	84
ENSG00000106327	106
ENSG00000106328	9
ENSG00000106330	6
ENSG00000106331	60
ENSG00000106333	36
ENSG00000106336	12
ENSG00000106341	12
ENSG00000106344	41
ENSG00000106346	24
ENSG00000106348	63
ENSG00000106351	18
ENSG00000106355	25
ENSG00000106366	1308
ENSG00000106367	56
ENSG00000106384	8
ENSG00000106392	54
ENSG00000106397	46
ENSG00000106399	88
ENSG00000106400	21
ENSG00000106404	21
ENSG00000106410	24
ENSG00000106415	33
ENSG00000106436	12
ENSG00000106443	19
ENSG00000106459	89
ENSG00000106460	52
ENSG00000106462	835
ENSG00000106477	18
ENSG00000106479	4
ENSG00000106483	80
ENSG00000106484	57
ENSG00000106511	43
ENSG00000106524	18
ENSG00000106526	9
ENSG00000106536	17
ENSG00000106537	22
ENSG00000106538	158
ENSG00000106541	122
ENSG00000106546	505
ENSG00000106554	60
ENSG00000106560	14
ENSG00000106565	10
ENSG00000106571	146
ENSG00000106588	127
ENSG00000106591	24
ENSG00000106603	14
ENSG00000106605	50
ENSG00000106608	29
ENSG00000106609	12
ENSG00000106615	115
ENSG00000106617	106
ENSG00000106624	24
ENSG00000106628	52
ENSG00000106631	12
ENSG00000106633	294
ENSG00000106635	26
ENSG00000106636	31
ENSG00000106638	44
ENSG00000106648	12
ENSG00000106665	22
ENSG00000106682	48
ENSG00000106683	126
ENSG00000106686	10
ENSG00000106688	106
ENSG00000106689	24
ENSG00000106692	55
ENSG00000106701	8
ENSG00000106714	11
ENSG00000106723	54
ENSG00000106733	11
ENSG00000106771	15
ENSG00000106772	35
ENSG00000106780	7
ENSG00000106785	20
ENSG00000106789	18
ENSG00000106799	455
ENSG00000106803	51
ENSG00000106804	235
ENSG00000106809	53
ENSG00000106819	74
ENSG00000106823	11
ENSG00000106829	41
ENSG00000106852	24
ENSG00000106853	20
ENSG00000106868	16
ENSG00000106927	114
ENSG00000106948	15
ENSG00000106952	40
ENSG00000106976	165
ENSG00000106991	406
ENSG00000106992	42
ENSG00000106993	19
ENSG00000107014	98
ENSG00000107018	65
ENSG00000107020	17
ENSG00000107021	8
ENSG00000107036	11
ENSG00000107077	59
ENSG00000107099	70
ENSG00000107104	45
ENSG00000107105	34
ENSG00000107130	59
ENSG00000107140	17
ENSG00000107147	28
ENSG00000107159	264
ENSG00000107164	44
ENSG00000107165	87
ENSG00000107175	60
ENSG00000107185	13
ENSG00000107186	56
ENSG00000107187	46
ENSG00000107201	357
ENSG00000107223	31
ENSG00000107242	23
ENSG00000107249	39
ENSG00000107262	164
ENSG00000107263	85
ENSG00000107281	18
ENSG00000107282	51
ENSG00000107290	73
ENSG00000107295	97
ENSG00000107317	127
ENSG00000107331	42
ENSG00000107338	41
ENSG00000107341	28
ENSG00000107362	8
ENSG00000107371	55
ENSG00000107372	18
ENSG00000107404	114
ENSG00000107438	44
ENSG00000107443	13
ENSG00000107447	39
ENSG00000107485	352
ENSG00000107518	7
ENSG00000107521	50
ENSG00000107537	42
ENSG00000107551	21
ENSG00000107554	30
ENSG00000107560	49
ENSG00000107562	1209
ENSG00000107566	48
ENSG00000107581	144
ENSG00000107593	34
ENSG00000107611	81
ENSG00000107614	40
ENSG00000107625	40
ENSG00000107643	941
ENSG00000107651	35
ENSG00000107669	24
ENSG00000107672	21
ENSG00000107679	37
ENSG00000107719	13
ENSG00000107731	43
ENSG00000107736	76
ENSG00000107738	20
ENSG00000107742	18
ENSG00000107745	43
ENSG00000107758	66
ENSG00000107771	17
ENSG00000107779	154
ENSG00000107789	30
ENSG00000107796	223
ENSG00000107798	66
ENSG00000107807	41
ENSG00000107815	90
ENSG00000107816	48
ENSG00000107819	25
ENSG00000107821	17
ENSG00000107829	30
ENSG00000107831	74
ENSG00000107833	36
ENSG00000107854	53
ENSG00000107859	50
ENSG00000107862	91
ENSG00000107863	28
ENSG00000107864	22
ENSG00000107872	19
ENSG00000107874	25
ENSG00000107882	81
ENSG00000107890	31
ENSG00000107897	25
ENSG00000107902	19
ENSG00000107929	37
ENSG00000107937	44
ENSG00000107938	20
ENSG00000107949	61
ENSG00000107951	36
ENSG00000107954	19
ENSG00000107957	52
ENSG00000107959	36
ENSG00000107960	46
ENSG00000107968	107
ENSG00000107984	384
ENSG00000108001	26
ENSG00000108010	55
ENSG00000108018	33
ENSG00000108021	22
ENSG00000108039	36
ENSG00000108055	134
ENSG00000108061	42
ENSG00000108064	183
ENSG00000108091	60
ENSG00000108094	165
ENSG00000108100	44
ENSG00000108106	67
ENSG00000108107	83
ENSG00000108175	55
ENSG00000108176	16
ENSG00000108179	31
ENSG00000108187	22
ENSG00000108219	14
ENSG00000108231	65
ENSG00000108239	8
ENSG00000108242	46
ENSG00000108244	23
ENSG00000108255	48
ENSG00000108256	44
ENSG00000108262	89
ENSG00000108298	66
ENSG00000108306	15
ENSG00000108309	12
ENSG00000108312	125
ENSG00000108342	197
ENSG00000108344	114
ENSG00000108349	52
ENSG00000108352	9
ENSG00000108370	31
ENSG00000108375	43
ENSG00000108379	65
ENSG00000108381	45
ENSG00000108384	101
ENSG00000108387	57
ENSG00000108389	25
ENSG00000108395	52
ENSG00000108405	73
ENSG00000108406	17
ENSG00000108417	7
ENSG00000108423	25
ENSG00000108424	317
ENSG00000108433	42
ENSG00000108439	32
ENSG00000108443	358
ENSG00000108448	6
ENSG00000108465	59
ENSG00000108468	121
ENSG00000108469	64
ENSG00000108474	16
ENSG00000108479	51
ENSG00000108506	24
ENSG00000108509	16
ENSG00000108510	57
ENSG00000108511	42
ENSG00000108515	29
ENSG00000108518	172
ENSG00000108523	20
ENSG00000108528	57
ENSG00000108551	32
ENSG00000108556	49
ENSG00000108557	54
ENSG00000108559	62
ENSG00000108561	198
ENSG00000108576	2141
ENSG00000108578	69
ENSG00000108582	43
ENSG00000108587	39
ENSG00000108588	31
ENSG00000108590	30
ENSG00000108591	32
ENSG00000108592	42
ENSG00000108599	44
ENSG00000108602	64
ENSG00000108604	36
ENSG00000108622	73
ENSG00000108639	14
ENSG00000108641	15
ENSG00000108651	30
ENSG00000108654	220
ENSG00000108666	13
ENSG00000108669	45
ENSG00000108671	104
ENSG00000108679	126
ENSG00000108684	42
ENSG00000108688	91
ENSG00000108691	1314
ENSG00000108700	66
ENSG00000108702	63
ENSG00000108733	25
ENSG00000108759	12
ENSG00000108771	38
ENSG00000108773	146
ENSG00000108774	50
ENSG00000108784	43
ENSG00000108786	143
ENSG00000108788	34
ENSG00000108797	26
ENSG00000108798	23
ENSG00000108799	31
ENSG00000108813	51
ENSG00000108819	66
ENSG00000108821	685
ENSG00000108823	43
ENSG00000108825	9
ENSG00000108826	23
ENSG00000108828	33
ENSG00000108829	51
ENSG00000108830	23
ENSG00000108839	134
ENSG00000108840	170
ENSG00000108846	98
ENSG00000108848	55
ENSG00000108849	44
ENSG00000108852	22
ENSG00000108854	118
ENSG00000108861	50
ENSG00000108878	15
ENSG00000108883	106
ENSG00000108924	38
ENSG00000108932	11
ENSG00000108946	246
ENSG00000108947	40
ENSG00000108950	18
ENSG00000108953	325
ENSG00000108960	10
ENSG00000108961	21
ENSG00000108963	25
ENSG00000108984	122
ENSG00000109016	24
ENSG00000109046	43
ENSG00000109047	29
ENSG00000109061	54
ENSG00000109062	229
ENSG00000109063	32
ENSG00000109065	20
ENSG00000109066	7
ENSG00000109072	195
ENSG00000109079	49
ENSG00000109083	39
ENSG00000109084	28
ENSG00000109089	7
ENSG00000109099	194
ENSG00000109101	22
ENSG00000109103	42
ENSG00000109107	57
ENSG00000109111	47
ENSG00000109113	44
ENSG00000109118	26
ENSG00000109132	123
ENSG00000109133	28
ENSG00000109158	38
ENSG00000109163	133
ENSG00000109171	26
ENSG00000109180	33
ENSG00000109181	22
ENSG00000109182	6
ENSG00000109184	20
ENSG00000109189	33
ENSG00000109193	73
ENSG00000109205	22
ENSG00000109208	10
ENSG00000109220	18
ENSG00000109255	43
ENSG00000109265	10
ENSG00000109270	44
ENSG00000109272	21
ENSG00000109320	2853
ENSG00000109321	169
ENSG00000109323	39
ENSG00000109332	321
ENSG00000109339	104
ENSG00000109381	31
ENSG00000109390	14
ENSG00000109424	145
ENSG00000109436	19
ENSG00000109445	15
ENSG00000109452	57
ENSG00000109458	155
ENSG00000109466	25
ENSG00000109471	778
ENSG00000109472	67
ENSG00000109475	55
ENSG00000109501	185
ENSG00000109511	25
ENSG00000109519	31
ENSG00000109534	46
ENSG00000109536	40
ENSG00000109572	65
ENSG00000109576	20
ENSG00000109586	21
ENSG00000109606	96
ENSG00000109610	182
ENSG00000109618	30
ENSG00000109625	18
ENSG00000109654	41
ENSG00000109667	136
ENSG00000109670	355
ENSG00000109674	32
ENSG00000109680	14
ENSG00000109684	14
ENSG00000109685	89
ENSG00000109686	25
ENSG00000109689	56
ENSG00000109705	17
ENSG00000109736	9
ENSG00000109738	45
ENSG00000109743	51
ENSG00000109756	44
ENSG00000109758	26
ENSG00000109762	10
