orf_id_a	orf_id_b	result	experiment	source
4798	70794	0.0	testing_y2h_v3	test_space_y2h_v3
4798	100000265	0.0	testing_y2h_v3	test_space_y2h_v3
4798	100002218	0.0	testing_y2h_v1	test_space_y2h_v1
4798	100011167	0.0	testing_y2h_v2	test_space_y2h_v2
4810	13943	0.0	testing_y2h_v3	RRS
4810	13943	0.0	testing_y2h_v1	RRS
4810	13943	0.0	testing_y2h_v2	RRS
4828	8578	0.0	testing_y2h_v3	Lit_BM_13
4828	8578	0.0	testing_y2h_v1	Lit_BM_13
4828	8578	0.0	testing_y2h_v2	Lit_BM_13
4840	7555		testing_y2h_v3	RRS
4840	7555	0.0	testing_y2h_v1	RRS
4840	13662	0.0	testing_y2h_v1	test_space_y2h_v1
4854	100002625	0.0	testing_y2h_v1	test_space_y2h_v1
4862	6427	0.0	testing_y2h_v3	test_space_y2h_v3
4862	7408	0.0	testing_y2h_v3	test_space_y2h_v3
4862	9496		testing_y2h_v3	test_space_y2h_v3
4884	13662	1.0	testing_y2h_v1	test_space_y2h_v1
4922	11328	0.0	testing_y2h_v3	RRS
4922	11328	0.0	testing_y2h_v1	RRS
4955	6778	0.0	testing_y2h_v1	test_space_y2h_v1
4955	6953	0.0	testing_y2h_v1	test_space_y2h_v1
4955	10016		testing_y2h_v1	test_space_y2h_v1
4955	100000239	0.0	testing_y2h_v3	test_space_y2h_v3
4955	100010307	1.0	testing_y2h_v1	test_space_y2h_v1
4979	7556	0.0	testing_y2h_v3	RRS
4979	7556	0.0	testing_y2h_v1	RRS
5066	6708	1.0	testing_y2h_v3	test_space_y2h_v3
5066	7404	0.0	testing_y2h_v2	test_space_y2h_v2
5066	9650	0.0	testing_y2h_v2	test_space_y2h_v2
5066	13067	0.0	testing_y2h_v1	test_space_y2h_v1
5066	13662	0.0	testing_y2h_v1	test_space_y2h_v1
5066	55351	0.0	testing_y2h_v1	test_space_y2h_v1
5090	14722	0.0	testing_y2h_v3	RRS
5090	14722	0.0	testing_y2h_v1	RRS
5119	7081	0.0	testing_y2h_v1	test_space_y2h_v1
5119	55313	0.0	testing_y2h_v3	test_space_y2h_v3
5126	7108	0.0	testing_y2h_v3	Lit_BM_13
5126	7108	0.0	testing_y2h_v1	Lit_BM_13
5126	7108	0.0	testing_y2h_v2	Lit_BM_13
5126	7933	1.0	testing_y2h_v1	test_space_y2h_v1
5126	7933	1.0	testing_y2h_v3	Lit_BM_13
5126	7933	1.0	testing_y2h_v1	Lit_BM_13
5126	7933	1.0	testing_y2h_v2	Lit_BM_13
5231	9846	1.0	testing_y2h_v1	test_space_y2h_v1
5231	13662	1.0	testing_y2h_v1	test_space_y2h_v1
5231	100002626	0.0	testing_y2h_v3	Lit_BM_13
5231	100002626	0.0	testing_y2h_v1	Lit_BM_13
5231	100002626	0.0	testing_y2h_v2	Lit_BM_13
5294	9630	0.0	testing_y2h_v3	RRS
5294	9630	0.0	testing_y2h_v1	RRS
5294	9630	0.0	testing_y2h_v2	RRS
5294	11756	0.0	testing_y2h_v3	RRS
5294	11756	0.0	testing_y2h_v1	RRS
5294	11756	0.0	testing_y2h_v2	RRS
5373	11830	0.0	testing_y2h_v3	Lit_BM_13
5373	11830	0.0	testing_y2h_v1	Lit_BM_13
5373	11830	0.0	testing_y2h_v2	Lit_BM_13
5439	6314		testing_y2h_v2	test_space_y2h_v2
5439	6314	1.0	testing_y2h_v3	test_space_y2h_v3
5439	10016		testing_y2h_v1	test_space_y2h_v1
5439	11777	0.0	testing_y2h_v3	test_space_y2h_v3
5439	12927	0.0	testing_y2h_v3	test_space_y2h_v3
5439	13662		testing_y2h_v1	test_space_y2h_v1
5439	14269	0.0	testing_y2h_v3	test_space_y2h_v3
5439	100002218		testing_y2h_v1	test_space_y2h_v1
5457	6722	0.0	testing_y2h_v3	RRS
5457	6722	0.0	testing_y2h_v1	RRS
5458	11411		testing_y2h_v3	RRS
5458	11411	0.0	testing_y2h_v1	RRS
5458	11411	0.0	testing_y2h_v2	RRS
5471	7112	0.0	testing_y2h_v3	RRS
5471	7112	0.0	testing_y2h_v1	RRS
5471	100011242		testing_y2h_v3	RRS
5471	100011242	0.0	testing_y2h_v1	RRS
5471	100011242	0.0	testing_y2h_v2	RRS
5492	6446		testing_y2h_v3	test_space_y2h_v3
5492	8001		testing_y2h_v3	test_space_y2h_v3
5492	52707		testing_y2h_v3	test_space_y2h_v3
5511	14956	0.0	testing_y2h_v3	Lit_BM_13
5511	14956	0.0	testing_y2h_v1	Lit_BM_13
5511	14956	0.0	testing_y2h_v2	Lit_BM_13
5538	6326		testing_y2h_v3	test_space_y2h_v3
5538	6932	0.0	testing_y2h_v2	test_space_y2h_v2
5538	6932	0.0	testing_y2h_v3	test_space_y2h_v3
5564	11648	0.0	testing_y2h_v1	test_space_y2h_v1
5564	13067	0.0	testing_y2h_v1	test_space_y2h_v1
5564	14862	0.0	testing_y2h_v1	test_space_y2h_v1
5629	100002197	0.0	testing_y2h_v3	RRS
5629	100002197	0.0	testing_y2h_v1	RRS
5645	9496	0.0	testing_y2h_v3	test_space_y2h_v3
5821	6446	0.0	testing_y2h_v3	test_space_y2h_v3
5826	6660	0.0	testing_y2h_v3	Lit_BM_13
5826	6660	0.0	testing_y2h_v1	Lit_BM_13
5826	6660	0.0	testing_y2h_v2	Lit_BM_13
5834	13662	0.0	testing_y2h_v1	test_space_y2h_v1
5888	56864	0.0	testing_y2h_v2	test_space_y2h_v2
5916	6932	0.0	testing_y2h_v3	test_space_y2h_v3
5916	7564	0.0	testing_y2h_v1	test_space_y2h_v1
5916	8876	0.0	testing_y2h_v3	test_space_y2h_v3
5916	11648	0.0	testing_y2h_v1	test_space_y2h_v1
5916	40080841	0.0	testing_y2h_v3	RRS
5916	40080841	0.0	testing_y2h_v1	RRS
5916	40080841	0.0	testing_y2h_v2	RRS
5916	100010412	0.0	testing_y2h_v3	RRS
5916	100010412	0.0	testing_y2h_v1	RRS
5944	6778	0.0	testing_y2h_v1	test_space_y2h_v1
5944	7804	0.0	testing_y2h_v1	test_space_y2h_v1
5951	6671	0.0	testing_y2h_v3	RRS
5951	6671	0.0	testing_y2h_v1	RRS
5974	11338	0.0	testing_y2h_v2	test_space_y2h_v2
5995	13067	0.0	testing_y2h_v3	RRS
5995	13067	0.0	testing_y2h_v1	RRS
6043	7804	0.0	testing_y2h_v1	test_space_y2h_v1
6119	70343	0.0	testing_y2h_v3	RRS
6119	70343		testing_y2h_v1	RRS
6119	70343		testing_y2h_v2	RRS
6119	100002625		testing_y2h_v1	test_space_y2h_v1
6138	100064145	0.0	testing_y2h_v1	test_space_y2h_v1
6142	53609	0.0	testing_y2h_v3	RRS
6142	53609	0.0	testing_y2h_v1	RRS
6142	53609	0.0	testing_y2h_v2	RRS
6166	11797	0.0	testing_y2h_v3	RRS
6166	11797	0.0	testing_y2h_v1	RRS
6166	11797	0.0	testing_y2h_v2	RRS
6225	6446	0.0	testing_y2h_v3	test_space_y2h_v3
6225	7408	0.0	testing_y2h_v3	test_space_y2h_v3
6225	52686	0.0	testing_y2h_v3	test_space_y2h_v3
6225	52707	0.0	testing_y2h_v3	test_space_y2h_v3
6249	53131	0.0	testing_y2h_v3	RRS
6249	53131	0.0	testing_y2h_v1	RRS
6292	7081	0.0	testing_y2h_v1	test_space_y2h_v1
6292	11746	1.0	testing_y2h_v1	test_space_y2h_v1
6292	53792		testing_y2h_v3	RRS
6292	53792	1.0	testing_y2h_v1	RRS
6292	53792	1.0	testing_y2h_v2	RRS
6356	6953	0.0	testing_y2h_v3	test_space_y2h_v3
6356	9637		testing_y2h_v1	test_space_y2h_v1
6356	10016		testing_y2h_v1	test_space_y2h_v1
6364	13662	0.0	testing_y2h_v1	test_space_y2h_v1
6448	8665	0.0	testing_y2h_v3	Lit_BM_13
6448	8665	0.0	testing_y2h_v1	Lit_BM_13
6448	8665	0.0	testing_y2h_v2	Lit_BM_13
6466	13662	1.0	testing_y2h_v1	test_space_y2h_v1
6490	100000239	0.0	testing_y2h_v3	RRS
6490	100000239	0.0	testing_y2h_v1	RRS
6490	100000239	0.0	testing_y2h_v2	RRS
6512	9693	0.0	testing_y2h_v3	Lit_BM_13
6512	9693	0.0	testing_y2h_v1	Lit_BM_13
6512	9693	0.0	testing_y2h_v2	Lit_BM_13
6515	56883	0.0	testing_y2h_v3	RRS
6515	56883	0.0	testing_y2h_v1	RRS
6615	6950	0.0	testing_y2h_v3	RRS
6615	6950	0.0	testing_y2h_v1	RRS
6616	6671	0.0	testing_y2h_v3	Lit_BM_13
6616	6671	0.0	testing_y2h_v1	Lit_BM_13
6616	6671	0.0	testing_y2h_v2	Lit_BM_13
6616	6953	0.0	testing_y2h_v3	test_space_y2h_v3
6616	13662	1.0	testing_y2h_v1	test_space_y2h_v1
6616	53277	0.0	testing_y2h_v3	Lit_BM_13
6616	53277	0.0	testing_y2h_v1	Lit_BM_13
6616	53277	0.0	testing_y2h_v2	Lit_BM_13
6644	13662	0.0	testing_y2h_v1	test_space_y2h_v1
6644	56492	0.0	testing_y2h_v1	test_space_y2h_v1
6755	53004	0.0	testing_y2h_v3	test_space_y2h_v3
6763	53130	0.0	testing_y2h_v3	RRS
6763	53130	0.0	testing_y2h_v1	RRS
6776	10101	0.0	testing_y2h_v3	test_space_y2h_v3
6776	13067	0.0	testing_y2h_v1	test_space_y2h_v1
6776	13067	0.0	testing_y2h_v2	test_space_y2h_v2
6776	13067	0.0	testing_y2h_v3	test_space_y2h_v3
6776	14862	0.0	testing_y2h_v1	test_space_y2h_v1
6795	70334	0.0	testing_y2h_v3	test_space_y2h_v3
6804	13662	0.0	testing_y2h_v1	test_space_y2h_v1
6863	13004	0.0	testing_y2h_v3	RRS
6863	13004	0.0	testing_y2h_v1	RRS
6863	13004	0.0	testing_y2h_v2	RRS
6895	70334	0.0	testing_y2h_v3	test_space_y2h_v3
6904	100009631	0.0	testing_y2h_v3	test_space_y2h_v3
6921	11733	0.0	testing_y2h_v1	test_space_y2h_v1
6921	14862	0.0	testing_y2h_v1	test_space_y2h_v1
6921	14983	0.0	testing_y2h_v1	test_space_y2h_v1
6923	14862	0.0	testing_y2h_v1	test_space_y2h_v1
6983	7301	0.0	testing_y2h_v1	test_space_y2h_v1
6983	9453	0.0	testing_y2h_v2	test_space_y2h_v2
6983	13662	1.0	testing_y2h_v1	test_space_y2h_v1
6983	100010307	1.0	testing_y2h_v1	test_space_y2h_v1
7062	7847	0.0	testing_y2h_v3	Lit_BM_13
7062	7847	0.0	testing_y2h_v1	Lit_BM_13
7062	7847	0.0	testing_y2h_v2	Lit_BM_13
7073	13270	0.0	testing_y2h_v3	RRS
7073	13270	0.0	testing_y2h_v1	RRS
7105	7108	0.0	testing_y2h_v3	Lit_BM_13
7105	7108	0.0	testing_y2h_v1	Lit_BM_13
7105	7108	0.0	testing_y2h_v2	Lit_BM_13
7138	14524		testing_y2h_v3	test_space_y2h_v3
7138	52686	0.0	testing_y2h_v3	test_space_y2h_v3
7147	9637		testing_y2h_v1	test_space_y2h_v1
7147	13662	1.0	testing_y2h_v1	test_space_y2h_v1
7147	13662	1.0	testing_y2h_v2	test_space_y2h_v2
7147	100064145	0.0	testing_y2h_v1	test_space_y2h_v1
7196	7541	0.0	testing_y2h_v3	RRS
7196	7541	0.0	testing_y2h_v1	RRS
7196	55579	0.0	testing_y2h_v3	RRS
7196	55579	0.0	testing_y2h_v1	RRS
7196	55579	0.0	testing_y2h_v2	RRS
7196	100000237	0.0	testing_y2h_v3	RRS
7196	100000237	0.0	testing_y2h_v1	RRS
7214	54172	0.0	testing_y2h_v3	Lit_BM_13
7214	54172	0.0	testing_y2h_v1	Lit_BM_13
7214	54172	0.0	testing_y2h_v2	Lit_BM_13
7323	7408		testing_y2h_v3	test_space_y2h_v3
7323	11089		testing_y2h_v3	test_space_y2h_v3
7323	11381		testing_y2h_v3	test_space_y2h_v3
7323	14525		testing_y2h_v3	test_space_y2h_v3
7323	14596		testing_y2h_v2	test_space_y2h_v2
7339	13662	0.0	testing_y2h_v1	test_space_y2h_v1
7354	53568	0.0	testing_y2h_v3	RRS
7354	53568	0.0	testing_y2h_v1	RRS
7372	8010		testing_y2h_v3	Lit_BM_13
7372	8010		testing_y2h_v1	Lit_BM_13
7372	8010		testing_y2h_v2	Lit_BM_13
7372	8886		testing_y2h_v3	Lit_BM_13
7372	8886		testing_y2h_v1	Lit_BM_13
7372	8886		testing_y2h_v2	Lit_BM_13
7372	12865	0.0	testing_y2h_v3	Lit_BM_13
7372	12865	0.0	testing_y2h_v1	Lit_BM_13
7372	12865	0.0	testing_y2h_v2	Lit_BM_13
7372	56932		testing_y2h_v3	Lit_BM_13
7372	56932		testing_y2h_v1	Lit_BM_13
7372	56932		testing_y2h_v2	Lit_BM_13
7569	13662	1.0	testing_y2h_v1	test_space_y2h_v1
7684	14643	0.0	testing_y2h_v3	Lit_BM_13
7684	14643	0.0	testing_y2h_v1	Lit_BM_13
7684	14643	0.0	testing_y2h_v2	Lit_BM_13
7985	9194	0.0	testing_y2h_v3	RRS
7985	9194	0.0	testing_y2h_v1	RRS
7985	9194	0.0	testing_y2h_v2	RRS
8110	40080652	0.0	testing_y2h_v2	test_space_y2h_v2
8167	100014472	0.0	testing_y2h_v3	RRS
8167	100014472	0.0	testing_y2h_v1	RRS
8232	11709	0.0	testing_y2h_v3	Lit_BM_13
8232	11709	0.0	testing_y2h_v1	Lit_BM_13
8232	11709	0.0	testing_y2h_v2	Lit_BM_13
8282	13662	1.0	testing_y2h_v1	test_space_y2h_v1
8282	56492	0.0	testing_y2h_v1	test_space_y2h_v1
8316	8407	1.0	testing_y2h_v3	Lit_BM_13
8316	8407	1.0	testing_y2h_v1	Lit_BM_13
8316	8407	1.0	testing_y2h_v2	Lit_BM_13
8316	100008214	0.0	testing_y2h_v3	Lit_BM_13
8316	100008214	0.0	testing_y2h_v1	Lit_BM_13
8316	100008214	0.0	testing_y2h_v2	Lit_BM_13
8365	11746	0.0	testing_y2h_v1	test_space_y2h_v1
8365	14269		testing_y2h_v3	test_space_y2h_v3
8367	12865	0.0	testing_y2h_v3	Lit_BM_13
8367	12865	0.0	testing_y2h_v1	Lit_BM_13
8367	12865	0.0	testing_y2h_v2	Lit_BM_13
8367	56492	0.0	testing_y2h_v3	Lit_BM_13
8367	56492	0.0	testing_y2h_v1	Lit_BM_13
8367	56492	0.0	testing_y2h_v2	Lit_BM_13
8369	14862	0.0	testing_y2h_v1	test_space_y2h_v1
8382	11713	0.0	testing_y2h_v3	RRS
8382	11713	0.0	testing_y2h_v1	RRS
8384	53191	0.0	testing_y2h_v3	RRS
8384	53191	0.0	testing_y2h_v1	RRS
8400	9157	1.0	testing_y2h_v2	test_space_y2h_v2
8400	9637		testing_y2h_v1	test_space_y2h_v1
8400	10016		testing_y2h_v1	test_space_y2h_v1
8400	13067	0.0	testing_y2h_v2	test_space_y2h_v2
8400	13662	1.0	testing_y2h_v1	test_space_y2h_v1
8400	13662	1.0	testing_y2h_v2	test_space_y2h_v2
8400	14498	0.0	testing_y2h_v2	test_space_y2h_v2
8400	14862	0.0	testing_y2h_v1	test_space_y2h_v1
8400	14983	0.0	testing_y2h_v1	test_space_y2h_v1
8400	54317	0.0	testing_y2h_v3	RRS
8400	54317	0.0	testing_y2h_v1	RRS
8400	56492	0.0	testing_y2h_v1	test_space_y2h_v1
8400	70504	0.0	testing_y2h_v3	test_space_y2h_v3
8400	100002218	1.0	testing_y2h_v1	test_space_y2h_v1
8400	100009545	0.0	testing_y2h_v3	test_space_y2h_v3
8400	100011205	0.0	testing_y2h_v2	test_space_y2h_v2
8409	12865	0.0	testing_y2h_v3	Lit_BM_13
8409	12865	0.0	testing_y2h_v1	Lit_BM_13
8409	12865	0.0	testing_y2h_v2	Lit_BM_13
8456	100002625	0.0	testing_y2h_v3	RRS
8456	100002625	0.0	testing_y2h_v1	RRS
8470	13662	1.0	testing_y2h_v1	test_space_y2h_v1
8471	11570	0.0	testing_y2h_v3	RRS
8471	11570	0.0	testing_y2h_v1	RRS
8471	11570	0.0	testing_y2h_v2	RRS
8479	10016		testing_y2h_v1	test_space_y2h_v1
8479	12833	0.0	testing_y2h_v3	RRS
8479	12833	0.0	testing_y2h_v1	RRS
8479	12833	0.0	testing_y2h_v2	RRS
8479	14269	0.0	testing_y2h_v3	test_space_y2h_v3
8500	13662	0.0	testing_y2h_v1	test_space_y2h_v1
8717	9637		testing_y2h_v1	test_space_y2h_v1
9124	13662	1.0	testing_y2h_v1	test_space_y2h_v1
9124	100002530		testing_y2h_v3	Lit_BM_13
9124	100002530	0.0	testing_y2h_v1	Lit_BM_13
9124	100002530	0.0	testing_y2h_v2	Lit_BM_13
9236	9637		testing_y2h_v1	test_space_y2h_v1
9236	13662	1.0	testing_y2h_v1	test_space_y2h_v1
9236	54665	0.0	testing_y2h_v2	test_space_y2h_v2
9236	56492	0.0	testing_y2h_v1	test_space_y2h_v1
9276	14536	0.0	testing_y2h_v3	RRS
9276	14536	0.0	testing_y2h_v1	RRS
9276	14536	0.0	testing_y2h_v2	RRS
9333	100016081	0.0	testing_y2h_v3	RRS
9333	100016081	0.0	testing_y2h_v1	RRS
9354	52925	0.0	testing_y2h_v3	RRS
9354	52925	0.0	testing_y2h_v1	RRS
9354	52925	0.0	testing_y2h_v2	RRS
9383	11452		testing_y2h_v3	test_space_y2h_v3
9383	13053	0.0	testing_y2h_v2	test_space_y2h_v2
9442	14862	0.0	testing_y2h_v1	test_space_y2h_v1
9640	11648	0.0	testing_y2h_v1	test_space_y2h_v1
9640	13067	0.0	testing_y2h_v1	test_space_y2h_v1
9640	13067	0.0	testing_y2h_v2	test_space_y2h_v2
9640	14862	0.0	testing_y2h_v1	test_space_y2h_v1
9640	14983	0.0	testing_y2h_v1	test_space_y2h_v1
9694	14862	0.0	testing_y2h_v1	test_space_y2h_v1
9733	11713	0.0	testing_y2h_v3	RRS
9733	11713	0.0	testing_y2h_v1	RRS
9733	100064145	0.0	testing_y2h_v1	test_space_y2h_v1
9770	10016		testing_y2h_v1	test_space_y2h_v1
9770	13067	0.0	testing_y2h_v1	test_space_y2h_v1
9770	13067	0.0	testing_y2h_v2	test_space_y2h_v2
9770	100002218	0.0	testing_y2h_v1	test_space_y2h_v1
9821	54123	0.0	testing_y2h_v3	RRS
9821	54123	0.0	testing_y2h_v1	RRS
9821	54123	0.0	testing_y2h_v2	RRS
9967	54674	0.0	testing_y2h_v3	RRS
9967	54674		testing_y2h_v1	RRS
9967	70794		testing_y2h_v3	test_space_y2h_v3
9999	13662	0.0	testing_y2h_v1	test_space_y2h_v1
9999	14862	0.0	testing_y2h_v1	test_space_y2h_v1
10034	11362	0.0	testing_y2h_v3	test_space_y2h_v3
10034	14524	0.0	testing_y2h_v3	test_space_y2h_v3
10034	100010310	0.0	testing_y2h_v3	test_space_y2h_v3
10044	100000245	0.0	testing_y2h_v3	RRS
10044	100000245	0.0	testing_y2h_v1	RRS
10044	100000245	0.0	testing_y2h_v2	RRS
10062	11706	0.0	testing_y2h_v3	Lit_BM_13
10062	11706	0.0	testing_y2h_v1	Lit_BM_13
10062	11706	0.0	testing_y2h_v2	Lit_BM_13
10102	14818	0.0	testing_y2h_v3	RRS
10102	14818	0.0	testing_y2h_v1	RRS
10117	13662	1.0	testing_y2h_v1	test_space_y2h_v1
10117	55909	0.0	testing_y2h_v3	RRS
10117	55909	0.0	testing_y2h_v1	RRS
10138	11610	0.0	testing_y2h_v3	RRS
10138	11610	0.0	testing_y2h_v1	RRS
10140	14665	0.0	testing_y2h_v3	Lit_BM_13
10140	14665	0.0	testing_y2h_v1	Lit_BM_13
10140	14665	0.0	testing_y2h_v2	Lit_BM_13
10140	52888	0.0	testing_y2h_v3	RRS
10140	52888	0.0	testing_y2h_v1	RRS
10144	53908	0.0	testing_y2h_v3	RRS
10144	53908	0.0	testing_y2h_v1	RRS
10144	53908	0.0	testing_y2h_v2	RRS
10163	13227	0.0	testing_y2h_v1	test_space_y2h_v1
10163	13227	0.0	testing_y2h_v3	Lit_BM_13
10163	13227	0.0	testing_y2h_v1	Lit_BM_13
10163	13227	0.0	testing_y2h_v2	Lit_BM_13
10163	13662	0.0	testing_y2h_v1	test_space_y2h_v1
10163	14862	0.0	testing_y2h_v1	test_space_y2h_v1
10163	70794		testing_y2h_v3	test_space_y2h_v3
10163	100002218	0.0	testing_y2h_v1	test_space_y2h_v1
10201	13153	0.0	testing_y2h_v3	RRS
10201	13153	0.0	testing_y2h_v1	RRS
10201	13153	0.0	testing_y2h_v2	RRS
10279	53776	0.0	testing_y2h_v3	RRS
10279	53776	0.0	testing_y2h_v1	RRS
10352	11452	0.0	testing_y2h_v3	test_space_y2h_v3
10493	14705	0.0	testing_y2h_v3	RRS
10493	14705	0.0	testing_y2h_v1	RRS
10540	14983	0.0	testing_y2h_v1	test_space_y2h_v1
10568	13662		testing_y2h_v1	test_space_y2h_v1
10573	13662		testing_y2h_v1	test_space_y2h_v1
10596	54066		testing_y2h_v3	RRS
10596	54066	0.0	testing_y2h_v1	RRS
10596	54066	0.0	testing_y2h_v2	RRS
10608	55351	0.0	testing_y2h_v1	test_space_y2h_v1
10686	11733	0.0	testing_y2h_v1	test_space_y2h_v1
10705	13662	0.0	testing_y2h_v1	test_space_y2h_v1
10705	100002625	0.0	testing_y2h_v1	test_space_y2h_v1
10705	100011241	0.0	testing_y2h_v2	test_space_y2h_v2
10711	13182	0.0	testing_y2h_v3	Lit_BM_13
10711	13182	0.0	testing_y2h_v1	Lit_BM_13
10711	13182	0.0	testing_y2h_v2	Lit_BM_13
10810	13662	0.0	testing_y2h_v1	test_space_y2h_v1
10810	70077	0.0	testing_y2h_v3	RRS
10810	70077	0.0	testing_y2h_v1	RRS
10810	70077	0.0	testing_y2h_v2	RRS
10821	13067	0.0	testing_y2h_v1	test_space_y2h_v1
10821	14862	0.0	testing_y2h_v1	test_space_y2h_v1
10837	13662	1.0	testing_y2h_v1	test_space_y2h_v1
10842	13662	1.0	testing_y2h_v1	test_space_y2h_v1
10842	13832	0.0	testing_y2h_v2	test_space_y2h_v2
10842	13832	0.0	testing_y2h_v3	test_space_y2h_v3
10842	14501	0.0	testing_y2h_v3	test_space_y2h_v3
10842	100011205	0.0	testing_y2h_v2	test_space_y2h_v2
10842	100064145	0.0	testing_y2h_v1	test_space_y2h_v1
10864	53776	0.0	testing_y2h_v3	RRS
10864	53776	0.0	testing_y2h_v1	RRS
10864	53776	0.0	testing_y2h_v2	RRS
10864	40080652	0.0	testing_y2h_v2	test_space_y2h_v2
10864	100002197	0.0	testing_y2h_v1	test_space_y2h_v1
10876	54567	0.0	testing_y2h_v3	test_space_y2h_v3
10959	100002181	0.0	testing_y2h_v3	RRS
10959	100002181	0.0	testing_y2h_v1	RRS
10959	100002181	0.0	testing_y2h_v2	RRS
10996	14983	0.0	testing_y2h_v1	test_space_y2h_v1
11034	100001961	0.0	testing_y2h_v3	RRS
11034	100001961	0.0	testing_y2h_v1	RRS
11034	100001961	0.0	testing_y2h_v2	RRS
11067	13067	0.0	testing_y2h_v1	test_space_y2h_v1
11067	13182		testing_y2h_v2	test_space_y2h_v2
11067	13182	0.0	testing_y2h_v3	test_space_y2h_v3
11067	14269		testing_y2h_v3	test_space_y2h_v3
11067	14862	0.0	testing_y2h_v1	test_space_y2h_v1
11067	100011241	0.0	testing_y2h_v2	test_space_y2h_v2
11100	14597	0.0	testing_y2h_v3	Lit_BM_13
11100	14597	0.0	testing_y2h_v1	Lit_BM_13
11100	14597	0.0	testing_y2h_v2	Lit_BM_13
11100	56300	0.0	testing_y2h_v3	Lit_BM_13
11100	56300	0.0	testing_y2h_v1	Lit_BM_13
11100	56300	0.0	testing_y2h_v2	Lit_BM_13
11100	40080641	0.0	testing_y2h_v3	Lit_BM_13
11100	40080641	0.0	testing_y2h_v1	Lit_BM_13
11100	40080641	0.0	testing_y2h_v2	Lit_BM_13
11126	11362		testing_y2h_v3	test_space_y2h_v3
11126	11816		testing_y2h_v2	test_space_y2h_v2
11126	14525		testing_y2h_v3	test_space_y2h_v3
11126	14577		testing_y2h_v3	test_space_y2h_v3
11126	52686		testing_y2h_v3	test_space_y2h_v3
11126	53609		testing_y2h_v3	test_space_y2h_v3
11126	100010310		testing_y2h_v3	test_space_y2h_v3
11126	100011253		testing_y2h_v3	test_space_y2h_v3
11163	100002218	0.0	testing_y2h_v1	test_space_y2h_v1
11165	11749		testing_y2h_v3	RRS
11165	11749	0.0	testing_y2h_v1	RRS
11200	100011191	0.0	testing_y2h_v3	Lit_BM_13
11200	100011191	0.0	testing_y2h_v1	Lit_BM_13
11200	100011191	0.0	testing_y2h_v2	Lit_BM_13
11208	54172	0.0	testing_y2h_v3	Lit_BM_13
11208	54172	0.0	testing_y2h_v1	Lit_BM_13
11208	54172	0.0	testing_y2h_v2	Lit_BM_13
11256	11749	0.0	testing_y2h_v3	Lit_BM_13
11256	11749	0.0	testing_y2h_v1	Lit_BM_13
11256	11749	0.0	testing_y2h_v2	Lit_BM_13
11259	14524	0.0	testing_y2h_v3	test_space_y2h_v3
11259	52686	0.0	testing_y2h_v3	test_space_y2h_v3
11259	100016081		testing_y2h_v3	test_space_y2h_v3
11260	100002625	0.0	testing_y2h_v1	test_space_y2h_v1
11273	13662	0.0	testing_y2h_v1	test_space_y2h_v1
11300	13641	0.0	testing_y2h_v3	test_space_y2h_v3
11300	56846		testing_y2h_v3	RRS
11300	56846	0.0	testing_y2h_v1	RRS
11325	14569	0.0	testing_y2h_v3	RRS
11325	14569	0.0	testing_y2h_v1	RRS
11325	14569	0.0	testing_y2h_v2	RRS
11325	53120	0.0	testing_y2h_v3	Lit_BM_13
11325	53120	0.0	testing_y2h_v1	Lit_BM_13
11325	53120	0.0	testing_y2h_v2	Lit_BM_13
11325	53882	0.0	testing_y2h_v3	RRS
11325	53882	0.0	testing_y2h_v1	RRS
11334	14862	0.0	testing_y2h_v1	test_space_y2h_v1
11334	14983	0.0	testing_y2h_v1	test_space_y2h_v1
11334	56492	0.0	testing_y2h_v1	test_space_y2h_v1
11334	100002625	0.0	testing_y2h_v1	test_space_y2h_v1
11341	14862	0.0	testing_y2h_v1	test_space_y2h_v1
11366	13662	0.0	testing_y2h_v1	test_space_y2h_v1
11373	14525	0.0	testing_y2h_v3	test_space_y2h_v3
11374	100009540	0.0	testing_y2h_v3	RRS
11374	100009540	0.0	testing_y2h_v1	RRS
11407	53941	0.0	testing_y2h_v3	Lit_BM_13
11407	53941	0.0	testing_y2h_v1	Lit_BM_13
11407	53941	0.0	testing_y2h_v2	Lit_BM_13
11410	14862	0.0	testing_y2h_v1	test_space_y2h_v1
11446	13503	0.0	testing_y2h_v3	RRS
11446	13503	0.0	testing_y2h_v1	RRS
11446	13503	0.0	testing_y2h_v2	RRS
11448	70334	0.0	testing_y2h_v3	test_space_y2h_v3
11549	13054		testing_y2h_v3	RRS
11549	13054	0.0	testing_y2h_v1	RRS
11560	11709	0.0	testing_y2h_v3	RRS
11560	11709	0.0	testing_y2h_v1	RRS
11567	56914	0.0	testing_y2h_v3	Lit_BM_13
11567	56914	0.0	testing_y2h_v1	Lit_BM_13
11567	56914	0.0	testing_y2h_v2	Lit_BM_13
11589	13034	0.0	testing_y2h_v3	RRS
11589	13034	0.0	testing_y2h_v1	RRS
11589	13034	0.0	testing_y2h_v2	RRS
11600	12865	0.0	testing_y2h_v3	Lit_BM_13
11600	12865	0.0	testing_y2h_v1	Lit_BM_13
11600	12865	0.0	testing_y2h_v2	Lit_BM_13
11600	40080655	0.0	testing_y2h_v3	RRS
11600	40080655	0.0	testing_y2h_v1	RRS
11600	40080655	0.0	testing_y2h_v2	RRS
11667	53089	0.0	testing_y2h_v3	RRS
