orf_id_a	orf_id_b	Y2H_assay_version	category	result	num_screens
3110	7606	1	HuRI	0.0	1
3110	9414	1	HuRI	0.0	2
3110	13972	1	HuRI	0.0	2
3110	54581	1	HuRI	0.0	1
3110	56644	1	HuRI		1
3110	100068172	1	HuRI	0.0	1
3115	10003	1	HuRI	0.0	1
3133	5143	1	HuRI		1
3156	3392	1	HuRI	0.0	2
3156	54579	1	HuRI	0.0	1
3171	15065	1	HuRI		3
3180	6963	1	HuRI	0.0	2
3187	54692	1	HuRI	0.0	1
3197	10352	1	HuRI		1
3215	5889	1	HuRI	0.0	1
3252	9414	1	HuRI	0.0	1
3267	100002218	1	HuRI	0.0	3
3267	100064207	1	HuRI	0.0	3
3270	70025	1	HuRI	0.0	1
3339	7917	1	HuRI	0.0	1
3364	5175	1	HuRI	0.0	1
3364	9746	1	HuRI	0.0	3
3364	11163	1	HuRI	0.0	1
3365	3392	1	HuRI	0.0	1
3381	3709	1	HuRI	0.0	1
3392	53053	1	HuRI	0.0	1
3392	55664	1	HuRI	0.0	3
3395	7936	1	HuRI	0.0	3
3400	54901	1	HuRI	0.0	1
3422	100064145	1	HuRI	0.0	3
3425	11270	1	HuRI	0.0	3
3433	3700	1	HuRI	0.0	3
3434	6306	1	HuRI	0.0	1
3434	6722	1	HuRI	0.0	1
3434	10169	1	HuRI	0.0	1
3434	11110	1	HuRI	0.0	1
3434	54082	1	HuRI	0.0	2
3434	100068995	1	HuRI	0.0	2
3445	8626	1	HuRI	0.0	1
3504	4695	1	HuRI	0.0	1
3504	55738	1	HuRI	0.0	1
3504	70190	1	HuRI	0.0	1
3506	100000407	1	HuRI	0.0	3
3521	70025	1	HuRI	0.0	1
3521	100064148	1	HuRI	1.0	2
3522	13917	1	HuRI	0.0	1
3522	53012	1	HuRI	0.0	1
3522	70885	1	HuRI	0.0	1
3523	13118	1	HuRI	0.0	1
3523	70154	1	HuRI	0.0	2
3533	10658	1	HuRI	0.0	2
3567	4535	1	HuRI	0.0	1
3567	4562	1	HuRI	0.0	1
3567	55625	1	HuRI	0.0	1
3585	10460	1	HuRI	0.0	1
3598	4797	1	HuRI	0.0	3
3598	7013	1	HuRI		1
3598	11132	1	HuRI	0.0	2
3598	71001	1	HuRI	0.0	2
3598	100000075	1	HuRI	0.0	3
3598	100010144	1	HuRI	0.0	1
3605	11983	1	HuRI	1.0	3
3623	56141	1	HuRI	0.0	2
3687	9383	1	HuRI	0.0	1
3692	100000407	1	HuRI	0.0	3
3699	6131	1	HuRI	1.0	3
3706	56141	1	HuRI	0.0	1
3729	53025	1	HuRI	0.0	1
3739	7727	1	HuRI	0.0	1
3740	5989	1	HuRI	0.0	3
3754	7606	1	HuRI	0.0	1
3754	11256	1	HuRI	0.0	1
3754	11567	1	HuRI	0.0	1
3754	14862	1	HuRI	0.0	3
3768	11567	1	HuRI	0.0	2
3769	4717	1	HuRI	0.0	2
3769	53649	1	HuRI	0.0	3
3769	71075	1	HuRI	0.0	2
3769	100064009	1	HuRI	0.0	1
3772	13118	1	HuRI	0.0	1
3774	10823	1	HuRI	0.0	1
3787	100064201	1	HuRI	0.0	1
3798	55882	1	HuRI	0.0	2
3801	5989	1	HuRI	0.0	3
3818	6467	1	HuRI	1.0	2
3823	5212	1	HuRI	0.0	3
3838	3838	1	HuRI	1.0	3
3840	4168	1	HuRI	1.0	1
3878	4673	1	HuRI	0.0	1
3878	53842	1	HuRI	0.0	1
3895	5119	1	HuRI	0.0	1
3895	53737	1	HuRI	0.0	2
3898	9891	1	HuRI	0.0	1
3898	54699	1	HuRI		2
3907	5746	1	HuRI	0.0	1
3925	4786	1	HuRI	0.0	3
3931	7932	1	HuRI	1.0	2
3931	8472	1	HuRI	0.0	2
3933	8141	1	HuRI	0.0	1
3933	13668	1	HuRI	1.0	3
3942	13662	1	HuRI	1.0	3
3942	100064146	1	HuRI		3
3952	4092	1	HuRI	0.0	2
3952	4751	1	HuRI	0.0	3
3952	8402	1	HuRI	0.0	3
3952	11498	1	HuRI	0.0	1
3952	11634	1	HuRI	0.0	3
3952	11637	1	HuRI	0.0	1
3952	13530	1	HuRI	0.0	1
3952	55864	1	HuRI	0.0	3
3952	70695	1	HuRI		2
3952	71807	1	HuRI	0.0	1
3952	100014419	1	HuRI	0.0	3
3956	12438	1	HuRI	0.0	1
3956	53053	1	HuRI	0.0	1
3956	56141	1	HuRI	0.0	1
3958	13662	1	HuRI	0.0	3
3971	3971	1	HuRI	1.0	3
3971	54901	1	HuRI	0.0	1
3982	12260	1	HuRI		2
4006	4006	1	HuRI	1.0	1
4054	100000407	1	HuRI	0.0	1
4061	53860	1	HuRI	0.0	2
4067	14708	1	HuRI	1.0	3
4085	6236	1	HuRI	0.0	2
4085	6324	1	HuRI	1.0	1
4105	4214	1	HuRI	0.0	2
4105	9305	1	HuRI	0.0	1
4105	13876	1	HuRI		1
4137	9267	1	HuRI		1
4161	4839	1	HuRI	0.0	1
4161	14937	1	HuRI		2
4161	53798	1	HuRI		1
4173	4447	1	HuRI	0.0	1
4177	100015118	1	HuRI	0.0	1
4182	54692	1	HuRI	0.0	1
4200	4516	1	HuRI	0.0	1
4218	9378	1	HuRI		1
4218	14421	1	HuRI		1
4225	52859	1	HuRI	0.0	3
4239	12877	1	HuRI		2
4242	71001	1	HuRI	0.0	2
4249	5280	1	HuRI	0.0	2
4249	10051	1	HuRI		3
4259	7682	1	HuRI	1.0	2
4259	13561	1	HuRI	0.0	1
4259	100063938	1	HuRI	0.0	1
4265	12504	1	HuRI	0.0	3
4279	5143	1	HuRI	0.0	3
4279	9846	1	HuRI	0.0	3
4297	12438	1	HuRI	0.0	2
4309	10658	1	HuRI	0.0	1
4309	71807	1	HuRI	0.0	1
4327	4327	1	HuRI	1.0	1
4333	12335	1	HuRI	1.0	2
4354	9297	1	HuRI		1
4361	7175	1	HuRI		3
4361	12123	1	HuRI	0.0	1
4391	7807	1	HuRI	0.0	1
4394	14657	1	HuRI	1.0	1
4403	7273	1	HuRI	0.0	2
4406	6131	1	HuRI	0.0	2
4406	54692	1	HuRI	0.0	3
4406	56541	1	HuRI	0.0	1
4406	56717	1	HuRI	0.0	2
4406	100068189	1	HuRI	0.0	2
4407	7045	1	HuRI	0.0	1
4416	11733	1	HuRI		1
4418	70810	1	HuRI	0.0	2
4430	8487	1	HuRI	0.0	1
4430	100000407	1	HuRI	0.0	2
4441	4790	1	HuRI	0.0	1
4447	11788	1	HuRI	0.0	3
4447	55487	1	HuRI	0.0	1
4452	4551	1	HuRI	0.0	1
4465	100067422	1	HuRI	0.0	3
4465	100069019	1	HuRI	0.0	1
4478	14862	1	HuRI	0.0	3
4481	13662	1	HuRI	0.0	1
4489	10823	1	HuRI	0.0	2
4499	7187	1	HuRI	1.0	3
4506	5093	1	HuRI	0.0	1
4516	4516	1	HuRI	0.0	3
4516	10585	1	HuRI	1.0	1
4516	14475	1	HuRI	1.0	3
4516	52993	1	HuRI		2
4516	54975	1	HuRI	0.0	2
4516	100002501	1	HuRI	0.0	2
4516	100064143	1	HuRI	1.0	3
4535	9746	1	HuRI		2
4535	13561	1	HuRI	0.0	1
4535	14291	1	HuRI	0.0	1
4535	54901	1	HuRI	0.0	1
4535	55625	1	HuRI	0.0	2
4535	56141	1	HuRI	0.0	2
4535	70550	1	HuRI	0.0	1
4535	100014396	1	HuRI	0.0	2
4535	100069938	1	HuRI		3
4538	13662	1	HuRI		2
4546	9744	1	HuRI	0.0	3
4548	5093	1	HuRI		2
4554	100009158	1	HuRI	1.0	3
4569	53886	1	HuRI	0.0	2
4569	56468	1	HuRI	0.0	2
4576	10195	1	HuRI		1
4576	56764	1	HuRI	0.0	1
4576	70919	1	HuRI		1
4586	6271	1	HuRI	0.0	1
4586	7188	1	HuRI	0.0	2
4616	72096	1	HuRI	0.0	1
4621	8141	1	HuRI	0.0	1
