orf_id_a	orf_id_b	Y2H_assay_version	category	result	num_screens
4623	7142	1	HuRI	0.0	3
4623	9238	1	HuRI	0.0	1
4623	11305	1	HuRI	0.0	2
4623	53842	1	HuRI	0.0	2
4635	4706	1	HuRI	0.0	3
4635	14935	1	HuRI	0.0	3
4636	4978	1	HuRI	0.0	1
4648	6319	1	HuRI	1.0	3
4664	5055	1	HuRI	0.0	1
4664	10063	1	HuRI	0.0	1
4664	100015503	1	HuRI	0.0	1
4671	7219	1	HuRI	0.0	2
4671	9456	1	HuRI	0.0	1
4691	53942	1	HuRI		1
4698	71455	1	HuRI	0.0	1
4706	7439	1	HuRI	0.0	3
4707	6811	1	HuRI	0.0	3
4714	9734	1	HuRI	0.0	3
4717	52884	1	HuRI	0.0	1
4723	53053	1	HuRI	0.0	1
4725	55553	1	HuRI		2
4725	71484	1	HuRI	0.0	2
4727	100014491	1	HuRI	1.0	2
4727	100015161	1	HuRI	1.0	1
4727	100064142	1	HuRI	1.0	3
4727	100064145	1	HuRI	1.0	3
4728	9297	1	HuRI		1
4755	9297	1	HuRI		1
4758	56684	1	HuRI	0.0	2
4759	5224	1	HuRI		3
4759	8141	1	HuRI		2
4765	100070164	1	HuRI	0.0	1
4771	5143	1	HuRI	1.0	1
4771	12452	1	HuRI	0.0	2
4786	4960	1	HuRI	0.0	2
4786	5439	1	HuRI	0.0	2
4786	8876	1	HuRI		1
4787	5894	1	HuRI	0.0	1
4787	7959	1	HuRI	0.0	2
4798	13662	1	HuRI	0.0	3
4798	55230	1	HuRI	0.0	3
4798	100011508	1	HuRI		3
4812	13795	1	HuRI	0.0	1
4813	7682	1	HuRI	0.0	2
4813	56585	1	HuRI	0.0	1
4832	13662	1	HuRI	0.0	1
4846	7784	1	HuRI		1
4854	53212	1	HuRI	0.0	1
4862	5523	1	HuRI	0.0	1
4862	70804	1	HuRI		2
4870	54296	1	HuRI	1.0	1
4870	71001	1	HuRI	0.0	1
4870	100015084	1	HuRI	0.0	1
4894	5143	1	HuRI	0.0	1
4902	12877	1	HuRI		1
4908	56119	1	HuRI	0.0	3
4919	9864	1	HuRI	0.0	2
4920	11648	1	HuRI	0.0	3
4920	53212	1	HuRI	0.0	1
4922	10562	1	HuRI		1
4922	53473	1	HuRI	0.0	1
4937	13795	1	HuRI		1
4973	8205	1	HuRI	0.0	1
4973	70027	1	HuRI	0.0	1
4976	7201	1	HuRI	0.0	1
4978	71241	1	HuRI	0.0	3
4982	53737	1	HuRI	0.0	2
4994	71001	1	HuRI	1.0	3
4997	5894	1	HuRI	0.0	1
5002	56492	1	HuRI	0.0	1
5002	56508	1	HuRI	1.0	1
5008	55406	1	HuRI	0.0	1
5017	10460	1	HuRI		1
5034	14319	1	HuRI	1.0	1
5040	56711	1	HuRI	0.0	1
5053	53235	1	HuRI	0.0	2
5057	100070040	1	HuRI	0.0	2
5066	5143	1	HuRI	0.0	1
5066	14117	1	HuRI		2
5093	5723	1	HuRI	0.0	3
5093	70919	1	HuRI	0.0	1
5118	71001	1	HuRI	0.0	3
5119	54581	1	HuRI	0.0	2
5119	56858	1	HuRI	0.0	1
5126	53432	1	HuRI	1.0	2
5131	56523	1	HuRI	0.0	1
5143	6459	1	HuRI	0.0	1
5143	6653	1	HuRI	0.0	1
5143	6927	1	HuRI	0.0	1
5143	7332	1	HuRI	1.0	1
5143	10124	1	HuRI	0.0	1
5143	10794	1	HuRI	0.0	1
5143	11071	1	HuRI	1.0	1
5143	14273	1	HuRI	1.0	2
5143	14404	1	HuRI		1
5143	14719	1	HuRI	1.0	3
5143	53549	1	HuRI	0.0	2
5143	53674	1	HuRI	0.0	3
5143	55909	1	HuRI	0.0	1
5143	70166	1	HuRI	1.0	1
5143	70951	1	HuRI	1.0	1
5163	56529	1	HuRI	0.0	1
5175	8787	1	HuRI	0.0	1
5175	9272	1	HuRI	0.0	1
5200	10899	1	HuRI	0.0	2
5200	13273	1	HuRI	0.0	2
5251	53524	1	HuRI		2
5253	7439	1	HuRI	0.0	1
5253	54692	1	HuRI	0.0	3
5253	71534	1	HuRI	0.0	2
5253	100000407	1	HuRI	0.0	3
5281	56252	1	HuRI	0.0	3
5285	12137	1	HuRI	0.0	2
5285	56711	1	HuRI	1.0	3
5285	71027	1	HuRI	0.0	1
5286	13561	1	HuRI	0.0	3
5307	71959	1	HuRI	0.0	1
5328	13662	1	HuRI	0.0	1
5338	54668	1	HuRI	0.0	2
5359	8135	1	HuRI	0.0	1
5359	10914	1	HuRI	0.0	1
5359	11435	1	HuRI	0.0	2
5359	13848	1	HuRI	0.0	1
5359	70203	1	HuRI	0.0	3
5363	13662	1	HuRI	0.0	3
5364	100000407	1	HuRI	0.0	2
5366	11922	1	HuRI	0.0	1
5370	71072	1	HuRI	0.0	3
5431	54957	1	HuRI	0.0	2
5431	100068229	1	HuRI		2
5434	7845	1	HuRI	0.0	1
5439	7646	1	HuRI	0.0	1
5439	8365	1	HuRI	0.0	2
5442	56381	1	HuRI	0.0	1
5442	100016215	1	HuRI	0.0	1
5473	70948	1	HuRI	0.0	2
5498	53942	1	HuRI	0.0	2
5498	100000407	1	HuRI	0.0	1
5533	56684	1	HuRI	0.0	1
5562	100014378	1	HuRI	0.0	1
5564	56644	1	HuRI	0.0	1
5581	70367	1	HuRI	0.0	1
5590	6882	1	HuRI		3
5619	10855	1	HuRI	0.0	3
5628	55237	1	HuRI	0.0	1
5629	53833	1	HuRI	0.0	1
5633	56442	1	HuRI		1
5650	10585	1	HuRI	0.0	2
5663	52781	1	HuRI	0.0	2
5664	11837	1	HuRI	0.0	1
5667	10088	1	HuRI	0.0	1
5673	10658	1	HuRI	0.0	1
5675	11264	1	HuRI	0.0	1
5721	53096	1	HuRI		1
5743	70353	1	HuRI	0.0	1
5801	12260	1	HuRI		3
5807	100015587	1	HuRI	0.0	1
5834	55237	1	HuRI	0.0	3
5834	100015815	1	HuRI	0.0	2
5855	8143	1	HuRI	0.0	1
5890	56711	1	HuRI	0.0	1
5892	100068172	1	HuRI	0.0	1
5894	6107	1	HuRI	0.0	1
5894	10101	1	HuRI	0.0	2
5894	10717	1	HuRI	0.0	1
5894	11554	1	HuRI	0.0	1
5894	14492	1	HuRI	0.0	1
5894	53053	1	HuRI	0.0	1
5894	71945	1	HuRI	0.0	2
5894	100063987	1	HuRI	0.0	2
5916	7564	1	HuRI	0.0	2
5926	12260	1	HuRI	0.0	1
5929	12260	1	HuRI		1
5944	71646	1	HuRI	0.0	2
5956	54459	1	HuRI		3
5965	9322	1	HuRI	0.0	1
5965	12315	1	HuRI	0.0	3
5980	6318	1	HuRI	0.0	1
6046	13795	1	HuRI	0.0	1
6060	9637	1	HuRI	0.0	1
6112	11406	1	HuRI	0.0	2
6112	55807	1	HuRI	0.0	2
6112	56482	1	HuRI		2
6119	71828	1	HuRI	0.0	1
6119	100067755	1	HuRI	0.0	3
6124	71484	1	HuRI	0.0	1
6131	11567	1	HuRI	0.0	1
6135	6306	1	HuRI	1.0	2
6135	10122	1	HuRI	0.0	2
6135	10169	1	HuRI	0.0	2
6137	13600	1	HuRI	0.0	1
6138	56717	1	HuRI	0.0	1
6138	100014855	1	HuRI	0.0	1
6161	6671	1	HuRI	0.0	2
6179	9635	1	HuRI		3
6195	9846	1	HuRI	0.0	1
6195	54692	1	HuRI		2
6196	9414	1	HuRI	0.0	1
6196	56717	1	HuRI	0.0	1
6197	13668	1	HuRI	1.0	3
6215	56141	1	HuRI	0.0	1
6230	8013	1	HuRI	0.0	3
6269	13600	1	HuRI	0.0	1
6271	11567	1	HuRI	0.0	2
6291	12260	1	HuRI		1
6306	7081	1	HuRI	0.0	1
6326	9485	1	HuRI	1.0	1
6408	71807	1	HuRI		1
6430	100002000	1	HuRI		1
6436	9414	1	HuRI	0.0	1
6436	14862	1	HuRI	0.0	2
6436	71745	1	HuRI	0.0	1
6440	54463	1	HuRI	1.0	3
6442	13662	1	HuRI		2
6472	13804	1	HuRI	1.0	2
6472	56141	1	HuRI	0.0	3
6472	100064148	1	HuRI	0.0	3
6490	100063992	1	HuRI	0.0	1
6534	12653	1	HuRI	1.0	3
6534	53005	1	HuRI	0.0	3
6536	9230	1	HuRI	1.0	3
6555	7688	1	HuRI	0.0	1
6564	9304	1	HuRI	0.0	1
6564	10122	1	HuRI		2
6564	13784	1	HuRI	1.0	3
6564	56417	1	HuRI	0.0	1
6582	13791	1	HuRI	0.0	1
6616	56529	1	HuRI	0.0	1
6616	100014378	1	HuRI	0.0	1
6632	55625	1	HuRI		3
6644	6704	1	HuRI	0.0	2
6644	56711	1	HuRI	0.0	1
6653	11256	1	HuRI	0.0	1
6653	11746	1	HuRI		1
6653	13795	1	HuRI	0.0	1
6653	53010	1	HuRI	0.0	1
6653	56122	1	HuRI	0.0	1
6704	11486	1	HuRI	0.0	1
6704	13311	1	HuRI	0.0	2
6704	70154	1	HuRI	0.0	3
6708	10352	1	HuRI	0.0	3
6719	7881	1	HuRI	0.0	1
6722	7439	1	HuRI	0.0	3
6747	9895	1	HuRI	1.0	2
6754	56049	1	HuRI	0.0	3
6756	14656	1	HuRI		1
6775	100063964	1	HuRI	0.0	3
6794	56717	1	HuRI	0.0	2
6802	100014573	1	HuRI	1.0	2
6806	100068264	1	HuRI	0.0	1
6811	71876	1	HuRI		1
6836	10177	1	HuRI	1.0	2
6867	6901	1	HuRI		2
6867	100000407	1	HuRI	0.0	2
6877	53860	1	HuRI	0.0	1
6880	6953	1	HuRI	0.0	1
6880	100066360	1	HuRI	0.0	1
6898	12260	1	HuRI		1
6901	8352	1	HuRI		2
6901	12626	1	HuRI		2
6901	14887	1	HuRI	0.0	2
6901	14983	1	HuRI		3
6901	100016009	1	HuRI	0.0	2
6901	100066339	1	HuRI	0.0	2
6901	100070235	1	HuRI	0.0	1
6904	71001	1	HuRI	0.0	2
6956	56711	1	HuRI	0.0	1
6963	56547	1	HuRI	0.0	2
6977	10296	1	HuRI	0.0	1
6983	13600	1	HuRI	0.0	1
7045	52920	1	HuRI	0.0	1
7045	56547	1	HuRI	0.0	1
7055	100002000	1	HuRI	0.0	2
7058	9637	1	HuRI	0.0	3
7058	14495	1	HuRI	0.0	2
7066	56711	1	HuRI	0.0	1
7081	8389	1	HuRI		1
7081	11422	1	HuRI	0.0	2
7081	71052	1	HuRI	0.0	1
7081	71191	1	HuRI	0.0	3
7088	55351	1	HuRI	0.0	2
7105	12739	1	HuRI	0.0	1
7121	7544	1	HuRI	0.0	2
7122	56684	1	HuRI	0.0	3
7127	10163	1	HuRI	0.0	2
7127	13795	1	HuRI	0.0	1
7127	13876	1	HuRI	0.0	1
7142	13524	1	HuRI	0.0	1
7147	100064145	1	HuRI		2
7150	7214	1	HuRI	0.0	3
7154	100064146	1	HuRI		1
7169	56717	1	HuRI	0.0	1
7169	100069210	1	HuRI	0.0	1
7175	10955	1	HuRI	0.0	1
7201	9297	1	HuRI		1
7201	72146	1	HuRI	0.0	3
7233	7652	1	HuRI	0.0	3
7233	8013	1	HuRI	0.0	3
7294	71959	1	HuRI		1
7306	10062	1	HuRI	0.0	1
7306	10607	1	HuRI	0.0	1
7306	53886	1	HuRI	0.0	1
7308	11410	1	HuRI	1.0	2
7331	7485	1	HuRI	0.0	2
7334	53744	1	HuRI	0.0	2
7357	14023	1	HuRI	1.0	3
7357	70497	1	HuRI	0.0	1
7389	13662	1	HuRI	0.0	3
7428	53737	1	HuRI	0.0	2
7437	12686	1	HuRI	0.0	2
7437	14264	1	HuRI	0.0	2
7437	100070339	1	HuRI	0.0	1
7439	14541	1	HuRI		1
7470	100066369	1	HuRI	0.0	2
7487	13662	1	HuRI	0.0	3
7600	11567	1	HuRI	0.0	1
7605	7682	1	HuRI		2
7605	8352	1	HuRI		1
7606	12853	1	HuRI	0.0	3
7606	53886	1	HuRI	0.0	3
7617	54962	1	HuRI	0.0	1
7619	100000407	1	HuRI	0.0	1
7629	12260	1	HuRI		1
7646	9378	1	HuRI	0.0	1
7646	72137	1	HuRI		1
7673	12387	1	HuRI	0.0	3
7673	13795	1	HuRI	0.0	1
7674	14015	1	HuRI		1
7675	100000407	1	HuRI	0.0	1
7677	56513	1	HuRI	0.0	1
7682	13209	1	HuRI	0.0	1
7682	55307	1	HuRI	0.0	3
7688	55664	1	HuRI	0.0	1
7688	100011347	1	HuRI	0.0	1
7698	12438	1	HuRI	1.0	3
7771	12686	1	HuRI	0.0	2
7784	54692	1	HuRI		1
7804	14642	1	HuRI	0.0	1
7817	56711	1	HuRI	0.0	2
7869	55296	1	HuRI	1.0	3
7876	100064145	1	HuRI	0.0	2
7880	12435	1	HuRI	0.0	1
7881	52993	1	HuRI		1
7881	54341	1	HuRI		1
7881	54426	1	HuRI	0.0	3
7881	70682	1	HuRI	0.0	3
7917	7917	1	HuRI	0.0	3
7936	72137	1	HuRI	0.0	1
7982	71841	1	HuRI		1
8013	10658	1	HuRI	0.0	2
8034	52859	1	HuRI	0.0	2
8058	14656	1	HuRI		2
8065	56508	1	HuRI	0.0	1
8072	12438	1	HuRI	0.0	1
8072	12573	1	HuRI	0.0	1
8072	71680	1	HuRI	0.0	2
8105	56827	1	HuRI	1.0	3
8105	100014378	1	HuRI	1.0	1
8110	10696	1	HuRI	0.0	2
8141	10585	1	HuRI	0.0	2
8141	13722	1	HuRI	0.0	1
8141	56779	1	HuRI	0.0	1
8141	71628	1	HuRI	0.0	1
8141	100002218	1	HuRI	0.0	1
8141	100064148	1	HuRI	0.0	3
8155	71954	1	HuRI		1
8177	100064163	1	HuRI	1.0	1
8220	56858	1	HuRI	0.0	1
8274	13118	1	HuRI	0.0	2
8282	9746	1	HuRI	0.0	1
8341	56141	1	HuRI	0.0	1
8352	13876	1	HuRI		1
8352	53737	1	HuRI		3
8359	9635	1	HuRI	1.0	2
8359	14015	1	HuRI		1
8365	11118	1	HuRI	0.0	2
8365	56644	1	HuRI	0.0	2
8400	70025	1	HuRI	0.0	1
8400	100064009	1	HuRI		2
8400	100064148	1	HuRI		1
8400	100070134	1	HuRI		3
8401	56141	1	HuRI	0.0	1
8402	71001	1	HuRI	0.0	2
8472	11746	1	HuRI		3
8472	56717	1	HuRI		1
8479	55532	1	HuRI	0.0	1
8479	100016009	1	HuRI	0.0	1
8533	9284	1	HuRI		1
8668	56711	1	HuRI	0.0	3
8787	55553	1	HuRI		1
8787	71959	1	HuRI	1.0	2
8910	100000476	1	HuRI	0.0	1
8918	55664	1	HuRI	0.0	1
8930	11750	1	HuRI	0.0	1
8961	53886	1	HuRI	0.0	2
8967	11328	1	HuRI		1
8967	11567	1	HuRI		2
8967	54136	1	HuRI	1.0	3
9069	14887	1	HuRI	0.0	1
9144	70025	1	HuRI	0.0	2
9159	56529	1	HuRI		1
9159	70243	1	HuRI	0.0	1
9194	72146	1	HuRI	0.0	3
9241	9635	1	HuRI	0.0	1
9254	53833	1	HuRI	0.0	1
9272	56442	1	HuRI	0.0	2
9281	53886	1	HuRI	0.0	2
9281	54692	1	HuRI	0.0	3
9282	71609	1	HuRI	0.0	1
9282	71745	1	HuRI	0.0	1
9297	10163	1	HuRI		1
9297	100015397	1	HuRI		1
9303	10658	1	HuRI		1
9305	10320	1	HuRI	0.0	1
9305	13600	1	HuRI	0.0	3
9321	100015630	1	HuRI	1.0	1
9342	11284	1	HuRI	0.0	1
9349	9550	1	HuRI		2
9349	56924	1	HuRI	0.0	3
9376	55237	1	HuRI	0.0	1
9378	11440	1	HuRI	0.0	1
9378	14983	1	HuRI	0.0	3
9383	9383	1	HuRI	1.0	3
9383	100068996	1	HuRI	1.0	2
9383	100069021	1	HuRI	0.0	3
9399	55944	1	HuRI	0.0	1
9414	56237	1	HuRI	0.0	1
9414	72127	1	HuRI	0.0	1
9456	100000407	1	HuRI	0.0	1
9510	100069986	1	HuRI		1
9515	56711	1	HuRI	1.0	3
9515	70025	1	HuRI		2
9518	13662	1	HuRI		2
9537	11733	1	HuRI	0.0	1
9550	70025	1	HuRI	0.0	2
9560	71001	1	HuRI	0.0	3
9560	100066872	1	HuRI		1
9565	71179	1	HuRI	1.0	2
9567	13662	1	HuRI	1.0	2
9585	12260	1	HuRI		1
9634	13600	1	HuRI	0.0	3
9635	13024	1	HuRI		2
9635	52919	1	HuRI	0.0	1
9637	12387	1	HuRI	0.0	3
9637	13528	1	HuRI	0.0	1
9637	54017	1	HuRI		1
9637	54404	1	HuRI	0.0	3
9711	13612	1	HuRI	0.0	1
9726	71602	1	HuRI	0.0	3
9728	11567	1	HuRI	0.0	3
9734	11907	1	HuRI	0.0	1
9746	10124	1	HuRI	0.0	3
9746	10146	1	HuRI	0.0	2
9746	11583	1	HuRI	0.0	1
9746	12427	1	HuRI	0.0	2
9746	54403	1	HuRI	0.0	2
9746	55307	1	HuRI	0.0	2
9746	55730	1	HuRI		3
9746	56039	1	HuRI	0.0	3
9746	70364	1	HuRI	0.0	3
9746	70550	1	HuRI	0.0	3
9770	12430	1	HuRI	0.0	1
9770	56644	1	HuRI	0.0	1
9778	100016009	1	HuRI	0.0	3
9892	100064148	1	HuRI		1
9905	14983	1	HuRI	0.0	2
9923	56717	1	HuRI	0.0	1
9926	55475	1	HuRI		2
9963	9963	1	HuRI	1.0	1
9966	13795	1	HuRI		1
9998	70504	1	HuRI		1
9999	100064146	1	HuRI		2
10017	71574	1	HuRI	0.0	1
10017	100016103	1	HuRI	0.0	1
10057	10057	1	HuRI	0.0	3
10057	14057	1	HuRI	0.0	2
10057	14498	1	HuRI	0.0	2
10057	53842	1	HuRI	0.0	1
10057	55237	1	HuRI	0.0	3
10057	56442	1	HuRI	0.0	2
10057	71924	1	HuRI	0.0	2
10057	100014855	1	HuRI		1
10061	14114	1	HuRI	0.0	1
10066	56119	1	HuRI	0.0	2
10081	11060	1	HuRI	0.0	1
10101	10460	1	HuRI	0.0	2
10101	14862	1	HuRI		3
10101	56141	1	HuRI	0.0	2
10101	100002218	1	HuRI	1.0	3
10101	100068172	1	HuRI		1
10110	13662	1	HuRI		3
10117	13662	1	HuRI	1.0	1
10122	13600	1	HuRI	0.0	1
10122	54625	1	HuRI	0.0	2
10122	100069938	1	HuRI		2
10124	12438	1	HuRI	0.0	1
10124	54354	1	HuRI	0.0	1
10124	56711	1	HuRI	0.0	3
10146	54901	1	HuRI	0.0	1
10146	56541	1	HuRI	0.0	1
10190	56717	1	HuRI	0.0	1
10190	100016009	1	HuRI	0.0	1
10213	71001	1	HuRI	0.0	1
10250	100069067	1	HuRI	0.0	2
10280	56868	1	HuRI	0.0	1
10280	100011508	1	HuRI		2
10352	53235	1	HuRI	0.0	2
10450	13314	1	HuRI	1.0	1
10460	13131	1	HuRI	0.0	1
10460	14541	1	HuRI	0.0	2
10460	14983	1	HuRI	0.0	2
10460	15044	1	HuRI	0.0	1
10460	52678	1	HuRI	0.0	1
10460	71052	1	HuRI	0.0	2
10460	100068192	1	HuRI	0.0	2
10486	12260	1	HuRI		1
10496	11304	1	HuRI		3
10496	54086	1	HuRI	0.0	1
10561	10781	1	HuRI	0.0	2
10562	100016009	1	HuRI		1
10572	14983	1	HuRI	0.0	3
10585	100064207	1	HuRI		2
10591	10820	1	HuRI	0.0	2
10658	11381	1	HuRI	0.0	1
10658	53090	1	HuRI		1
10658	55122	1	HuRI		1
10705	12334	1	HuRI	0.0	2
10781	13600	1	HuRI	0.0	2
10781	56513	1	HuRI	0.0	2
10812	12626	1	HuRI	0.0	1
10820	14421	1	HuRI	0.0	1
10820	15060	1	HuRI	0.0	1
10842	12137	1	HuRI	0.0	2
10842	100016119	1	HuRI	0.0	2
10855	11965	1	HuRI		2
10857	100064148	1	HuRI	0.0	1
10876	54489	1	HuRI	0.0	2
10906	11738	1	HuRI	0.0	3
10906	14908	1	HuRI	0.0	1
10906	100014757	1	HuRI	0.0	1
10921	12260	1	HuRI	0.0	3
10955	11887	1	HuRI	0.0	1
10955	53941	1	HuRI	0.0	1
11028	54901	1	HuRI	0.0	1
11060	54690	1	HuRI		2
11060	55879	1	HuRI	0.0	1
11060	56644	1	HuRI	0.0	3
11071	70025	1	HuRI	0.0	2
11110	14862	1	HuRI	0.0	3
11121	13118	1	HuRI	0.0	1
11122	13118	1	HuRI	0.0	3
11142	12652	1	HuRI	0.0	1
11155	56513	1	HuRI	1.0	1
11163	100009072	1	HuRI	0.0	1
11222	54316	1	HuRI	1.0	3
11229	14983	1	HuRI		2
11229	54751	1	HuRI	1.0	1
11229	55730	1	HuRI		2
11229	100069824	1	HuRI	0.0	1
11248	56418	1	HuRI	0.0	2
11256	55691	1	HuRI	0.0	2
11288	100064016	1	HuRI	0.0	1
11328	53053	1	HuRI	0.0	1
11334	100067112	1	HuRI	0.0	1
11344	56141	1	HuRI	0.0	1
11367	71001	1	HuRI		2
11410	14862	1	HuRI		2
11410	55406	1	HuRI	0.0	2
11422	13561	1	HuRI	0.0	1
11422	14421	1	HuRI	0.0	1
11422	55664	1	HuRI	0.0	1
11423	56379	1	HuRI	0.0	3
11426	40080658	1	HuRI	0.0	1
11435	54668	1	HuRI	0.0	1
11443	100066360	1	HuRI	0.0	2
11464	56541	1	HuRI	0.0	1
11490	12452	1	HuRI	0.0	3
11567	14983	1	HuRI		1
11582	71241	1	HuRI	0.0	3
11612	100010648	1	HuRI	0.0	2
11642	13662	1	HuRI	0.0	1
11648	12696	1	HuRI	0.0	3
11648	52659	1	HuRI	0.0	1
11723	71771	1	HuRI	0.0	2
11738	54901	1	HuRI	0.0	3
11738	100000407	1	HuRI	0.0	2
11746	100064207	1	HuRI	1.0	1
11771	56316	1	HuRI	0.0	1
11772	70410	1	HuRI	0.0	2
11817	13703	1	HuRI	0.0	1
11847	55944	1	HuRI	0.0	1
11857	13662	1	HuRI	1.0	2
11857	56717	1	HuRI	0.0	2
11857	71628	1	HuRI	0.0	1
11864	71745	1	HuRI	0.0	1
11895	13600	1	HuRI	0.0	1
11895	56141	1	HuRI	0.0	2
11895	56644	1	HuRI	0.0	1
11924	13721	1	HuRI	0.0	1
11924	100064146	1	HuRI		2
11940	100061543	1	HuRI	0.0	1
12003	14983	1	HuRI	0.0	1
12025	56141	1	HuRI	0.0	1
12046	100000407	1	HuRI	0.0	2
12062	13600	1	HuRI	1.0	3
12062	54901	1	HuRI	0.0	1
12062	72137	1	HuRI	0.0	2
12062	100064146	1	HuRI	0.0	2
12123	100064148	1	HuRI	0.0	2
12137	13918	1	HuRI	0.0	1
12137	100014332	1	HuRI	0.0	1
12187	100000400	1	HuRI	0.0	1
12188	72006	1	HuRI	0.0	1
12230	12541	1	HuRI	0.0	1
12230	100011508	1	HuRI	1.0	1
12263	53154	1	HuRI	0.0	1
12318	70025	1	HuRI	0.0	2
12339	12573	1	HuRI	0.0	1
12339	55351	1	HuRI	0.0	1
12339	100068259	1	HuRI	0.0	1
12339	100069938	1	HuRI	0.0	2
12385	14656	1	HuRI	0.0	1
12387	14421	1	HuRI	0.0	1
12427	56541	1	HuRI	1.0	2
12438	53053	1	HuRI	0.0	2
12438	54736	1	HuRI	0.0	1
12438	55803	1	HuRI	0.0	1
12438	70463	1	HuRI	0.0	1
12438	100064168	1	HuRI	0.0	1
12448	13662	1	HuRI	0.0	2
12452	54017	1	HuRI	0.0	2
12452	100009829	1	HuRI	0.0	2
12458	100016009	1	HuRI	1.0	2
12521	12521	1	HuRI	0.0	2
12541	54581	1	HuRI	0.0	1
12573	52993	1	HuRI		1
12616	56141	1	HuRI	0.0	1
12623	13600	1	HuRI		1
12624	100064146	1	HuRI		2
12653	100066339	1	HuRI		2
12686	100069067	1	HuRI		3
12696	100000407	1	HuRI	0.0	2
12698	13612	1	HuRI	0.0	3
12766	56518	1	HuRI		1
12766	100000407	1	HuRI	0.0	1
12803	12803	1	HuRI	0.0	2
12830	100000407	1	HuRI	0.0	1
12844	13795	1	HuRI		1
12888	100066350	1	HuRI		1
13018	55237	1	HuRI	0.0	1
13067	52937	1	HuRI	0.0	1
13067	56209	1	HuRI	0.0	2
13067	56482	1	HuRI	1.0	1
13076	56636	1	HuRI	0.0	1
13209	56141	1	HuRI		3
13286	100000476	1	HuRI	0.0	2
13318	56442	1	HuRI	0.0	1
13318	56644	1	HuRI		1
13363	13721	1	HuRI		1
13363	13726	1	HuRI	0.0	1
13380	100016058	1	HuRI	0.0	2
13419	56717	1	HuRI	0.0	1
13434	13600	1	HuRI	0.0	1
13434	100068251	1	HuRI	0.0	3
13528	100015815	1	HuRI	0.0	1
13535	56492	1	HuRI	0.0	1
13551	100009158	1	HuRI	1.0	3
13554	54296	1	HuRI	0.0	2
13561	13662	1	HuRI	0.0	2
13561	14015	1	HuRI	0.0	1
13563	70025	1	HuRI	0.0	2
13564	56711	1	HuRI		1
13592	70264	1	HuRI	0.0	1
13600	13722	1	HuRI	0.0	2
13600	52853	1	HuRI	1.0	2
13600	56181	1	HuRI	0.0	1
13600	56234	1	HuRI	0.0	1
13600	100015584	1	HuRI	0.0	1
13600	100064207	1	HuRI	1.0	3
13612	53822	1	HuRI	0.0	1
13612	71759	1	HuRI	0.0	2
13622	70610	1	HuRI	0.0	1
13657	100064146	1	HuRI		1
13662	13791	1	HuRI		3
13662	14397	1	HuRI		2
13662	53006	1	HuRI	0.0	1
13662	53146	1	HuRI	1.0	1
13662	54364	1	HuRI	0.0	1
13662	54426	1	HuRI	0.0	3
13662	55222	1	HuRI	0.0	1
13662	55433	1	HuRI	1.0	1
13662	55871	1	HuRI	1.0	3
13662	55944	1	HuRI	0.0	3
13662	56299	1	HuRI	0.0	2
13662	56529	1	HuRI	1.0	2
13662	70897	1	HuRI	0.0	2
13662	72084	1	HuRI	0.0	1
13662	72088	1	HuRI	1.0	3
13662	72096	1	HuRI	0.0	1
13662	100016119	1	HuRI	1.0	3
13662	100016212	1	HuRI		1
13662	100062463	1	HuRI	1.0	3
13662	100064145	1	HuRI	1.0	3
13715	14249	1	HuRI	0.0	1
13721	53886	1	HuRI		1
13722	53991	1	HuRI	1.0	1
13722	55944	1	HuRI	0.0	1
13722	100064009	1	HuRI	0.0	1
13722	100064148	1	HuRI	0.0	3
13740	53942	1	HuRI		1
13770	100064146	1	HuRI		1
13775	100015253	1	HuRI	0.0	1
13784	56827	1	HuRI	0.0	3
13784	100011278	1	HuRI		3
13791	53674	1	HuRI		3
13791	54384	1	HuRI	0.0	1
13791	54387	1	HuRI		1
13791	56612	1	HuRI		2
13791	100064149	1	HuRI	1.0	3
13795	55674	1	HuRI		1
13795	71910	1	HuRI		1
13795	100064155	1	HuRI		2
13800	56513	1	HuRI	0.0	1
13813	13813	1	HuRI	1.0	2
13868	100064148	1	HuRI		1
13876	54692	1	HuRI	0.0	2
13939	100064009	1	HuRI	1.0	3
14015	70025	1	HuRI	0.0	2
14028	54668	1	HuRI	0.0	1
14064	100014855	1	HuRI	0.0	1
14082	70025	1	HuRI		1
14087	100015253	1	HuRI	0.0	2
14249	56684	1	HuRI	0.0	3
14249	100064146	1	HuRI		3
14263	55730	1	HuRI		3
14291	100011278	1	HuRI	0.0	1
14312	72096	1	HuRI	0.0	1
14366	100066360	1	HuRI	0.0	2
14398	54426	1	HuRI	0.0	1
14398	55730	1	HuRI	0.0	1
14398	56296	1	HuRI	0.0	1
14407	55237	1	HuRI		1
14421	71174	1	HuRI	1.0	1
14498	55237	1	HuRI	0.0	3
14498	100008847	1	HuRI	0.0	2
14498	100011404	1	HuRI		1
14506	71136	1	HuRI	0.0	3
14531	54571	1	HuRI		2
14567	71609	1	HuRI	0.0	1
14656	52828	1	HuRI		1
14656	56199	1	HuRI		2
14679	55588	1	HuRI	0.0	3
14719	56541	1	HuRI	0.0	1
14722	71027	1	HuRI	0.0	1
14735	100067219	1	HuRI		1
14806	100002174	1	HuRI		3
14806	100064155	1	HuRI	0.0	1
14833	56711	1	HuRI	0.0	1
