Ensembl_gene_id_a	Ensembl_gene_id_b	in_HuRI	in_test_space	in_Rual	in_Venkatesan	in_Yu	in_Rolland	in_Yang
ENSG00000000005	ENSG00000061656	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000099968	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000104765	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000105383	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000114455	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000124103	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000139637	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000150337	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000157613	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000163472	1	0	0	0	0	1	0
ENSG00000000005	ENSG00000167741	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000169379	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000176171	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000181754	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000184988	1	0	0	0	0	0	0
ENSG00000000005	ENSG00000242019	1	0	0	0	0	0	0
ENSG00000000419	ENSG00000106511	1	0	0	0	0	0	0
ENSG00000000419	ENSG00000151790	0	0	0	0	0	1	0
ENSG00000000457	ENSG00000034713	1	0	0	0	0	0	0
ENSG00000000457	ENSG00000100348	1	0	0	0	0	1	0
ENSG00000000457	ENSG00000139112	1	0	0	0	0	1	0
ENSG00000000457	ENSG00000162624	0	0	0	0	0	1	0
ENSG00000000457	ENSG00000198420	1	0	0	0	0	0	0
ENSG00000000460	ENSG00000149380	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000085741	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000105576	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000105991	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000106511	0	0	0	0	0	1	0
ENSG00000001036	ENSG00000108256	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000127445	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000138867	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000186226	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000186844	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000187170	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000188730	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000196224	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000196734	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000205867	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000213416	1	0	0	0	0	0	0
ENSG00000001036	ENSG00000215455	1	0	0	0	0	0	0
ENSG00000001167	ENSG00000062725	0	0	1	0	0	0	0
ENSG00000001167	ENSG00000066136	1	0	0	0	0	0	0
ENSG00000001167	ENSG00000101266	1	0	0	0	0	1	0
ENSG00000001167	ENSG00000120837	1	0	0	0	0	1	0
ENSG00000001167	ENSG00000124788	1	0	0	0	0	0	0
ENSG00000001167	ENSG00000135482	1	0	0	0	1	0	0
ENSG00000001167	ENSG00000136451	1	0	0	0	0	0	0
ENSG00000001167	ENSG00000143190	1	0	0	0	0	0	0
ENSG00000001167	ENSG00000143442	1	0	0	0	0	1	0
ENSG00000001167	ENSG00000146963	1	0	0	0	0	1	0
ENSG00000001167	ENSG00000161202	1	0	0	0	0	0	0
ENSG00000001167	ENSG00000165417	1	0	0	0	0	1	0
ENSG00000001167	ENSG00000172530	1	0	0	0	0	0	0
ENSG00000001167	ENSG00000198218	1	0	0	0	0	0	0
ENSG00000001167	ENSG00000198258	1	0	0	0	0	0	0
ENSG00000001167	ENSG00000198420	1	0	0	0	1	0	0
ENSG00000001461	ENSG00000101363	1	0	0	0	0	0	0
ENSG00000001461	ENSG00000105369	1	0	0	0	0	0	0
ENSG00000001461	ENSG00000137210	1	0	0	0	0	0	0
ENSG00000001461	ENSG00000158813	1	0	0	0	0	1	0
ENSG00000001461	ENSG00000160131	1	0	0	0	0	0	0
ENSG00000001461	ENSG00000164294	1	0	0	0	0	0	0
ENSG00000001461	ENSG00000168958	1	0	0	0	0	0	0
ENSG00000001461	ENSG00000185883	1	0	0	0	0	0	0
ENSG00000001461	ENSG00000265107	1	0	0	0	0	0	0
ENSG00000001561	ENSG00000105677	1	0	0	0	0	0	0
ENSG00000001561	ENSG00000139644	1	0	0	0	0	0	0
ENSG00000001631	ENSG00000078140	1	0	0	0	0	0	0
ENSG00000002016	ENSG00000002016	1	0	0	0	0	0	0
ENSG00000002016	ENSG00000005102	1	0	0	0	0	0	0
ENSG00000002016	ENSG00000066136	1	0	0	0	0	0	0
ENSG00000002016	ENSG00000102753	1	0	0	0	0	0	0
ENSG00000002016	ENSG00000106511	1	0	0	0	0	0	0
ENSG00000002016	ENSG00000173846	1	0	0	0	0	0	0
ENSG00000002016	ENSG00000196092	1	0	0	0	0	0	0
ENSG00000002016	ENSG00000196911	1	0	0	0	0	0	0
ENSG00000002016	ENSG00000272886	1	0	0	0	0	0	0
ENSG00000002016	ENSG00000278023	1	0	0	0	0	0	0
ENSG00000002330	ENSG00000077522	1	0	0	0	0	0	0
ENSG00000002330	ENSG00000094796	1	0	0	0	0	0	0
ENSG00000002330	ENSG00000129473	1	1	0	0	0	0	0
ENSG00000002330	ENSG00000171552	1	0	0	0	0	1	1
ENSG00000002330	ENSG00000175793	0	0	1	0	0	0	0
ENSG00000002330	ENSG00000182944	0	0	1	0	0	0	0
ENSG00000002549	ENSG00000065029	1	0	0	0	0	0	0
ENSG00000002549	ENSG00000084764	1	0	0	0	0	0	0
ENSG00000002549	ENSG00000094916	1	0	0	0	0	0	0
ENSG00000002549	ENSG00000117461	1	0	0	0	0	0	0
ENSG00000002549	ENSG00000122565	1	0	0	0	0	0	0
ENSG00000002549	ENSG00000150773	1	0	0	0	0	0	0
ENSG00000002549	ENSG00000158773	1	0	0	0	0	0	0
ENSG00000002549	ENSG00000159840	1	0	0	0	0	0	0
ENSG00000002549	ENSG00000172530	1	0	0	0	0	0	0
ENSG00000002586	ENSG00000135018	0	0	1	0	0	0	0
ENSG00000002726	ENSG00000135482	1	0	0	0	0	0	0
ENSG00000002726	ENSG00000143442	1	0	0	0	0	0	0
ENSG00000002726	ENSG00000151923	1	0	0	0	0	0	0
ENSG00000002726	ENSG00000156795	1	0	0	0	0	0	0
ENSG00000002726	ENSG00000160973	1	0	0	0	0	0	0
ENSG00000002726	ENSG00000162144	0	0	0	0	1	0	0
ENSG00000002726	ENSG00000164438	1	0	0	0	0	0	0
ENSG00000002726	ENSG00000166831	1	0	0	0	0	0	0
ENSG00000002726	ENSG00000183283	1	0	0	0	0	0	0
ENSG00000002726	ENSG00000183640	1	0	0	0	0	0	0
ENSG00000002746	ENSG00000148704	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000002822	0	0	1	0	0	0	0
ENSG00000002822	ENSG00000012779	1	0	0	0	0	1	0
ENSG00000002822	ENSG00000048540	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000057663	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000068394	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000072201	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000078114	1	0	0	0	0	1	0
ENSG00000002822	ENSG00000083535	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000088727	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000101004	0	0	1	0	0	0	0
ENSG00000002822	ENSG00000103528	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000105248	0	0	0	0	0	1	0
ENSG00000002822	ENSG00000105401	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000105617	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000112130	1	0	0	0	0	1	0
ENSG00000002822	ENSG00000114019	0	0	1	0	0	0	0
ENSG00000002822	ENSG00000117266	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000119862	1	0	0	0	0	1	0
ENSG00000002822	ENSG00000120498	0	0	1	0	0	0	0
ENSG00000002822	ENSG00000121297	0	0	0	0	0	1	0
ENSG00000002822	ENSG00000129084	0	0	0	0	0	1	0
ENSG00000002822	ENSG00000131375	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000134207	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000135655	1	0	0	0	0	1	0
ENSG00000002822	ENSG00000135951	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000137699	1	0	1	0	0	1	0
ENSG00000002822	ENSG00000137822	0	0	1	0	0	0	0
ENSG00000002822	ENSG00000140259	1	0	0	0	0	1	0
ENSG00000002822	ENSG00000140416	1	0	0	0	0	1	1
ENSG00000002822	ENSG00000140987	0	0	0	0	0	1	0
ENSG00000002822	ENSG00000141013	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000143549	1	0	0	0	1	1	0
ENSG00000002822	ENSG00000146112	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000147140	0	0	1	0	0	0	0
ENSG00000002822	ENSG00000152240	0	0	0	0	0	1	0
ENSG00000002822	ENSG00000152404	1	0	0	0	0	1	0
ENSG00000002822	ENSG00000156795	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000157514	1	0	0	0	0	1	0
ENSG00000002822	ENSG00000158480	0	0	0	0	0	1	0
ENSG00000002822	ENSG00000163071	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000164109	1	0	1	0	0	0	0
ENSG00000002822	ENSG00000166170	1	0	0	0	0	1	0
ENSG00000002822	ENSG00000166407	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000171847	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000176155	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000185264	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000185519	0	0	1	0	0	0	0
ENSG00000002822	ENSG00000198420	1	0	0	0	0	0	0
ENSG00000002822	ENSG00000204536	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000054965	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000062822	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000064218	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000064835	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000064999	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000069011	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000070808	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000071539	1	0	1	1	1	1	0
ENSG00000002834	ENSG00000078328	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000085872	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000091073	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000100167	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000100567	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000102898	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000103043	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000104427	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000104973	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000105991	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000107816	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000108255	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000111077	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000112559	1	0	1	1	0	0	0
ENSG00000002834	ENSG00000114354	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000115507	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000124788	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000124827	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000125409	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000127054	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000129245	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000130762	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000131721	1	0	0	0	0	1	0
ENSG00000002834	ENSG00000131931	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000134107	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000135482	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000136158	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000136451	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000137075	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000137098	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000138867	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000140320	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000141013	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000143013	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000149658	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000152102	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000152430	0	1	0	0	0	0	0
ENSG00000002834	ENSG00000153060	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000156735	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000157110	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000160973	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000161992	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000162148	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000162881	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000162924	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000163060	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000163499	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000164438	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000166831	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000167110	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000167123	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000167615	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000167889	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000167987	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000169813	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000174279	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000175294	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000176105	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000176125	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000177613	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000179455	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000179933	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000183230	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000183283	1	1	0	1	0	0	0
ENSG00000002834	ENSG00000183386	0	0	1	0	0	0	0
ENSG00000002834	ENSG00000185359	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000186153	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000186925	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000186930	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000186967	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000187766	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000188021	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000188313	0	0	1	0	0	0	0
ENSG00000002834	ENSG00000188493	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000188747	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000196628	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000196843	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000197191	1	1	0	0	0	0	0
ENSG00000002834	ENSG00000197683	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000198218	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000198844	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000204713	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000204918	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000204919	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000206052	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000206538	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000212899	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000212900	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000212933	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000213588	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000227151	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000229665	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000234278	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000244025	1	0	0	0	0	0	0
ENSG00000002834	ENSG00000244537	0	0	0	0	0	1	0
ENSG00000002834	ENSG00000269190	1	0	0	0	0	0	0
ENSG00000002919	ENSG00000004838	1	0	0	0	0	0	0
ENSG00000002919	ENSG00000105404	1	0	0	0	0	1	0
ENSG00000002919	ENSG00000115255	1	0	0	0	0	0	0
ENSG00000002919	ENSG00000115593	1	0	0	0	0	0	0
ENSG00000002919	ENSG00000123119	1	0	0	0	0	0	0
ENSG00000002919	ENSG00000143499	1	0	0	0	0	0	0
ENSG00000002919	ENSG00000168070	1	0	0	0	0	0	0
ENSG00000002919	ENSG00000170540	1	0	0	0	0	1	0
ENSG00000002919	ENSG00000174851	1	0	0	0	0	0	0
ENSG00000002919	ENSG00000177519	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000090661	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000105369	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000106565	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000113845	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000122033	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000135052	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000141699	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000145284	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000148110	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000164626	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000166224	1	0	0	0	0	0	0
ENSG00000002933	ENSG00000213593	1	0	0	0	0	0	0
ENSG00000003056	ENSG00000081721	1	0	0	0	0	0	0
ENSG00000003056	ENSG00000126777	1	0	0	0	0	0	0
ENSG00000003056	ENSG00000166002	1	0	0	0	0	0	0
ENSG00000003056	ENSG00000171840	1	0	0	0	0	0	0
ENSG00000003056	ENSG00000196329	1	0	0	0	0	0	0
ENSG00000003147	ENSG00000024862	0	0	0	0	0	1	0
ENSG00000003147	ENSG00000071655	0	0	0	0	0	1	0
ENSG00000003147	ENSG00000104388	0	0	0	0	0	1	0
ENSG00000003147	ENSG00000129472	0	0	0	0	0	1	0
ENSG00000003147	ENSG00000168395	0	0	0	0	0	1	0
ENSG00000003400	ENSG00000101966	0	0	0	0	0	1	0
ENSG00000003402	ENSG00000056558	1	0	0	0	0	1	0
ENSG00000003756	ENSG00000005102	0	0	0	0	0	0	1
ENSG00000003756	ENSG00000103150	1	0	0	0	0	0	0
ENSG00000003756	ENSG00000106511	0	0	0	0	0	0	1
ENSG00000003987	ENSG00000104643	1	0	0	0	0	1	0
ENSG00000003987	ENSG00000134480	1	0	0	0	0	0	0
ENSG00000004059	ENSG00000132744	1	0	0	0	0	0	0
ENSG00000004059	ENSG00000178498	1	0	0	0	0	0	0
ENSG00000004142	ENSG00000023330	0	0	0	0	1	1	0
ENSG00000004142	ENSG00000080572	1	0	0	0	0	0	0
ENSG00000004142	ENSG00000106153	1	0	0	0	0	0	0
ENSG00000004142	ENSG00000132938	0	0	0	0	0	1	0
ENSG00000004142	ENSG00000177674	1	0	0	0	0	0	0
ENSG00000004399	ENSG00000120075	1	0	0	0	0	0	0
ENSG00000004478	ENSG00000174842	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000051128	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000061337	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000076604	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000094796	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000100065	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000100109	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000101624	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000103154	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000103852	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000104892	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000104964	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000105717	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000110330	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000116044	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000117625	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000118194	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000120860	1	0	0	0	0	1	0
ENSG00000004487	ENSG00000121058	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000123349	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000123609	0	0	0	0	1	1	0
ENSG00000004487	ENSG00000131738	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000136997	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000138100	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000139722	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000140481	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000140859	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000141013	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000141425	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000143514	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000148572	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000151575	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000153179	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000154127	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000159289	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000163126	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000163611	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000164304	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000165669	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000165916	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000166037	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000166860	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000167110	1	0	0	0	0	1	0
ENSG00000004487	ENSG00000169758	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000170264	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000171346	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000171360	0	0	0	0	0	1	0
ENSG00000004487	ENSG00000175455	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000179562	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000182473	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000196859	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000197079	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000204599	0	0	0	0	1	1	0
ENSG00000004487	ENSG00000204889	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000214717	1	0	0	0	1	0	0
ENSG00000004487	ENSG00000234616	1	0	0	0	0	0	0
ENSG00000004487	ENSG00000273136	1	0	0	0	0	0	0
ENSG00000004534	ENSG00000166974	1	0	0	0	0	0	0
ENSG00000004534	ENSG00000254772	0	0	0	0	0	1	0
ENSG00000004777	ENSG00000197191	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000072201	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000075420	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000103043	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000104147	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000104756	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000105327	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000106263	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000106459	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000119705	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000119725	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000124191	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000131931	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000135363	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000139714	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000141965	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000156795	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000157429	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000159214	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000160972	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000164438	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000165916	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000167272	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000172273	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000183386	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000184515	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000185869	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000188747	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000214309	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000242689	1	0	0	0	0	0	0
ENSG00000004779	ENSG00000248746	1	0	0	0	0	0	0
ENSG00000004799	ENSG00000175895	1	0	0	0	0	0	0
ENSG00000004838	ENSG00000089225	1	0	0	0	0	0	0
ENSG00000004838	ENSG00000119650	1	0	0	0	0	1	0
ENSG00000004838	ENSG00000130950	1	0	0	0	0	0	0
ENSG00000004838	ENSG00000132938	1	0	0	0	0	0	0
ENSG00000004838	ENSG00000149100	1	0	0	0	0	0	0
ENSG00000004838	ENSG00000166925	0	0	1	0	0	1	0
ENSG00000004838	ENSG00000184258	1	0	0	0	0	1	0
ENSG00000004838	ENSG00000184507	1	0	0	0	0	1	0
ENSG00000004838	ENSG00000185272	1	0	0	0	0	0	0
ENSG00000004838	ENSG00000196628	1	0	0	0	0	0	0
ENSG00000004838	ENSG00000197191	1	0	0	0	0	0	0
ENSG00000004838	ENSG00000239779	1	0	0	0	0	0	0
ENSG00000004897	ENSG00000093010	0	0	0	0	0	1	0
ENSG00000004939	ENSG00000134389	1	0	0	0	0	0	0
ENSG00000004939	ENSG00000135211	1	0	0	0	0	0	0
ENSG00000004939	ENSG00000149451	1	0	0	0	0	0	0
ENSG00000004939	ENSG00000163217	1	0	0	0	0	0	0
ENSG00000004961	ENSG00000028528	1	0	0	0	0	0	0
ENSG00000004961	ENSG00000136305	1	0	0	0	0	0	0
ENSG00000004961	ENSG00000163904	1	0	0	0	0	0	0
ENSG00000004975	ENSG00000004975	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000006194	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000015285	0	0	0	0	1	0	0
ENSG00000004975	ENSG00000063244	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000072958	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000087206	0	0	0	0	1	0	0
ENSG00000004975	ENSG00000101751	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000111196	0	0	0	0	1	0	0
ENSG00000004975	ENSG00000111667	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000114784	0	0	0	0	1	0	0
ENSG00000004975	ENSG00000117360	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000120500	0	0	1	0	1	0	0
ENSG00000004975	ENSG00000120896	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000124074	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000127191	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000130560	0	0	0	0	1	0	0
ENSG00000004975	ENSG00000131721	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000131931	0	0	1	0	0	0	0
ENSG00000004975	ENSG00000132356	0	0	0	0	1	0	0
