ensembl_gene_id_a	ensembl_gene_id_b	assay_id	screens
ENSG00000135211	ENSG00000198189	3	3,6
ENSG00000168476	ENSG00000188167	3	2,3
ENSG00000158014	ENSG00000165120	3	6
ENSG00000092529	ENSG00000130299	3	6
ENSG00000139531	ENSG00000177689	3	3,5
ENSG00000092529	ENSG00000112578	3	2
ENSG00000158008	ENSG00000172568	3	1
ENSG00000145358	ENSG00000196368	3	1,2,4
ENSG00000145358	ENSG00000185482	3	2,4
ENSG00000072041	ENSG00000135211	3	1,6
ENSG00000147155	ENSG00000170180	3	1,2,4,5
ENSG00000108381	ENSG00000132744	3	4,5
ENSG00000079332	ENSG00000167397	3	2,3
ENSG00000145358	ENSG00000187796	3	2,3,5,6
ENSG00000183230	ENSG00000204511	3	1,3,4,5,6
ENSG00000125991	ENSG00000167397	3	1,2
ENSG00000140382	ENSG00000184033	3	1
ENSG00000110400	ENSG00000196937	3	3
ENSG00000115392	ENSG00000196391	3	2
ENSG00000145358	ENSG00000183230	3	6
ENSG00000155760	ENSG00000165794	3	2,4,5
ENSG00000107819	ENSG00000147155	3	2,3,4
ENSG00000151929	ENSG00000204389	3	4
ENSG00000108010	ENSG00000187223	3	2
ENSG00000125991	ENSG00000203805	3	4
ENSG00000104660	ENSG00000135211	3	3
ENSG00000147127	ENSG00000175895	3	2
ENSG00000140259	ENSG00000175895	3	2
ENSG00000165120	ENSG00000172967	3	2
ENSG00000104660	ENSG00000113790	3	5
ENSG00000100319	ENSG00000139437	3	2
ENSG00000168685	ENSG00000241399	3	4
ENSG00000049449	ENSG00000130299	3	3,5,6
ENSG00000108010	ENSG00000203786	3	3
ENSG00000078596	ENSG00000184840	3	2,4
ENSG00000213203	ENSG00000244476	3	3,6
ENSG00000108039	ENSG00000145358	3	2
ENSG00000083535	ENSG00000163126	3	2,4
ENSG00000172375	ENSG00000185475	3	1,3,6
ENSG00000196391	ENSG00000197279	3	1,6
ENSG00000134207	ENSG00000181026	3	3
ENSG00000011198	ENSG00000214456	3	1
ENSG00000125991	ENSG00000128699	3	3,5
ENSG00000167580	ENSG00000196937	3	1
ENSG00000005486	ENSG00000103034	3	2
ENSG00000145358	ENSG00000276747	3	3
ENSG00000135211	ENSG00000165794	3	2,5
ENSG00000135211	ENSG00000165120	3	2,6
ENSG00000122299	ENSG00000185787	3	2,4,5
ENSG00000067113	ENSG00000165120	3	5
ENSG00000079332	ENSG00000168899	3	2
ENSG00000168476	ENSG00000213203	3	1,2,6
ENSG00000125991	ENSG00000164756	3	1,2,3,6
ENSG00000108091	ENSG00000163126	3	2,3
ENSG00000168476	ENSG00000189077	3	5
ENSG00000143374	ENSG00000198818	3	4
ENSG00000110324	ENSG00000168899	3	6
ENSG00000164466	ENSG00000168476	3	2
ENSG00000103042	ENSG00000147155	3	1,3
ENSG00000165120	ENSG00000188167	3	1
ENSG00000106536	ENSG00000106541	3	2
ENSG00000181404	ENSG00000185880	3	1,3,4
ENSG00000164758	ENSG00000186462	3	2,3,4,5,6
ENSG00000137492	ENSG00000143416	3	4
ENSG00000115392	ENSG00000196220	3	3
ENSG00000124074	ENSG00000184939	3	6
ENSG00000164756	ENSG00000172568	3	3,4
ENSG00000103275	ENSG00000125868	3	2
ENSG00000103202	ENSG00000107882	3	2,3,5
ENSG00000138080	ENSG00000145358	3	2,4
ENSG00000168421	ENSG00000171680	3	2
ENSG00000135211	ENSG00000181754	3	1
ENSG00000147155	ENSG00000176087	3	2,3
ENSG00000112130	ENSG00000145358	3	1
ENSG00000135211	ENSG00000147155	3	2,3,4,5,6
ENSG00000135211	ENSG00000168476	3	1,3,4,6
ENSG00000131558	ENSG00000183230	3	2
ENSG00000115963	ENSG00000171680	3	3,4,6
ENSG00000079332	ENSG00000164756	3	5
ENSG00000093009	ENSG00000145358	3	4
ENSG00000103042	ENSG00000165120	3	2,6
ENSG00000147155	ENSG00000211584	3	3,5
ENSG00000103034	ENSG00000145358	3	5,6
ENSG00000072041	ENSG00000136052	3	6
ENSG00000165630	ENSG00000171960	3	4
ENSG00000187796	ENSG00000267680	3	6
ENSG00000072041	ENSG00000137404	3	2
ENSG00000103042	ENSG00000114455	3	4
ENSG00000135452	ENSG00000186115	3	3
ENSG00000049449	ENSG00000119725	3	6
ENSG00000104660	ENSG00000170906	3	4
ENSG00000119048	ENSG00000145358	3	1,6
ENSG00000188986	ENSG00000204356	3	2,6
ENSG00000109220	ENSG00000124074	3	2
ENSG00000102466	ENSG00000113790	3	3
ENSG00000169981	ENSG00000197114	3	6
ENSG00000111321	ENSG00000113790	3	1,6
ENSG00000117475	ENSG00000119725	3	3,6
ENSG00000166788	ENSG00000171970	3	2,6
ENSG00000165794	ENSG00000196937	3	3
ENSG00000140519	ENSG00000213625	3	5,6
ENSG00000134480	ENSG00000145358	3	3,4,5
ENSG00000136451	ENSG00000144451	3	2,3
ENSG00000147155	ENSG00000198848	3	6
ENSG00000135211	ENSG00000244476	3	6
ENSG00000102466	ENSG00000278540	3	3
ENSG00000105520	ENSG00000213937	3	3
ENSG00000125991	ENSG00000139637	3	1,3,4
ENSG00000130299	ENSG00000145358	3	1,2,3,4,6
ENSG00000140548	ENSG00000143442	3	5
ENSG00000179600	ENSG00000185475	3	5
ENSG00000103653	ENSG00000145358	3	4,5
ENSG00000147155	ENSG00000213203	3	3,4,5
ENSG00000110324	ENSG00000206527	3	1,2,6
ENSG00000111371	ENSG00000165120	3	1,4,6
ENSG00000102383	ENSG00000186115	3	1
ENSG00000144021	ENSG00000164512	3	5
ENSG00000125991	ENSG00000241399	3	4,6
ENSG00000103275	ENSG00000160200	3	3,5,6
ENSG00000099795	ENSG00000186510	3	6
ENSG00000112578	ENSG00000163875	3	4
ENSG00000156735	ENSG00000181404	3	2
ENSG00000072041	ENSG00000155760	3	5
ENSG00000196391	ENSG00000266714	3	2
ENSG00000158014	ENSG00000163762	3	3
ENSG00000143374	ENSG00000145358	3	2,3
ENSG00000101266	ENSG00000179083	3	4,6
ENSG00000196937	ENSG00000244476	3	2
ENSG00000064835	ENSG00000145358	3	3
ENSG00000108010	ENSG00000212721	3	3
ENSG00000135211	ENSG00000167580	3	1
ENSG00000103275	ENSG00000186660	3	3
ENSG00000115392	ENSG00000164512	3	5
ENSG00000137404	ENSG00000262576	3	1
ENSG00000166145	ENSG00000173467	3	3,4,6
ENSG00000181404	ENSG00000186462	3	4
ENSG00000083535	ENSG00000125945	3	6
ENSG00000167874	ENSG00000172375	3	3
ENSG00000103034	ENSG00000198818	3	1,5
ENSG00000079332	ENSG00000135517	3	1,3,5
ENSG00000145358	ENSG00000147224	3	2,3,4,6
ENSG00000132122	ENSG00000187796	3	5,6
ENSG00000167874	ENSG00000189077	3	5
ENSG00000125991	ENSG00000168899	3	1,2,3,4
ENSG00000124383	ENSG00000185787	3	1
ENSG00000162927	ENSG00000215305	3	2
ENSG00000106541	ENSG00000186660	3	5
ENSG00000092841	ENSG00000145358	3	1,2,5
ENSG00000109099	ENSG00000244476	3	2,3
ENSG00000172375	ENSG00000181754	3	2
ENSG00000100281	ENSG00000124074	3	1,3,6
ENSG00000102383	ENSG00000128699	3	1,2,3,5
ENSG00000092529	ENSG00000119725	3	4
ENSG00000005486	ENSG00000137404	3	1,2,3,5
ENSG00000103852	ENSG00000173480	3	5
ENSG00000092841	ENSG00000106541	3	4,5
ENSG00000168476	ENSG00000198833	3	1,2,5
ENSG00000137310	ENSG00000197114	3	2
ENSG00000146592	ENSG00000205643	3	2,4
ENSG00000168476	ENSG00000185883	3	1
ENSG00000145358	ENSG00000152092	3	2
ENSG00000136451	ENSG00000145358	3	1,4
ENSG00000100422	ENSG00000175895	3	3,5
ENSG00000087263	ENSG00000168286	3	4
ENSG00000137404	ENSG00000147155	3	4
ENSG00000137404	ENSG00000165120	3	5
ENSG00000124074	ENSG00000125945	3	2,4
ENSG00000100321	ENSG00000113790	3	1,5
ENSG00000104660	ENSG00000186115	3	2,3
ENSG00000105397	ENSG00000106541	3	3
ENSG00000104611	ENSG00000213639	3	2,3,4
ENSG00000104522	ENSG00000146352	3	1
ENSG00000169314	ENSG00000173641	3	5
ENSG00000103852	ENSG00000115392	3	1,2,4
ENSG00000108878	ENSG00000168476	3	4
ENSG00000181754	ENSG00000196937	3	2
ENSG00000140259	ENSG00000213762	3	3
ENSG00000146592	ENSG00000221852	3	4
ENSG00000163170	ENSG00000182512	3	1,6
ENSG00000114455	ENSG00000136052	3	1
ENSG00000103852	ENSG00000138587	3	1
ENSG00000106305	ENSG00000197114	3	3
ENSG00000078596	ENSG00000185475	3	2
ENSG00000133065	ENSG00000165120	3	1,4,5
ENSG00000168899	ENSG00000244476	3	4
ENSG00000110324	ENSG00000170180	3	4
ENSG00000165120	ENSG00000185883	3	1
ENSG00000125991	ENSG00000185883	3	1
ENSG00000125170	ENSG00000145358	3	3
ENSG00000103852	ENSG00000140259	3	1
ENSG00000110324	ENSG00000158014	3	4,6
ENSG00000074842	ENSG00000145358	3	2,3,6
ENSG00000103852	ENSG00000119725	3	3
ENSG00000005486	ENSG00000204427	3	1,6
ENSG00000112578	ENSG00000196391	3	1,3,4
ENSG00000142188	ENSG00000213625	3	4
ENSG00000136052	ENSG00000165120	3	1,2,5,6
ENSG00000151690	ENSG00000165120	3	1
ENSG00000103042	ENSG00000167580	3	3
ENSG00000132744	ENSG00000145358	3	3,5,6
ENSG00000164124	ENSG00000165120	3	5,6
ENSG00000083535	ENSG00000196391	3	6
ENSG00000113790	ENSG00000124608	3	6
ENSG00000106609	ENSG00000172375	3	4
ENSG00000106541	ENSG00000153140	3	2
ENSG00000128335	ENSG00000185475	3	2,3,4
ENSG00000109099	ENSG00000184697	3	2,3,4
ENSG00000078596	ENSG00000172568	3	3,5
ENSG00000145358	ENSG00000198574	3	3
ENSG00000168685	ENSG00000168899	3	5
ENSG00000145358	ENSG00000165325	3	2,5
ENSG00000095397	ENSG00000145358	3	4,6
ENSG00000100897	ENSG00000106541	3	1,4
ENSG00000151690	ENSG00000165269	3	6
ENSG00000011198	ENSG00000073464	3	1,3
ENSG00000113790	ENSG00000140382	3	2
ENSG00000147155	ENSG00000189077	3	4
ENSG00000129473	ENSG00000185475	3	5
ENSG00000172568	ENSG00000196937	3	6
ENSG00000109099	ENSG00000167580	3	5
ENSG00000103852	ENSG00000151338	3	5
ENSG00000103275	ENSG00000156735	3	1
ENSG00000049449	ENSG00000153140	3	2
ENSG00000165794	ENSG00000198833	3	3
ENSG00000005486	ENSG00000278540	3	1,2,5
ENSG00000140259	ENSG00000159173	3	5
ENSG00000112578	ENSG00000171425	3	3
ENSG00000159173	ENSG00000183230	3	1,2,3,4
ENSG00000145358	ENSG00000174007	3	3,4
ENSG00000168476	ENSG00000168899	3	5
ENSG00000147155	ENSG00000164756	3	5
ENSG00000087338	ENSG00000188266	3	3
ENSG00000143553	ENSG00000186393	3	1,4
ENSG00000113790	ENSG00000184047	3	1
ENSG00000124074	ENSG00000163126	3	2,4,6
ENSG00000125991	ENSG00000172375	3	6
ENSG00000196391	ENSG00000204536	3	2,6
ENSG00000106536	ENSG00000127252	3	2
ENSG00000145358	ENSG00000152977	3	3,6
ENSG00000174165	ENSG00000175895	3	6
ENSG00000134243	ENSG00000196937	3	4
ENSG00000002330	ENSG00000129473	3	3,4
ENSG00000005486	ENSG00000114062	3	4,6
ENSG00000109099	ENSG00000163762	3	1,6
ENSG00000140259	ENSG00000254093	3	3
ENSG00000005486	ENSG00000139637	3	4
ENSG00000106541	ENSG00000143442	3	3,6
ENSG00000134480	ENSG00000143553	3	1
ENSG00000139531	ENSG00000184939	3	2,6
ENSG00000119725	ENSG00000131089	3	5
ENSG00000112667	ENSG00000145358	3	1,3,5
ENSG00000103852	ENSG00000156050	3	4
ENSG00000070831	ENSG00000124171	3	1,4,6
ENSG00000178773	ENSG00000196391	3	4,6
ENSG00000183230	ENSG00000197114	3	5
ENSG00000119725	ENSG00000173757	3	4,5
ENSG00000165120	ENSG00000198356	3	3
ENSG00000173480	ENSG00000204511	3	6
ENSG00000113790	ENSG00000244476	3	1
ENSG00000109099	ENSG00000177042	3	1
ENSG00000145358	ENSG00000173641	3	1,2,4,6
ENSG00000099795	ENSG00000173480	3	4
ENSG00000103042	ENSG00000166145	3	3
ENSG00000137642	ENSG00000145358	3	2,3
ENSG00000164756	ENSG00000165794	3	5
ENSG00000103852	ENSG00000183230	3	2
ENSG00000137218	ENSG00000184939	3	2
ENSG00000145358	ENSG00000166579	3	2
ENSG00000005486	ENSG00000132313	3	6
ENSG00000145358	ENSG00000272325	3	2
ENSG00000117475	ENSG00000137310	3	6
ENSG00000140264	ENSG00000169564	3	5
ENSG00000182134	ENSG00000184939	3	2,6
ENSG00000108039	ENSG00000168421	3	1,3,4
ENSG00000143553	ENSG00000154710	3	4,5
ENSG00000104660	ENSG00000128699	3	5
ENSG00000103852	ENSG00000269699	3	2
ENSG00000180667	ENSG00000183283	3	1
ENSG00000110324	ENSG00000135211	3	5
ENSG00000113790	ENSG00000125991	3	2,5
ENSG00000008394	ENSG00000155760	3	1,6
ENSG00000115392	ENSG00000131089	3	3
ENSG00000111445	ENSG00000163875	3	4
ENSG00000135211	ENSG00000143570	3	1,6
ENSG00000135452	ENSG00000158014	3	1
ENSG00000099284	ENSG00000179083	3	2,3,4,5
ENSG00000111445	ENSG00000145358	3	6
ENSG00000107819	ENSG00000198189	3	2
ENSG00000145358	ENSG00000151414	3	1
ENSG00000108010	ENSG00000241598	3	4
ENSG00000145358	ENSG00000168078	3	2,5,6
ENSG00000099399	ENSG00000145358	3	3,5
ENSG00000135917	ENSG00000182093	3	4
ENSG00000145358	ENSG00000156976	3	5,6
ENSG00000159069	ENSG00000175895	3	2,6
ENSG00000145358	ENSG00000158825	3	1,3,4
ENSG00000164756	ENSG00000184697	3	1,2,6
ENSG00000108010	ENSG00000159387	3	3
ENSG00000173531	ENSG00000198818	3	6
ENSG00000103254	ENSG00000183230	3	5
ENSG00000104660	ENSG00000172375	3	4
ENSG00000079332	ENSG00000129473	3	2,5
ENSG00000115392	ENSG00000267680	3	1,2
ENSG00000079393	ENSG00000187796	3	3,6
ENSG00000151338	ENSG00000197457	3	2
ENSG00000145358	ENSG00000185880	3	3,4
ENSG00000172568	ENSG00000185883	3	2,3,4,6
ENSG00000163762	ENSG00000198833	3	5
ENSG00000166788	ENSG00000175895	3	6
ENSG00000129473	ENSG00000197324	3	4
ENSG00000134243	ENSG00000168899	3	3
ENSG00000137478	ENSG00000138587	3	6
ENSG00000102383	ENSG00000107819	3	4,6
ENSG00000103275	ENSG00000172155	3	6
ENSG00000135211	ENSG00000172568	3	1,2,4,5
ENSG00000138587	ENSG00000197114	3	2
ENSG00000136052	ENSG00000181754	3	4
ENSG00000137478	ENSG00000204536	3	3
ENSG00000137055	ENSG00000145358	3	1,2
ENSG00000135517	ENSG00000197324	3	2
ENSG00000135517	ENSG00000244476	3	3
ENSG00000151690	ENSG00000185475	3	1,2
ENSG00000140382	ENSG00000185787	3	3
ENSG00000147155	ENSG00000174165	3	2,3
ENSG00000102383	ENSG00000189077	3	4,5
ENSG00000135211	ENSG00000168685	3	6
ENSG00000100319	ENSG00000173480	3	2
ENSG00000124171	ENSG00000169750	3	3
ENSG00000103275	ENSG00000169045	3	4
ENSG00000168685	ENSG00000196937	3	3
ENSG00000072041	ENSG00000103042	3	4
ENSG00000139531	ENSG00000178809	3	1,2
ENSG00000164756	ENSG00000244476	3	4
ENSG00000145358	ENSG00000164093	3	1,2,5
ENSG00000092529	ENSG00000136451	3	1
ENSG00000079332	ENSG00000135211	3	2,3,6
ENSG00000100319	ENSG00000115392	3	1
ENSG00000124074	ENSG00000196391	3	1,6
ENSG00000113790	ENSG00000165120	3	6
ENSG00000160908	ENSG00000171222	3	3,5
ENSG00000165120	ENSG00000179600	3	1,3,5
ENSG00000187796	ENSG00000196391	3	2
ENSG00000100281	ENSG00000204536	3	6
ENSG00000124383	ENSG00000183230	3	4
ENSG00000135517	ENSG00000163762	3	3
ENSG00000103852	ENSG00000165630	3	3
ENSG00000165120	ENSG00000175782	3	2,4,6
ENSG00000100612	ENSG00000189077	3	1
ENSG00000102466	ENSG00000129473	3	2,4
ENSG00000139637	ENSG00000198818	3	5
ENSG00000139531	ENSG00000140548	3	2
ENSG00000104660	ENSG00000137404	3	5
ENSG00000173991	ENSG00000175895	3	2
ENSG00000145358	ENSG00000184033	3	3,5,6
ENSG00000110324	ENSG00000241399	3	2,3,6
ENSG00000155660	ENSG00000212721	3	1,2,4
ENSG00000006659	ENSG00000173757	3	4,6
ENSG00000099812	ENSG00000147601	3	4,6
ENSG00000168685	ENSG00000185883	3	3
ENSG00000143119	ENSG00000241399	3	1
ENSG00000103034	ENSG00000243279	3	3,4
ENSG00000140259	ENSG00000212643	3	6
ENSG00000124074	ENSG00000157827	3	6
ENSG00000104375	ENSG00000175895	3	6
ENSG00000090447	ENSG00000099795	3	1,3,4
ENSG00000110324	ENSG00000185883	3	2,3,6
ENSG00000198189	ENSG00000213203	3	5
ENSG00000104064	ENSG00000106541	3	4
ENSG00000103275	ENSG00000274276	3	3,5,6
ENSG00000153140	ENSG00000159173	3	1,3,5
ENSG00000174165	ENSG00000198189	3	3,5
ENSG00000185624	ENSG00000187223	3	2,3,4
ENSG00000125991	ENSG00000135517	3	1,2,3,4,6
ENSG00000119725	ENSG00000145358	3	1
ENSG00000108010	ENSG00000163170	3	3
ENSG00000183230	ENSG00000197457	3	1,3
ENSG00000103042	ENSG00000181754	3	2
ENSG00000147155	ENSG00000170906	3	1,2,3,5,6
ENSG00000137218	ENSG00000165383	3	6
ENSG00000108010	ENSG00000119725	3	4
ENSG00000136193	ENSG00000145358	3	5
ENSG00000133065	ENSG00000181754	3	2
ENSG00000149489	ENSG00000186115	3	4
ENSG00000101182	ENSG00000180667	3	2,3,4,5,6
ENSG00000125991	ENSG00000176087	3	1,2,4
ENSG00000108878	ENSG00000172568	3	5
ENSG00000079332	ENSG00000103042	3	4,5
ENSG00000102383	ENSG00000172375	3	3,5
ENSG00000132563	ENSG00000168679	3	5
ENSG00000109099	ENSG00000143119	3	4
ENSG00000103852	ENSG00000165802	3	6
ENSG00000168899	ENSG00000172568	3	4,6
ENSG00000145358	ENSG00000272047	3	5
ENSG00000140382	ENSG00000268651	3	1
ENSG00000185624	ENSG00000212721	3	2
ENSG00000111371	ENSG00000181754	3	4
ENSG00000113790	ENSG00000162191	3	4
ENSG00000172568	ENSG00000241399	3	4
ENSG00000079332	ENSG00000196937	3	2,3,4,5,6
ENSG00000145358	ENSG00000178934	3	4
ENSG00000143442	ENSG00000196372	3	4,6
ENSG00000079332	ENSG00000170180	3	1
ENSG00000145358	ENSG00000205076	3	4
ENSG00000137310	ENSG00000145358	3	2,3,5
ENSG00000074842	ENSG00000169744	3	3
ENSG00000113790	ENSG00000198818	3	3
ENSG00000175895	ENSG00000196924	3	2,3,4
ENSG00000049449	ENSG00000198356	3	1,2,3,4,6
ENSG00000103275	ENSG00000182583	3	2,4
ENSG00000079332	ENSG00000128699	3	5
ENSG00000100351	ENSG00000104611	3	2
ENSG00000108878	ENSG00000244476	3	2
ENSG00000164756	ENSG00000168476	3	3
ENSG00000156735	ENSG00000204388	3	4
ENSG00000145358	ENSG00000198356	3	6
ENSG00000112578	ENSG00000118729	3	1
ENSG00000166562	ENSG00000168899	3	1
ENSG00000139531	ENSG00000168421	3	4,5,6
ENSG00000112578	ENSG00000125945	3	1,2
ENSG00000172819	ENSG00000204231	3	6
ENSG00000124074	ENSG00000197457	3	1,4,5
ENSG00000135517	ENSG00000181754	3	2,6
ENSG00000145358	ENSG00000183918	3	5,6
ENSG00000125991	ENSG00000129473	3	1,2,3,4,5
ENSG00000115392	ENSG00000277791	3	6
ENSG00000145358	ENSG00000196924	3	2,3
ENSG00000151929	ENSG00000204388	3	4
ENSG00000166579	ENSG00000171970	3	1
ENSG00000135521	ENSG00000270765	3	4
ENSG00000146352	ENSG00000166579	3	3
ENSG00000076201	ENSG00000174007	3	4
ENSG00000079332	ENSG00000213203	3	2,5
ENSG00000005486	ENSG00000129473	3	1
ENSG00000123143	ENSG00000184939	3	6
ENSG00000079332	ENSG00000203805	3	2,3
ENSG00000145358	ENSG00000183077	3	2,3,4
ENSG00000011198	ENSG00000100335	3	1,5
ENSG00000184047	ENSG00000185883	3	5
ENSG00000164756	ENSG00000198189	3	3,4
ENSG00000124767	ENSG00000162927	3	6
ENSG00000113790	ENSG00000147155	3	1,4
ENSG00000157827	ENSG00000183230	3	5
ENSG00000145358	ENSG00000185787	3	1,2,4,6
ENSG00000102383	ENSG00000198833	3	3
ENSG00000156735	ENSG00000204389	3	4
ENSG00000104064	ENSG00000128298	3	2,3
ENSG00000107560	ENSG00000132698	3	1,2
ENSG00000172568	ENSG00000179820	3	1,3,5
ENSG00000145358	ENSG00000163947	3	2,6
ENSG00000165794	ENSG00000168899	3	2
ENSG00000104427	ENSG00000239282	3	5
ENSG00000103852	ENSG00000124074	3	4
ENSG00000145358	ENSG00000165630	3	3,4
ENSG00000181404	ENSG00000186393	3	1,4
ENSG00000156050	ENSG00000163126	3	1
ENSG00000166145	ENSG00000196937	3	2,6
ENSG00000099795	ENSG00000183230	3	1,2,4
ENSG00000145358	ENSG00000268651	3	3,5,6
ENSG00000139531	ENSG00000145358	3	1
ENSG00000145358	ENSG00000179958	3	1,3,4,6
ENSG00000114455	ENSG00000196937	3	1,6
ENSG00000092529	ENSG00000113790	3	3
ENSG00000109099	ENSG00000125991	3	1,2,3,6
ENSG00000125991	ENSG00000128335	3	1,4
ENSG00000135842	ENSG00000145358	3	4,5
ENSG00000100281	ENSG00000185482	3	4
ENSG00000112578	ENSG00000124383	3	2
ENSG00000163762	ENSG00000196937	3	2
ENSG00000137404	ENSG00000165794	3	5
ENSG00000125991	ENSG00000196937	3	3,4
ENSG00000100281	ENSG00000155329	3	2
ENSG00000143340	ENSG00000198356	3	4,5
ENSG00000109099	ENSG00000168476	3	5
ENSG00000102383	ENSG00000168899	3	1,2,6
ENSG00000145358	ENSG00000178773	3	2,5,6
ENSG00000131089	ENSG00000136451	3	6
ENSG00000107960	ENSG00000139531	3	3
ENSG00000181754	ENSG00000213937	3	5
ENSG00000137404	ENSG00000167580	3	1
ENSG00000164756	ENSG00000165120	3	2,3
ENSG00000125991	ENSG00000204427	3	6
ENSG00000163126	ENSG00000183230	3	5
ENSG00000125991	ENSG00000198833	3	3,5
ENSG00000135211	ENSG00000143119	3	1,3,4,5,6
ENSG00000107819	ENSG00000168476	3	1,2
ENSG00000145358	ENSG00000149499	3	1,3
ENSG00000165120	ENSG00000176087	3	1,4,5
ENSG00000115756	ENSG00000155760	3	3,4
ENSG00000071894	ENSG00000145358	3	4
ENSG00000099812	ENSG00000196391	3	2
ENSG00000136451	ENSG00000175390	2	2
ENSG00000109099	ENSG00000156097	2	1,2
ENSG00000049449	ENSG00000139531	2	2
ENSG00000123415	ENSG00000151923	2	2
ENSG00000130803	ENSG00000169800	2	1
ENSG00000123415	ENSG00000164093	2	2,3
ENSG00000100299	ENSG00000124074	2	1
ENSG00000137404	ENSG00000163517	2	1,2,3
ENSG00000212721	ENSG00000221852	2	2,3
ENSG00000119820	ENSG00000176087	2	1
ENSG00000115274	ENSG00000146700	2	2
ENSG00000140488	ENSG00000183283	2	2
ENSG00000117475	ENSG00000165630	2	3
ENSG00000138814	ENSG00000221823	2	1,2,3
ENSG00000124074	ENSG00000150773	2	1,2
ENSG00000092094	ENSG00000151929	2	1
ENSG00000103042	ENSG00000184012	2	1
ENSG00000139437	ENSG00000140382	2	1
ENSG00000138750	ENSG00000185420	2	1
ENSG00000139714	ENSG00000172273	2	3
ENSG00000152977	ENSG00000185420	2	1,3
ENSG00000123415	ENSG00000173065	2	1,3
ENSG00000134363	ENSG00000173480	2	3
ENSG00000124074	ENSG00000171357	2	2,3
ENSG00000061656	ENSG00000174165	2	2
ENSG00000100324	ENSG00000178934	2	3
ENSG00000072110	ENSG00000131435	2	1,3
ENSG00000106541	ENSG00000272047	2	1,2
ENSG00000123415	ENSG00000143442	2	2
ENSG00000106541	ENSG00000198356	2	1
ENSG00000117475	ENSG00000124074	2	1
ENSG00000117475	ENSG00000164287	2	3
ENSG00000088448	ENSG00000100105	2	1
ENSG00000124074	ENSG00000167565	2	2
ENSG00000117475	ENSG00000119725	2	1
ENSG00000011243	ENSG00000151923	2	1,2,3
ENSG00000100290	ENSG00000196937	2	1,3
ENSG00000179083	ENSG00000233822	2	1,2,3
ENSG00000175782	ENSG00000204308	2	1,2
ENSG00000011243	ENSG00000173065	2	3
ENSG00000130299	ENSG00000145358	2	3
ENSG00000100290	ENSG00000189077	2	1
ENSG00000162512	ENSG00000168899	2	2
ENSG00000011243	ENSG00000114735	2	1
ENSG00000185962	ENSG00000221852	2	2
ENSG00000123143	ENSG00000196378	2	2
ENSG00000107960	ENSG00000139437	2	1
ENSG00000168140	ENSG00000212721	2	3
ENSG00000100290	ENSG00000213203	2	3
ENSG00000106541	ENSG00000136451	2	1
ENSG00000100299	ENSG00000123143	2	1
ENSG00000139531	ENSG00000150773	2	1
ENSG00000106123	ENSG00000106541	2	3
ENSG00000065427	ENSG00000106305	2	3
ENSG00000100290	ENSG00000164756	2	1
ENSG00000101266	ENSG00000179083	2	1,2,3
ENSG00000181894	ENSG00000221829	2	1
ENSG00000172155	ENSG00000205864	2	2
ENSG00000136999	ENSG00000137218	2	1,2
ENSG00000180667	ENSG00000204308	2	1,3
ENSG00000181404	ENSG00000186462	2	1
ENSG00000061656	ENSG00000164756	2	1,2
ENSG00000136451	ENSG00000183283	2	2
ENSG00000100290	ENSG00000108878	2	3
ENSG00000088448	ENSG00000143442	2	1,2
ENSG00000100290	ENSG00000129473	2	2,3
ENSG00000066117	ENSG00000183495	2	1
ENSG00000173480	ENSG00000183092	2	3
ENSG00000125735	ENSG00000174165	2	3
ENSG00000106541	ENSG00000160282	2	1
ENSG00000204536	ENSG00000221829	2	1
ENSG00000161082	ENSG00000168140	2	3
ENSG00000130803	ENSG00000226941	2	1
ENSG00000205864	ENSG00000212721	2	2,3
ENSG00000111245	ENSG00000159387	2	2
ENSG00000162512	ENSG00000173467	2	1
ENSG00000139637	ENSG00000149489	2	1
ENSG00000106077	ENSG00000152977	2	1
ENSG00000146592	ENSG00000196378	2	2
ENSG00000173480	ENSG00000197191	2	3
ENSG00000100105	ENSG00000106077	2	1,2
ENSG00000105397	ENSG00000106541	2	3
ENSG00000100290	ENSG00000172375	2	1,2,3
ENSG00000126768	ENSG00000139637	2	1
ENSG00000180354	ENSG00000183283	2	1,2,3
ENSG00000146592	ENSG00000221852	2	1,3
ENSG00000136514	ENSG00000137404	2	1
ENSG00000021300	ENSG00000148737	2	1
ENSG00000150773	ENSG00000151929	2	1
ENSG00000061656	ENSG00000186115	2	2
ENSG00000148737	ENSG00000196378	2	2
ENSG00000061656	ENSG00000229183	2	1
ENSG00000139531	ENSG00000221829	2	3
ENSG00000186310	ENSG00000186462	2	1
ENSG00000123415	ENSG00000132128	2	1
ENSG00000187223	ENSG00000205864	2	2
ENSG00000114735	ENSG00000137098	2	1
ENSG00000124074	ENSG00000171722	2	3
ENSG00000117475	ENSG00000173480	2	1
ENSG00000100290	ENSG00000137404	2	3
ENSG00000123143	ENSG00000197457	2	2
ENSG00000205864	ENSG00000242259	2	3
ENSG00000153066	ENSG00000165630	2	1
ENSG00000112715	ENSG00000148346	2	1
ENSG00000078674	ENSG00000204536	2	1
ENSG00000049449	ENSG00000153140	2	1
ENSG00000165630	ENSG00000221829	2	2
ENSG00000183283	ENSG00000184492	2	3
ENSG00000061656	ENSG00000189077	2	1,3
ENSG00000006659	ENSG00000106541	2	2
ENSG00000100055	ENSG00000141519	2	3
