standard_batch	source	assay	test_orf_ida	test_orf_idb	final_score
Hvs01	Hs01	GPCA	7682	4259	12.416383114810845
Hvs01	Hs01	GPCA	13868	100064148	11.67359426464984
Hvs01	Lit-BM	GPCA	3154	54157	16.08674681887928
Hvs01	Lit-BM	GPCA	9215	12304	12.034273854646075
Hvs01	Lit-BM	GPCA	11706	756	12.255487271676085
Hvs01	Hs01	GPCA	2717	53842	16.220200353169467
Hvs01	Hs01	GPCA	7646	72137	13.087491195811907
Hvs01	Hs01	GPCA	12188	72006	17.477293125528288
Hvs01	Lit-BM	GPCA	3192	100064165	16.68415753648607
Hvs01	RRS	GPCA	100069219	2154	15.293298662639117
Hvs01	Hs01	GPCA	14398	54426	13.66688349945987
Hvs01	Hs01	GPCA	72121	71379	12.16460192289246
Hvs01	RRS	GPCA	5813	7476	15.284822360232106
Hvs01	RRS	GPCA	14577	873	13.115250111656339
Hvs01	Hs01	GPCA	2208	5594	14.60160988280787
Hvs01	RRS	GPCA	54813	100002644	11.765755459764359
Hvs01	RRS	GPCA	71649	72019	11.570317854444646
Hvs01	Lit-BM	GPCA	100009114	346	15.018705945347673
Hvs01	RRS	GPCA	5882	70452	13.17154479524665
Hvs01	RRS	GPCA	919	2918	13.79695523806274
Hvs01	RRS	GPCA	3890	100069110	13.128577961997603
Hvs01	RRS	GPCA	56944	54923	14.821652663689722
Hvs01	Hs01	GPCA	71945	5894	18.109587366742183
Hvs01	RRS	GPCA	5910	10281	13.928618613776372
Hvs01	RRS	GPCA	71950	8022	14.345923850771383
Hvs01	RRS	GPCA	5157	13486	12.834702783797642
Hvs01	RRS	GPCA	8244	3385	11.926712986925274
Hvs01	RRS	GPCA	1643	55010	12.32585009262404
Hvs01	RRS	GPCA	54041	4604	13.980781518862589
Hvs01	Lit-BM	GPCA	5192	9293	20.72965051807391
Hvs01	Hs01	GPCA	15053	100016009	14.085427239196257
Hvs01	Hs01	GPCA	100069067	100015584	19.934666830009405
Hvs01	RRS	GPCA	1682	12642	15.60537978576287
Hvs01	Lit-BM	GPCA	5980	100069121	11.420819602317382
Hvs01	Hs01	GPCA	5286	13561	14.922714403685127
Hvs01	RRS	GPCA	10037	8334	12.123342034087276
Hvs01	RRS	GPCA	14327	1126	12.88856895179569
Hvs01	Hs01	GPCA	6112	11406	15.084326355055337
Hvs01	Hs01	GPCA	3598	1782	13.338894063664434
Hvs01	Hs01	GPCA	13662	54426	12.528998669886303
Hvs01	RRS	GPCA	5432	54053	10.442960248114083
Hvs01	Hs01	GPCA	5442	100016215	16.415454955906025
Hvs01	Hs01	GPCA	54647	1868	12.545792871042284
Hvs01	RRS	GPCA	53344	56439	11.993557393900995
Hvs01	RRS	GPCA	12333	2654	17.410394524671652
Hvs01	RRS	GPCA	5526	5619	16.036131617546168
Hvs01	RRS	GPCA	4812	6390	15.44219119308833
Hvs01	Hs01	GPCA	11857	71628	14.69095467495936
Hvs01	RRS	GPCA	56589	4257	12.440726814275553
Hvs01	RRS	GPCA	10481	55746	16.8042333378034
Hvs01	Hs01	GPCA	71001	4870	11.225806796681997
Hvs01	Lit-BM	GPCA	70370	1392	12.784698129128602
Hvs01	Hs01	GPCA	4327	4327	19.73397826034124
Hvs01	Hs01	GPCA	54137	55406	13.45572151619566
Hvs01	Hs01	GPCA	784	71842	11.604908719747982
Hvs01	Hs01	GPCA	54271	100066339	16.004981754257408
Hvs01	Lit-BM	GPCA	7894	1430	10.90093468250172
Hvs01	Lit-BM	GPCA	14287	71438	13.066472694169505
Hvs01	RRS	GPCA	10371	3202	12.585865761118402
Hvs01	RRS	GPCA	71287	71914	11.48746703698816
Hvs01	Hs01	GPCA	10812	12626	14.250760102398512
Hvs01	RRS	GPCA	100014223	2207	16.234376948359635
Hvs01	Lit-BM	GPCA	9504	13628	21.130194054084818
Hvs01	RRS	GPCA	4490	52594	13.235377418957622
Hvs01	Hs01	GPCA	5894	10101	16.997559252076833
Hvs01	Lit-BM	GPCA	11579	421	13.383180690923506
Hvs01	Hs01	GPCA	4535	56141	12.882149432888085
Hvs01	Lit-BM	GPCA	2455	2348	16.50935657756841
Hvs01	RRS	GPCA	11468	5932	15.139946706451116
Hvs01	RRS	GPCA	71745	1660	13.302533495190318
Hvs01	RRS	GPCA	2362	10227	11.269063791163694
Hvs01	Hs01	GPCA	9746	12427	13.446287898205096
Hvs01	Hs01	GPCA	5424	1074	17.374665767394866
Hvs01	Hs01	GPCA	69	1427	11.51215490704401
Hvs01	RRS	GPCA	72108	1095	12.030776488866547
Hvs01	RRS	GPCA	52927	71999	11.826682010981575
Hvs01	Hs01	GPCA	13600	56181	11.16630690605227
Hvs01	RRS	GPCA	13626	56339	11.328131027891647
Hvs01	RRS	GPCA	127	6756	14.710461539899226
Hvs01	RRS	GPCA	70907	10127	12.697480537529804
Hvs01	Hs01	GPCA	56616	56513	18.01348017544059
Hvs01	Hs01	GPCA	6197	13668	19.27679877716639
Hvs01	Hs01	GPCA	7357	70497	15.745616576003984
Hvs01	RRS	GPCA	7431	13386	12.455228409636291
Hvs01	RRS	GPCA	56630	100015275	12.350511165312057
Hvs01	RRS	GPCA	8963	9081	15.275664830645088
Hvs01	RRS	GPCA	1942	5742	13.91028085576811
Hvs01	RRS	GPCA	70532	53705	14.416328544306012
Hvs01	Hs01	GPCA	100063938	4259	12.349548443935376
Hvs01	RRS	GPCA	7111	4875	13.91839878513714
Hvs01	Hs01	GPCA	9254	53833	16.93062942209429
Hvs01	RRS	GPCA	247	53189	12.027465127404168
Hvs01	Hs01	GPCA	5403	2094	15.008408090801115
Hvs01	Hs01	GPCA	5664	11837	15.861539704958687
Hvs01	RRS	GPCA	1446	2341	11.20149924829036
Hvs01	RRS	GPCA	52831	5708	13.309716144659236
Hvs01	Hs01	GPCA	100066360	14366	19.08083904141653
Hvs01	Hs01	GPCA	4407	7045	13.474414589805527
Hvs01	Hs01	GPCA	71075	3769	12.159937027408816
Hvs01	RRS	GPCA	71281	71860	16.350759248581483
Hvs01	RRS	GPCA	5762	12343	11.898901203581245
Hvs01	Hs01	GPCA	14398	55730	15.42574416394914
Hvs01	RRS	GPCA	4435	100064156	12.364015441334217
Hvs01	Hs01	GPCA	313	100015911	13.505323294573897
Hvs01	Hs01	GPCA	7917	7917	21.06097657042235
Hvs01	RRS	GPCA	3846	8567	16.706312807774836
Hvs01	Lit-BM	GPCA	4489	10823	19.706188659556524
Hvs01	Hs01	GPCA	405	2661	17.381087796463362
Hvs01	Lit-BM	GPCA	3930	6432	11.629863587613645
Hvs01	RRS	GPCA	425	11645	12.56636724901156
Hvs01	Hs01	GPCA	2339	5965	15.388235665069562
Hvs01	Hs01	GPCA	1638	55039	11.317381711044714
Hvs01	RRS	GPCA	3960	12861	13.078568595820789
Hvs01	Hs01	GPCA	9734	11907	11.663553305973187
Hvs01	RRS	GPCA	55814	56381	11.564913327426979
Hvs01	RRS	GPCA	2363	100000442	16.402608126985733
Hvs01	RRS	GPCA	9458	2975	11.723220354860857
Hvs01	Hs01	GPCA	8626	3445	21.738146578769616
Hvs01	Hs01	GPCA	11222	54316	18.239390988266493
Hvs01	Hs01	GPCA	11356	1074	14.58104710169272
Hvs01	Lit-BM	GPCA	4066	4955	17.884619601290996
Hvs01	Hs01	GPCA	9963	9963	22.53266652678525
Hvs01	RRS	GPCA	100069066	13413	10.91500688571739
Hvs01	Hs01	GPCA	53012	3522	19.04663729861135
Hvs01	Hs01	GPCA	11356	100	13.952601464578555
Hvs01	RRS	GPCA	70764	1102	14.052637919139212
Hvs01	RRS	GPCA	100069078	1747	15.138168591026139
Hvs01	RRS	GPCA	100014441	56274	15.605287049525124
Hvs01	RRS	GPCA	11755	2453	15.622122824566546
Hvs01	Hs01	GPCA	6119	71828	12.01403033757035
Hvs01	RRS	GPCA	7246	9379	11.820543917120549
Hvs01	Hs01	GPCA	55871	13662	11.819534090654614
Hvs01	Hs01	GPCA	71001	3598	12.407489464180744
Hvs01	RRS	GPCA	100014695	11695	14.326311998948633
Hvs01	Lit-BM	GPCA	653	4544	21.28288454121018
Hvs01	Hs01	GPCA	4786	8876	12.392290017349236
Hvs01	RRS	GPCA	14717	4790	10.71338421197725
Hvs01	RRS	GPCA	55005	6302	12.95083120025443
Hvs01	RRS	GPCA	11840	9007	14.093333613695307
Hvs01	Hs01	GPCA	4870	100015084	16.250080562434675
Hvs01	Lit-BM	GPCA	6452	70281	12.807421493820755
Hvs01	RRS	GPCA	56421	2723	11.198005372058937
Hvs01	RRS	GPCA	9298	14662	14.116393630017603
Hvs01	Hs01	GPCA	3392	869	14.547026653836298
Hvs01	Hs01	GPCA	4452	4551	17.122861444175406
Hvs01	RRS	GPCA	2248	71458	16.493757909307806
Hvs01	RRS	GPCA	56920	344	14.003692577499486
Hvs01	Lit-BM	GPCA	3330	71003	12.786973341236287
Hvs01	Lit-BM	GPCA	71051	10889	14.51743733287362
Hvs01	Lit-BM	GPCA	3902	4761	21.21866787471228
Hvs01	Hs01	GPCA	6907	1579	14.131471824942086
Hvs01	Hs01	GPCA	11554	5894	13.091131918618977
Hvs01	Hs01	GPCA	54962	956	15.535738182664446
Hvs01	RRS	GPCA	10219	5127	11.61655945218312
Hvs01	Hs01	GPCA	6880	6953	12.42447605338392
Hvs01	RRS	GPCA	100069019	54961	12.89637655804889
Hvs01	Hs01	GPCA	12698	13612	15.077328598365613
Hvs01	Lit-BM	GPCA	4573	4573	22.116274459539742
Hvs01	Hs01	GPCA	4751	3952	15.085115549043142
Hvs01	RRS	GPCA	9008	5175	15.773563080845683
Hvs01	RRS	GPCA	55982	11132	11.070887685438445
Hvs01	Hs01	GPCA	1074	1039	13.322895639244202
Hvs01	Lit-BM	GPCA	12865	53867	10.39204142401647
Hvs01	RRS	GPCA	14650	5943	12.95163429629877
Hvs01	Lit-BM	GPCA	71829	6976	13.964088343182414
Hvs01	Hs01	GPCA	55307	9746	15.176451553537392
Hvs01	Lit-BM	GPCA	8201	100068974	15.003836298999367
Hvs01	Hs01	GPCA	1074	5439	16.806293979202973
Hvs01	Lit-BM	GPCA	8504	7045	11.646632396093928
Hvs01	Hs01	GPCA	1074	71174	16.482891977571647
Hvs01	Hs01	GPCA	5253	100000407	15.677487538799028
Hvs01	Lit-BM	GPCA	11643	3510	17.010297813914125
Hvs01	Hs01	GPCA	56141	100068229	17.5920756852639
Hvs01	RRS	GPCA	5983	9270	11.865457737481371
Hvs01	RRS	GPCA	52883	70643	14.555377488343893
Hvs01	Hs01	GPCA	7127	10163	13.73386613183363
Hvs01	Lit-BM	GPCA	4687	11805	17.113006831064745
Hvs01	Hs01	GPCA	53238	100068246	17.006197106783958
Hvs01	Lit-BM	GPCA	7372	8905	12.11092083845858
Hvs01	RRS	GPCA	10682	5556	10.36024446683963
Hvs01	Lit-BM	GPCA	5599	2688	19.27576469542648
Hvs01	Lit-BM	GPCA	4262	4613	18.250407120679867
Hvs01	Lit-BM	GPCA	53077	10493	12.269114214499389
Hvs01	Lit-BM	GPCA	71930	3723	13.149390129347168
Hvs01	RRS	GPCA	1400	4047	13.486276048400384
Hvs01	RRS	GPCA	56663	2717	15.79572625360883
Hvs01	Hs01	GPCA	6536	9230	13.495591637107058
Hvs01	Hs01	GPCA	71167	71174	15.517076598420578
Hvs01	Lit-BM	GPCA	1563	8208	12.797031318051499
Hvs01	Lit-BM	GPCA	14592	14592	17.987889270596373
Hvs01	Lit-BM	GPCA	54905	56067	11.255353476040355
Hvs01	Lit-BM	GPCA	9130	388	11.747328197046581
Hvs01	Hs01	GPCA	56544	2265	12.675888388363834
Hvs01	Lit-BM	GPCA	6439	5898	14.451530663147665
Hvs01	Hs01	GPCA	5143	10794	12.760040854084227
Hvs01	RRS	GPCA	12697	55147	12.271149875079644
Hvs01	Hs01	GPCA	55944	55237	11.990584335370652
Hvs01	Lit-BM	GPCA	3368	54150	11.356460574024222
Hvs01	Lit-BM	GPCA	1641	6808	17.75067524874016
Hvs01	RRS	GPCA	5940	6785	12.955326602779914
Hvs01	Lit-BM	GPCA	11996	34	21.08695802617836
Hvs01	Hs01	GPCA	70550	482	13.377077073697109
Hvs01	RRS	GPCA	12225	3459	12.476152340941592
Hvs01	Hs01	GPCA	14983	11229	13.296110085044937
Hvs01	Lit-BM	GPCA	6835	4004	19.393344314544024
Hvs01	Lit-BM	GPCA	71168	13227	13.775112996067483
Hvs01	Lit-BM	GPCA	11786	5970	12.755007209141226
Hvs01	Lit-BM	GPCA	11285	14754	10.947740307122906
Hvs01	RRS	GPCA	1703	70715	13.036136808169669
Hvs01	Hs01	GPCA	70885	3522	14.463976481354322
Hvs01	Hs01	GPCA	100015815	13528	11.353649757292754
Hvs01	RRS	GPCA	71041	6009	16.285778357533545
Hvs01	Hs01	GPCA	7439	4706	15.98485289780287
Hvs01	RRS	GPCA	53817	8456	11.467473954296189
Hvs01	RRS	GPCA	2060	1803	11.246856153387949
Hvs01	Hs01	GPCA	12339	1190	12.166401543419493
Hvs01	Hs01	GPCA	56482	100016009	13.81264902323711
Hvs01	Hs01	GPCA	13662	1231	14.241288287137657
Hvs01	Hs01	GPCA	7334	53744	10.834826630344267
Hvs01	Lit-BM	GPCA	2633	54816	12.895432077993231
Hvs01	Hs01	GPCA	56717	100062463	13.316968142088708
Hvs01	RRS	GPCA	11905	12007	13.067030015122121
Hvs01	RRS	GPCA	100062278	1942	13.171445338456667
Hvs01	RRS	GPCA	53747	71981	13.939395548490545
Hvs01	Lit-BM	GPCA	70370	70370	13.413536936809177
Hvs01	Hs01	GPCA	14028	54668	11.625406388149091
Hvs01	RRS	GPCA	3976	2030	11.313300466679241
Hvs01	Hs01	GPCA	11648	4920	11.984691855301318
Hvs01	Hs01	GPCA	9321	100015630	17.397190675971856
Hvs01	RRS	GPCA	54339	70382	11.357755220401739
Hvs01	Hs01	GPCA	54692	3187	13.044913934277872
Hvs01	Lit-BM	GPCA	13373	7763	13.44161627769565
Hvs01	Lit-BM	GPCA	2778	3267	13.083391353691809
Hvs01	RRS	GPCA	14461	70326	11.394681249725123
Hvs01	RRS	GPCA	3245	11747	14.305392959790682
Hvs01	Lit-BM	GPCA	5029	71311	12.747331919908643
Hvs01	RRS	GPCA	100069000	12417	12.12340494067488
Hvs01	Lit-BM	GPCA	6976	5073	15.969024582173319
Hvs01	Hs01	GPCA	9895	6747	17.029790027458674
Hvs01	Hs01	GPCA	54736	12438	15.120034406382242
Hvs01	RRS	GPCA	14551	56060	13.210789484641877
Hvs01	RRS	GPCA	5080	8438	16.762309551700866
Hvs01	RRS	GPCA	9556	56762	14.164265592198166
Hvs01	Lit-BM	GPCA	14597	14754	12.08437063765782
Hvs01	Hs01	GPCA	71027	14722	15.508706008501385
Hvs01	Hs01	GPCA	70774	956	15.279815047753925
Hvs01	RRS	GPCA	71100	12691	18.050627646021603
Hvs01	RRS	GPCA	71329	990	14.729821953891353
Hvs01	Hs01	GPCA	8472	3931	17.039417465173027
Hvs01	Hs01	GPCA	100066358	1611	17.2114002333737
Hvs01	RRS	GPCA	100015815	2931	11.516703518629011
Hvs01	RRS	GPCA	9661	54465	13.005119599063612
Hvs01	Hs01	GPCA	71628	8141	12.032535593464956
Hvs01	RRS	GPCA	6693	5225	11.183430025348468
Hvs01	RRS	GPCA	12355	2364	14.982488849998983
Hvs01	Hs01	GPCA	4623	7142	11.803340295821492
Hvs01	Lit-BM	GPCA	48	11100	13.64728387329475
Hvs01	Lit-BM	GPCA	1689	4956	13.620585805505577
Hvs01	RRS	GPCA	13230	53695	10.567349147010123
Hvs01	Hs01	GPCA	4067	14708	21.105322053823528
Hvs01	RRS	GPCA	5331	55793	13.98580273592894
Hvs01	RRS	GPCA	10043	13500	14.095781337699396
Hvs01	Lit-BM	GPCA	107	14170	13.474782295824522
Hvs02	RRS	GPCA	11518	13085	10.878050912728536
Hvs02	Hs02	GPCA	1155	7845	10.954923292030319
Hvs02	Hs02	GPCA	100064142	4727	11.003517912108602
Hvs02	RRS	GPCA	7303	55713	11.564149489985732
Hvs02	Hs02	GPCA	1843	9746	10.466586337719246
Hvs02	Hs02	GPCA	7896	1863	11.150381968817848
Hvs02	RRS	GPCA	5556	10682	9.348728154231079
Hvs02	Hs02	GPCA	6326	9485	14.924858885802603
Hvs02	RRS	GPCA	1380	3268	10.624795455860237
Hvs02	Lit-BM	GPCA	4613	4262	14.107298821634462
Hvs02	Lit-BM	GPCA	10493	53077	9.710806433699352
Hvs02	RRS	GPCA	4311	72034	9.493855449240824
Hvs02	RRS	GPCA	6471	100068200	15.06183525130698
Hvs02	RRS	GPCA	4354	10945	9.303780748177104
Hvs02	RRS	GPCA	9321	53448	12.919235786028349
Hvs02	RRS	GPCA	1429	100066558	9.734709620225837
Hvs02	Hs02	GPCA	12438	7698	9.479780264029099
Hvs02	Hs02	GPCA	10781	13600	10.154818109052105
Hvs02	Hs02	GPCA	10352	3197	13.324743110494415
Hvs02	RRS	GPCA	53002	12395	9.586839787961827
Hvs02	Hs02	GPCA	56684	2241	11.80775740358927
Hvs02	Lit-BM	GPCA	14592	14592	13.228818690495881
Hvs02	Lit-BM	GPCA	54905	56067	9.451211111832329
Hvs02	Hs02	GPCA	53860	6877	9.333155350310617
Hvs02	Hs02	GPCA	5143	14273	12.534546067459994
Hvs02	Hs02	GPCA	56278	55237	9.949826710759112
Hvs02	Lit-BM	GPCA	54150	3368	9.4655664048094
Hvs02	Hs02	GPCA	5926	12260	16.03606626517884
Hvs02	RRS	GPCA	5940	6785	9.573647187493323
Hvs02	Hs02	GPCA	72096	8121	9.172427508645484
Hvs02	Hs02	GPCA	55625	14983	9.970105890612182
Hvs02	Lit-BM	GPCA	34	11996	13.485326189240524
Hvs02	Lit-BM	GPCA	6997	53045	9.271463027904375
Hvs02	Hs02	GPCA	1074	12230	9.047123912114026
Hvs02	Lit-BM	GPCA	4004	6835	15.14433959124784
Hvs02	Lit-BM	GPCA	71168	13227	10.118941072723509
Hvs02	Lit-BM	GPCA	14754	11285	8.823367240046236
Hvs02	Hs02	GPCA	5359	3021	9.573647187493323
Hvs02	Lit-BM	GPCA	56225	100069132	9.888743248898258
Hvs02	RRS	GPCA	6009	71041	11.776844232402167
Hvs02	RRS	GPCA	8456	53817	9.845490050944376
Hvs02	Hs02	GPCA	10101	100002218	15.20250649141205
Hvs02	RRS	GPCA	13643	100068986	9.287712379549449
Hvs02	RRS	GPCA	1803	2060	10.163649676015826
Hvs02	RRS	GPCA	71170	1190	9.4655664048094
Hvs02	Hs02	GPCA	70948	5473	9.379378367071263
Hvs02	Lit-BM	GPCA	2633	54816	12.771283119641005
Hvs02	RRS	GPCA	100002398	1287	10.349834091457248
Hvs02	Hs02	GPCA	55230	4798	9.661778097771988
Hvs02	Hs02	GPCA	100064148	53595	9.066089190457772
Hvs02	RRS	GPCA	70737	5526	11.874981347653776
Hvs02	RRS	GPCA	11905	12007	8.823367240046236
Hvs02	Hs02	GPCA	70025	9144	9.612868497291041
Hvs02	Lit-BM	GPCA	5484	3722	10.03754695396218
Hvs02	Hs02	GPCA	54082	70025	10.371776644337924
Hvs02	RRS	GPCA	5752	4345	11.97692206785108
Hvs02	Hs02	GPCA	100014378	54190	15.655195277688318
Hvs02	Hs02	GPCA	268	268	17.589892492202736
Hvs02	Hs02	GPCA	11110	279	12.606173844717032
Hvs02	Hs02	GPCA	56717	4406	9.100662339005199
Hvs02	Hs02	GPCA	812	2421	9.13699111208023
Hvs02	RRS	GPCA	54394	100015498	10.271463027904375
Hvs02	RRS	GPCA	6880	2183	11.145932145820517
Hvs02	Lit-BM	GPCA	3267	2778	11.197830998012197
Hvs02	Lit-BM	GPCA	71587	71704	10.246740598493144
Hvs02	RRS	GPCA	56762	9556	9.493855449240824
Hvs02	RRS	GPCA	12621	100066558	9.221587121264806
Hvs02	Hs02	GPCA	10715	2261	10.027905996569885
Hvs02	Lit-BM	GPCA	14597	14754	10.401946123976536
Hvs02	Lit-BM	GPCA	7980	7980	12.24733417802873
Hvs02	RRS	GPCA	14825	55179	9.599912842187129
Hvs02	RRS	GPCA	71100	12691	12.781154770695862
Hvs02	RRS	GPCA	71329	990	9.100662339005199
Hvs02	Hs02	GPCA	100064144	55237	11.283667167491501
Hvs02	Hs02	GPCA	72096	100016059	9.379378367071263
Hvs02	RRS	GPCA	14956	56559	10.674192268145685
Hvs02	RRS	GPCA	5811	2949	9.066089190457772
Hvs02	RRS	GPCA	12355	2364	12.312882955284357
Hvs02	Lit-BM	GPCA	1689	4956	9.364134655008051
Hvs02	RRS	GPCA	53695	13230	9.082149041353873
Hvs02	Hs02	GPCA	56106	100015815	9.960001932068081
Hvs02	RRS	GPCA	55793	5331	11.773963368433558
Hvs02	Hs02	GPCA	2396	570	13.580611894994322
Hvs02	Hs02	GPCA	2427	6865	10.692615501694581
Hvs02	Lit-BM	GPCA	107	14170	8.88874324889826
Hvs02	Hs02	GPCA	56442	10057	11.357002092264985
Hvs02	Hs02	GPCA	6060	9637	11.051208940914766
Hvs02	RRS	GPCA	54914	11525	9.303780748177104
Hvs02	RRS	GPCA	55723	1156	9.929258408636974
Hvs02	RRS	GPCA	7240	5373	12.529674561764642
Hvs02	RRS	GPCA	8467	54279	9.379378367071263
Hvs02	Hs02	GPCA	5434	1227	9.674192268145685
Hvs02	RRS	GPCA	9862	4139	9.319672120946995
Hvs02	RRS	GPCA	12144	11738	10.295768934420508
Hvs02	RRS	GPCA	13673	14692	12.729620743553038
Hvs02	RRS	GPCA	1890	2248	9.172427508645484
Hvs02	Hs02	GPCA	197	10868	12.828136484194108
Hvs02	Lit-BM	GPCA	3715	7589	14.369938078676967
Hvs02	RRS	GPCA	53851	56125	10.018200178813226
Hvs02	Lit-BM	GPCA	752	71056	11.210062483240232
Hvs02	Hs02	GPCA	14087	100015253	14.885458064968894
Hvs02	RRS	GPCA	11672	6472	10.231221180711186
Hvs02	Lit-BM	GPCA	13177	6492	9.612868497291041
Hvs02	Lit-BM	GPCA	6555	14287	9.172427508645484
Hvs02	RRS	GPCA	1484	70228	10.092757140919852
Hvs02	Lit-BM	GPCA	915	1045	9.082149041353873
Hvs02	Hs02	GPCA	55588	14679	10.53430288245463
Hvs02	Lit-BM	GPCA	966	53590	9.238404739325079
Hvs02	Hs02	GPCA	5143	14719	9.899356922923111
Hvs02	RRS	GPCA	40080752	72094	9.722807531169547
Hvs02	RRS	GPCA	56794	14943	9.85642552862553
Hvs02	Hs02	GPCA	100014419	3952	14.25502856981873
Hvs02	Hs02	GPCA	100066353	100014378	14.934059394900794
Hvs02	Hs02	GPCA	100000407	442	10.145932145820517
Hvs02	Lit-BM	GPCA	7587	48	12.595024318613639
Hvs02	RRS	GPCA	5242	100069100	10.541096615349524
Hvs02	RRS	GPCA	13164	14061	9.768184324776927
Hvs02	RRS	GPCA	56403	8219	11.695663296788021
Hvs02	Hs02	GPCA	7055	100002000	11.469641817239516
Hvs02	Lit-BM	GPCA	2403	13442	11.189206834597025
Hvs02	RRS	GPCA	9998	100070320	10.083479327331842
Hvs02	Hs02	GPCA	7219	4671	10.401946123976536
Hvs02	RRS	GPCA	5998	8684	11.222794902868111
Hvs02	Lit-BM	GPCA	9628	107	10.527477006060396
Hvs02	Hs02	GPCA	14498	10057	9.4241662888181
Hvs02	RRS	GPCA	52732	5358	12.255323690008138
Hvs02	Hs02	GPCA	100064009	56285	14.363792549047167
Hvs02	Hs02	GPCA	100014491	4727	11.570804437724497
Hvs02	Lit-BM	GPCA	100011238	1180	10.762382038710394
Hvs02	Hs02	GPCA	6138	56717	11.115043650161711
Hvs02	RRS	GPCA	8655	100066372	11.291170699321862
Hvs02	RRS	GPCA	11743	14353	9.970105890612182
Hvs02	Lit-BM	GPCA	100015528	53326	13.302353326431204
Hvs02	Hs02	GPCA	71959	8787	10.401946123976536
Hvs02	RRS	GPCA	70782	53597	14.686336376267196
Hvs02	RRS	GPCA	5542	100063965	13.287568102831404
Hvs02	Hs02	GPCA	56798	71959	9.649256177517314
Hvs02	Hs02	GPCA	10460	52678	13.396337194231098
Hvs02	Lit-BM	GPCA	10876	2697	9.802516365121223
Hvs02	RRS	GPCA	11743	6364	10.318542809702723
Hvs02	RRS	GPCA	100014718	53812	9.899356922923111
Hvs02	Hs02	GPCA	70264	2000	16.89373998056486
Hvs02	Hs02	GPCA	54463	6440	16.203195037381267
Hvs02	Lit-BM	GPCA	229	71133	9.189824558880018
Hvs02	Hs02	GPCA	5628	55237	9.066089190457772
Hvs02	RRS	GPCA	3177	70995	10.656424863277781
Hvs02	Hs02	GPCA	3180	6963	12.84842733402393
Hvs02	RRS	GPCA	2119	5477	9.047123912114026
Hvs02	Hs02	GPCA	13118	1454	10.101975670949232
Hvs02	RRS	GPCA	71389	5010	9.189824558880018
Hvs02	RRS	GPCA	5848	7019	9.221587121264806
Hvs02	RRS	GPCA	54813	100002644	9.493855449240824
Hvs02	Hs02	GPCA	9746	3364	12.386940245324311
Hvs02	RRS	GPCA	6884	9881	11.295194955880655
Hvs02	Lit-BM	GPCA	70281	9637	11.911391987843459
Hvs02	RRS	GPCA	71950	8022	9.586839787961827
Hvs02	Hs02	GPCA	56644	11060	9.960001932068081
Hvs02	Hs02	GPCA	55264	100064148	10.101975670949232
Hvs02	RRS	GPCA	100069903	72204	11.507794640198696
Hvs02	RRS	GPCA	430	12387	9.535275376620804
Hvs02	RRS	GPCA	100014563	11148	11.473198383677529
Hvs02	Hs02	GPCA	14958	71493	11.818582177480858
Hvs02	RRS	GPCA	52994	15055	9.939579214314692
Hvs02	Hs02	GPCA	3982	12260	15.57565741819397
Hvs02	Lit-BM	GPCA	4623	53934	9.586839787961827
Hvs02	RRS	GPCA	56174	71113	9.394462694610317
Hvs02	RRS	GPCA	4750	4075	9.960001932068081
Hvs02	RRS	GPCA	570	52919	12.719174882328078
Hvs02	RRS	GPCA	4101	11361	11.267371931265274
Hvs02	RRS	GPCA	11526	12787	14.24175975889037
Hvs02	Lit-BM	GPCA	71566	4115	11.279610581052484
Hvs02	Lit-BM	GPCA	7684	2483	10.993646060016596
Hvs02	Hs02	GPCA	2533	53281	9.047123912114026
Hvs02	Hs02	GPCA	13662	100062463	9.791162888555018
Hvs02	RRS	GPCA	53185	1844	9.722807531169547
Hvs02	Lit-BM	GPCA	6221	100061562	9.451211111832329
Hvs02	Hs02	GPCA	152	12853	9.271463027904375
Hvs02	RRS	GPCA	10163	682	10.486835021563051
Hvs02	RRS	GPCA	1891	6802	9.25502856981873
Hvs02	Hs02	GPCA	199	53212	12.410981267043798
Hvs02	Hs02	GPCA	1317	12339	14.517484857014898
Hvs02	Hs02	GPCA	14015	70025	9.722807531169547
Hvs02	Hs02	GPCA	12260	234	9.4093909361377
Hvs02	Hs02	GPCA	3392	3156	10.4797802640291
Hvs02	RRS	GPCA	53943	7647	9.451211111832329
Hvs02	Hs02	GPCA	8955	824	9.238404739325079
Hvs02	Lit-BM	GPCA	56886	1485	9.394462694610317
Hvs02	RRS	GPCA	72095	10864	9.333155350310617
Hvs02	Lit-BM	GPCA	54902	5109	9.333155350310617
Hvs02	Hs02	GPCA	54975	4516	10.507794640198696
Hvs02	Hs02	GPCA	12706	956	9.698704666770345
Hvs02	RRS	GPCA	55724	2861	10.547858506058418
Hvs02	RRS	GPCA	56409	6899	9.348728154231079
Hvs02	Hs02	GPCA	55237	100015161	10.326429487122304
Hvs02	RRS	GPCA	431	53630	9.4093909361377
Hvs02	Hs02	GPCA	100014573	100014396	15.369392868205784
Hvs02	Hs02	GPCA	55871	56717	9.834471049984222
Hvs02	RRS	GPCA	3997	71224	9.118941072723507
Hvs02	Hs02	GPCA	4997	1684	14.099430003540425
Hvs02	Hs02	GPCA	3021	100067112	9.599912842187129
Hvs02	Hs02	GPCA	100000476	13286	9.333155350310617
