ensembl_gene_id_a	ensembl_gene_id_b	n_publications	n_methods	n_evidences
ENSG00000085733	ENSG00000106299	1	2	2
ENSG00000085733	ENSG00000115935	1	3	3
ENSG00000108599	ENSG00000174827	1	2	2
ENSG00000101665	ENSG00000121022	1	4	4
ENSG00000085733	ENSG00000177301	2	2	2
ENSG00000185825	ENSG00000185825	3	2	3
ENSG00000109062	ENSG00000174827	1	2	2
ENSG00000171791	ENSG00000185825	1	3	3
ENSG00000067182	ENSG00000204209	1	2	2
ENSG00000085733	ENSG00000241794	1	2	2
ENSG00000160801	ENSG00000168036	1	2	2
ENSG00000142192	ENSG00000185825	1	2	2
ENSG00000185825	ENSG00000206503	2	2	2
ENSG00000107175	ENSG00000121022	1	2	2
ENSG00000113456	ENSG00000121022	1	2	2
ENSG00000079805	ENSG00000085733	1	4	4
ENSG00000133107	ENSG00000144935	2	2	3
ENSG00000137601	ENSG00000188906	2	1	2
ENSG00000135679	ENSG00000243678	1	2	2
ENSG00000147044	ENSG00000169439	2	3	3
ENSG00000110148	ENSG00000179295	1	3	3
ENSG00000196470	ENSG00000198300	1	2	2
ENSG00000141510	ENSG00000149273	1	3	3
ENSG00000157601	ENSG00000157601	1	2	2
ENSG00000033800	ENSG00000157601	2	1	2
ENSG00000127191	ENSG00000198300	1	2	2
ENSG00000169047	ENSG00000179295	4	4	5
ENSG00000087086	ENSG00000205155	1	2	2
ENSG00000181788	ENSG00000198300	1	2	2
ENSG00000125498	ENSG00000179295	1	2	2
ENSG00000101773	ENSG00000196470	2	3	3
ENSG00000111704	ENSG00000184634	1	2	2
ENSG00000101773	ENSG00000159692	5	4	7
ENSG00000101773	ENSG00000103479	3	2	4
ENSG00000101773	ENSG00000143013	3	2	4
ENSG00000091831	ENSG00000125686	4	3	7
ENSG00000138685	ENSG00000169439	2	2	2
ENSG00000132256	ENSG00000177889	2	3	3
ENSG00000139352	ENSG00000196628	1	3	3
ENSG00000077782	ENSG00000178394	2	6	7
ENSG00000077782	ENSG00000138685	10	9	11
ENSG00000077782	ENSG00000077782	5	3	5
ENSG00000076555	ENSG00000159267	1	3	3
ENSG00000107779	ENSG00000107779	2	2	2
ENSG00000159267	ENSG00000159267	1	2	2
ENSG00000131788	ENSG00000204713	1	2	2
ENSG00000132256	ENSG00000161057	1	3	3
ENSG00000178726	ENSG00000180210	3	2	3
ENSG00000082701	ENSG00000151746	1	4	4
ENSG00000131788	ENSG00000187098	2	2	3
ENSG00000107779	ENSG00000125845	9	7	14
ENSG00000169439	ENSG00000169439	3	4	4
ENSG00000107779	ENSG00000125378	3	2	3
ENSG00000136603	ENSG00000141027	3	3	4
ENSG00000012048	ENSG00000101773	20	6	25
ENSG00000105426	ENSG00000153707	1	2	2
ENSG00000145147	ENSG00000169855	1	2	2
ENSG00000105221	ENSG00000154447	2	3	3
ENSG00000080815	ENSG00000080815	4	4	4
ENSG00000154447	ENSG00000181788	1	2	2
ENSG00000101966	ENSG00000132530	4	3	5
ENSG00000132530	ENSG00000181788	1	2	2
ENSG00000002834	ENSG00000159840	2	3	4
ENSG00000080815	ENSG00000143106	1	2	2
ENSG00000080815	ENSG00000147403	1	2	2
ENSG00000274276	ENSG00000274276	4	2	4
ENSG00000072786	ENSG00000072786	1	3	3
ENSG00000105426	ENSG00000131626	2	2	3
ENSG00000101773	ENSG00000132646	1	2	2
ENSG00000124164	ENSG00000131748	2	2	2
ENSG00000101773	ENSG00000139687	4	3	5
ENSG00000006634	ENSG00000073111	2	2	2
ENSG00000179295	ENSG00000243772	1	2	2
ENSG00000006634	ENSG00000166508	2	2	2
ENSG00000145147	ENSG00000145147	1	2	2
ENSG00000051108	ENSG00000154447	1	3	3
ENSG00000083857	ENSG00000154447	1	2	2
ENSG00000006634	ENSG00000097046	5	4	6
ENSG00000100888	ENSG00000129691	2	4	4
ENSG00000071564	ENSG00000139352	1	2	2
ENSG00000080815	ENSG00000196924	1	2	2
ENSG00000077782	ENSG00000113578	9	6	9
ENSG00000084234	ENSG00000113108	2	2	2
ENSG00000147889	ENSG00000175029	1	2	2
ENSG00000110693	ENSG00000175029	1	2	2
ENSG00000136997	ENSG00000158941	3	6	7
ENSG00000071655	ENSG00000230522	1	2	2
ENSG00000122515	ENSG00000131788	1	2	2
ENSG00000102901	ENSG00000161888	1	2	2
ENSG00000102349	ENSG00000175029	1	2	2
ENSG00000140443	ENSG00000179295	3	4	4
ENSG00000131788	ENSG00000162676	1	2	2
ENSG00000131788	ENSG00000140836	1	2	2
ENSG00000010017	ENSG00000121022	1	2	2
ENSG00000125686	ENSG00000186350	2	2	2
ENSG00000162761	ENSG00000162761	2	2	2
ENSG00000134265	ENSG00000135631	1	2	2
ENSG00000113721	ENSG00000179295	9	9	9
ENSG00000071564	ENSG00000162761	1	2	2
ENSG00000160200	ENSG00000160200	4	3	4
ENSG00000011275	ENSG00000137275	3	2	4
ENSG00000141582	ENSG00000175029	1	2	2
ENSG00000131788	ENSG00000173039	2	3	3
ENSG00000164109	ENSG00000164109	5	5	12
ENSG00000147459	ENSG00000155849	2	2	2
ENSG00000010017	ENSG00000138185	1	3	3
ENSG00000010017	ENSG00000102226	1	2	2
ENSG00000117399	ENSG00000164109	54	9	55
ENSG00000092841	ENSG00000112164	1	2	2
ENSG00000106799	ENSG00000163513	8	3	8
ENSG00000010017	ENSG00000132341	2	2	2
ENSG00000135631	ENSG00000185236	2	2	2
ENSG00000139329	ENSG00000157227	2	2	3
ENSG00000131788	ENSG00000141644	1	3	3
ENSG00000103479	ENSG00000135249	1	2	2
ENSG00000165240	ENSG00000177556	2	2	3
ENSG00000086827	ENSG00000135249	2	2	3
ENSG00000165240	ENSG00000173221	1	2	2
ENSG00000005961	ENSG00000005961	3	4	6
ENSG00000010017	ENSG00000131899	1	2	2
ENSG00000005961	ENSG00000259207	6	6	7
ENSG00000175029	ENSG00000175029	2	2	2
ENSG00000071051	ENSG00000125266	2	2	3
ENSG00000131788	ENSG00000182568	2	1	2
ENSG00000033178	ENSG00000159202	5	3	6
ENSG00000111424	ENSG00000125686	5	3	6
ENSG00000125686	ENSG00000131759	4	4	5
ENSG00000160789	ENSG00000277258	1	2	2
ENSG00000136574	ENSG00000169946	3	3	4
ENSG00000090975	ENSG00000120899	1	2	2
ENSG00000131788	ENSG00000188612	2	2	3
ENSG00000115414	ENSG00000137801	3	2	3
ENSG00000141552	ENSG00000150991	2	2	2
ENSG00000131788	ENSG00000149948	1	2	2
ENSG00000169946	ENSG00000175029	2	2	3
ENSG00000159202	ENSG00000213886	2	3	3
ENSG00000011275	ENSG00000189013	1	2	2
ENSG00000125686	ENSG00000126351	6	3	7
ENSG00000139220	ENSG00000142949	1	2	2
ENSG00000118971	ENSG00000277258	1	3	3
ENSG00000116030	ENSG00000131788	2	2	3
ENSG00000102145	ENSG00000169946	1	2	2
ENSG00000111652	ENSG00000166200	5	3	5
ENSG00000164867	ENSG00000168036	1	2	2
ENSG00000117461	ENSG00000121879	4	4	4
ENSG00000136536	ENSG00000177889	3	3	4
ENSG00000071564	ENSG00000115738	5	5	8
ENSG00000115738	ENSG00000196628	4	2	4
ENSG00000115738	ENSG00000129152	2	2	3
ENSG00000162105	ENSG00000170579	2	2	3
ENSG00000111707	ENSG00000174744	2	2	3
ENSG00000078140	ENSG00000136536	3	2	3
ENSG00000073584	ENSG00000174744	1	2	2
ENSG00000166913	ENSG00000175727	1	2	2
ENSG00000109118	ENSG00000169375	2	4	4
ENSG00000113083	ENSG00000152894	1	3	3
ENSG00000085733	ENSG00000162105	1	2	2
ENSG00000129515	ENSG00000137193	2	3	3
ENSG00000141738	ENSG00000143933	1	2	2
ENSG00000141738	ENSG00000160014	1	2	2
ENSG00000141738	ENSG00000198668	1	2	2
ENSG00000088387	ENSG00000183091	1	2	2
ENSG00000160014	ENSG00000183873	3	2	3
ENSG00000143933	ENSG00000183873	3	2	3
ENSG00000183873	ENSG00000198668	3	2	3
ENSG00000069248	ENSG00000111581	9	9	12
ENSG00000109846	ENSG00000183873	1	2	2
ENSG00000150637	ENSG00000181847	1	2	2
ENSG00000139405	ENSG00000168214	2	4	4
ENSG00000070371	ENSG00000089006	1	2	2
ENSG00000109332	ENSG00000136536	1	2	2
ENSG00000183873	ENSG00000185238	1	2	2
ENSG00000115414	ENSG00000115414	5	5	7
ENSG00000089006	ENSG00000186111	2	2	3
ENSG00000089006	ENSG00000187741	1	2	2
ENSG00000106829	ENSG00000196092	2	2	3
ENSG00000136536	ENSG00000186868	1	3	3
ENSG00000129515	ENSG00000174744	1	3	3
ENSG00000123240	ENSG00000129515	1	2	2
ENSG00000163516	ENSG00000165280	2	2	3
ENSG00000123609	ENSG00000174744	1	2	2
ENSG00000101665	ENSG00000108854	14	4	16
ENSG00000117461	ENSG00000148735	1	4	4
ENSG00000131507	ENSG00000171862	3	2	3
ENSG00000181885	ENSG00000184292	1	2	2
ENSG00000100380	ENSG00000180871	1	2	2
ENSG00000169375	ENSG00000177426	1	2	2
ENSG00000163347	ENSG00000184292	1	2	2
ENSG00000067066	ENSG00000067066	1	2	2
ENSG00000162407	ENSG00000198561	1	2	2
ENSG00000109906	ENSG00000169375	4	3	5
ENSG00000116329	ENSG00000169252	1	2	2
ENSG00000059728	ENSG00000169375	5	3	6
ENSG00000108854	ENSG00000166949	9	7	13
ENSG00000021300	ENSG00000186908	1	2	2
ENSG00000141027	ENSG00000172819	1	2	2
ENSG00000086589	ENSG00000171867	1	2	2
ENSG00000153201	ENSG00000185345	1	5	5
ENSG00000140464	ENSG00000141027	2	2	3
ENSG00000009413	ENSG00000116670	8	7	13
ENSG00000116670	ENSG00000122705	1	2	2
ENSG00000082175	ENSG00000091831	3	5	7
ENSG00000116329	ENSG00000116329	1	2	2
ENSG00000140464	ENSG00000179348	1	2	2
ENSG00000100401	ENSG00000153201	5	3	5
ENSG00000102606	ENSG00000161681	1	2	2
ENSG00000161681	ENSG00000179526	1	2	2
ENSG00000161681	ENSG00000175866	1	3	3
ENSG00000141738	ENSG00000165731	1	2	2
ENSG00000161681	ENSG00000161681	2	3	3
ENSG00000111252	ENSG00000196924	1	2	2
ENSG00000142856	ENSG00000182979	1	2	2
ENSG00000142856	ENSG00000145386	1	2	2
ENSG00000039068	ENSG00000130402	1	2	2
ENSG00000142856	ENSG00000186350	1	2	2
ENSG00000126351	ENSG00000142856	2	2	4
ENSG00000039068	ENSG00000186111	2	2	2
ENSG00000077522	ENSG00000177791	1	2	2
ENSG00000142856	ENSG00000259207	2	2	3
ENSG00000140464	ENSG00000140464	9	5	9
ENSG00000141738	ENSG00000171105	1	2	2
ENSG00000039068	ENSG00000198561	17	7	19
ENSG00000141736	ENSG00000141738	4	5	5
ENSG00000070159	ENSG00000183873	1	2	2
ENSG00000117461	ENSG00000134198	1	3	3
ENSG00000069248	ENSG00000117724	1	2	2
ENSG00000132256	ENSG00000132256	14	6	16
ENSG00000132535	ENSG00000141736	1	2	2
ENSG00000173991	ENSG00000184990	1	2	2
ENSG00000113758	ENSG00000171862	2	3	3
ENSG00000146648	ENSG00000149177	2	3	3
ENSG00000043591	ENSG00000132535	2	3	3
ENSG00000175582	ENSG00000185963	2	2	3
ENSG00000156273	ENSG00000156273	2	2	2
ENSG00000121236	ENSG00000132256	2	2	2
ENSG00000104892	ENSG00000128245	2	3	3
ENSG00000132535	ENSG00000177301	1	2	2
ENSG00000132535	ENSG00000182255	9	6	13
ENSG00000130037	ENSG00000132535	3	3	4
ENSG00000104365	ENSG00000111652	1	2	2
ENSG00000171867	ENSG00000213782	1	2	2
ENSG00000076864	ENSG00000127314	1	2	2
ENSG00000046651	ENSG00000175792	1	2	2
ENSG00000102882	ENSG00000149177	2	4	4
ENSG00000084234	ENSG00000166313	3	3	3
ENSG00000100030	ENSG00000149177	1	4	4
ENSG00000080815	ENSG00000131095	1	2	2
ENSG00000054523	ENSG00000132535	1	2	2
ENSG00000008018	ENSG00000080815	1	2	2
ENSG00000132535	ENSG00000170579	7	5	9
ENSG00000132535	ENSG00000147044	1	2	2
ENSG00000132535	ENSG00000185359	1	2	2
ENSG00000132535	ENSG00000155760	1	2	2
ENSG00000151746	ENSG00000175582	3	2	6
ENSG00000116678	ENSG00000179295	2	2	2
ENSG00000125753	ENSG00000159840	2	2	3
ENSG00000112038	ENSG00000159840	1	2	2
ENSG00000175203	ENSG00000185963	2	3	3
ENSG00000177885	ENSG00000179295	15	6	15
ENSG00000132256	ENSG00000258659	2	2	2
ENSG00000005156	ENSG00000140398	1	3	3
ENSG00000089250	ENSG00000132535	2	3	3
ENSG00000072110	ENSG00000159840	2	2	3
ENSG00000135324	ENSG00000170262	2	2	2
ENSG00000122180	ENSG00000129170	2	2	2
ENSG00000141738	ENSG00000154928	1	2	2
ENSG00000078114	ENSG00000159840	1	2	2
ENSG00000132535	ENSG00000183454	6	6	10
ENSG00000035403	ENSG00000173402	1	2	2
ENSG00000101457	ENSG00000107447	1	2	2
ENSG00000164305	ENSG00000187323	1	2	2
ENSG00000148737	ENSG00000168036	22	5	27
ENSG00000131023	ENSG00000159840	1	3	3
ENSG00000080815	ENSG00000136068	1	3	3
ENSG00000152818	ENSG00000173402	2	2	3
ENSG00000004939	ENSG00000147889	1	2	2
ENSG00000150672	ENSG00000273079	2	2	2
ENSG00000173402	ENSG00000173402	1	2	2
ENSG00000170579	ENSG00000264364	1	2	2
ENSG00000144554	ENSG00000172977	1	2	2
ENSG00000135446	ENSG00000147883	7	7	10
ENSG00000031823	ENSG00000180198	2	2	3
ENSG00000080815	ENSG00000198561	1	2	2
ENSG00000072110	ENSG00000173402	1	2	2
ENSG00000173402	ENSG00000198947	3	3	3
ENSG00000129152	ENSG00000129170	2	3	3
ENSG00000135324	ENSG00000135324	2	2	2
ENSG00000183765	ENSG00000183765	8	5	13
ENSG00000127314	ENSG00000237441	2	2	3
ENSG00000132535	ENSG00000241794	1	2	2
ENSG00000149177	ENSG00000149177	3	4	4
ENSG00000100097	ENSG00000170017	1	3	3
ENSG00000131981	ENSG00000170017	2	3	3
ENSG00000013725	ENSG00000170017	2	3	3
ENSG00000115966	ENSG00000171794	1	2	2
ENSG00000080815	ENSG00000171791	1	2	2
ENSG00000124209	ENSG00000131381	1	2	2
ENSG00000139719	ENSG00000215305	5	6	9
ENSG00000102189	ENSG00000124209	1	2	2
ENSG00000150093	ENSG00000173402	1	2	2
ENSG00000148737	ENSG00000183283	1	2	2
ENSG00000124334	ENSG00000164924	1	3	3
ENSG00000115053	ENSG00000135679	4	4	6
ENSG00000010017	ENSG00000106799	1	2	2
ENSG00000134982	ENSG00000168036	22	7	25
ENSG00000112039	ENSG00000221829	5	4	6
ENSG00000112039	ENSG00000187741	13	4	14
ENSG00000100644	ENSG00000172046	1	2	2
ENSG00000112039	ENSG00000158169	11	5	17
ENSG00000112039	ENSG00000144554	9	4	13
ENSG00000183161	ENSG00000221829	9	6	13
ENSG00000183161	ENSG00000187741	18	4	19
ENSG00000119729	ENSG00000171219	1	2	2
ENSG00000114315	ENSG00000183161	1	2	2
ENSG00000114315	ENSG00000115392	1	2	2
ENSG00000115392	ENSG00000181544	2	2	2
ENSG00000100644	ENSG00000197063	1	2	2
ENSG00000104343	ENSG00000115392	3	3	4
ENSG00000077152	ENSG00000115392	8	4	11
ENSG00000127955	ENSG00000159788	2	3	3
ENSG00000100644	ENSG00000133794	1	2	2
ENSG00000127955	ENSG00000169220	5	5	6
ENSG00000112039	ENSG00000183161	6	3	7
ENSG00000127955	ENSG00000170989	1	2	2
ENSG00000177302	ENSG00000178966	5	4	5
ENSG00000132792	ENSG00000132792	1	2	2
ENSG00000134853	ENSG00000197461	5	5	6
ENSG00000113140	ENSG00000168542	2	3	3
ENSG00000110092	ENSG00000213639	1	2	2
ENSG00000100311	ENSG00000134853	6	4	7
ENSG00000076242	ENSG00000119684	2	2	2
ENSG00000134853	ENSG00000146648	2	4	4
ENSG00000109062	ENSG00000134853	1	2	2
ENSG00000112576	ENSG00000213639	1	2	2
ENSG00000070831	ENSG00000171219	1	2	2
ENSG00000132305	ENSG00000166579	1	3	3
ENSG00000096384	ENSG00000100644	4	4	6
ENSG00000131351	ENSG00000147874	2	3	3
ENSG00000080824	ENSG00000100644	15	4	17
ENSG00000077009	ENSG00000147650	1	2	2
ENSG00000147650	ENSG00000204628	1	2	2
ENSG00000163041	ENSG00000171634	2	2	3
ENSG00000137309	ENSG00000153015	1	2	2
ENSG00000147650	ENSG00000157077	1	2	2
ENSG00000118655	ENSG00000132604	4	4	5
ENSG00000105618	ENSG00000132792	2	2	2
ENSG00000101400	ENSG00000115419	1	2	2
ENSG00000101400	ENSG00000165029	1	2	2
ENSG00000101400	ENSG00000188130	1	3	3
ENSG00000069966	ENSG00000127588	2	2	2
ENSG00000132475	ENSG00000171634	2	2	3
ENSG00000012048	ENSG00000213639	1	4	4
ENSG00000171634	ENSG00000275126	1	5	5
ENSG00000132109	ENSG00000196126	1	2	2
ENSG00000171634	ENSG00000278637	1	5	5
ENSG00000148400	ENSG00000172889	1	2	2
ENSG00000117152	ENSG00000127955	2	2	2
ENSG00000168646	ENSG00000177426	1	2	2
ENSG00000104435	ENSG00000182732	1	2	2
ENSG00000173894	ENSG00000274267	2	2	2
ENSG00000173894	ENSG00000277775	2	2	2
ENSG00000173894	ENSG00000275379	2	2	2
ENSG00000173894	ENSG00000274750	2	2	2
ENSG00000173894	ENSG00000273983	2	2	2
ENSG00000173894	ENSG00000275714	2	2	2
ENSG00000173894	ENSG00000278272	2	2	2
ENSG00000173894	ENSG00000278828	2	2	2
ENSG00000173894	ENSG00000197153	2	2	2
ENSG00000173894	ENSG00000197409	2	2	2
ENSG00000167995	ENSG00000167995	1	2	2
ENSG00000135299	ENSG00000168646	1	2	2
ENSG00000127955	ENSG00000171700	2	1	2
ENSG00000070756	ENSG00000120727	7	8	11
ENSG00000187778	ENSG00000254093	1	2	2
ENSG00000067606	ENSG00000117020	2	4	4
ENSG00000141736	ENSG00000173801	2	2	2
ENSG00000175602	ENSG00000187778	1	2	2
ENSG00000095752	ENSG00000163993	1	2	2
ENSG00000160678	ENSG00000163993	1	3	3
ENSG00000051523	ENSG00000158517	4	4	6
ENSG00000135679	ENSG00000137486	7	3	7
ENSG00000133961	ENSG00000135679	7	4	8
ENSG00000203618	ENSG00000203618	1	2	2
ENSG00000089050	ENSG00000139687	2	2	3
ENSG00000111641	ENSG00000187778	1	2	2
ENSG00000185245	ENSG00000203618	2	3	3
ENSG00000072401	ENSG00000135679	34	2	35
ENSG00000066135	ENSG00000139687	1	2	2
ENSG00000123933	ENSG00000242220	2	2	3
ENSG00000135486	ENSG00000188021	1	2	2
ENSG00000103549	ENSG00000139687	1	2	2
ENSG00000140682	ENSG00000142319	1	2	2
ENSG00000142319	ENSG00000145335	6	4	8
ENSG00000135679	ENSG00000160678	1	3	3
ENSG00000135679	ENSG00000149273	1	5	5
ENSG00000132002	ENSG00000135679	1	2	2
ENSG00000135679	ENSG00000196154	1	4	4
ENSG00000135679	ENSG00000196754	1	3	3
ENSG00000188428	ENSG00000196072	1	2	2
ENSG00000065559	ENSG00000141480	2	2	2
ENSG00000090020	ENSG00000187446	3	3	4
ENSG00000143164	ENSG00000167986	3	2	3
ENSG00000104517	ENSG00000120727	3	7	7
ENSG00000129474	ENSG00000161011	1	2	2
ENSG00000102265	ENSG00000135404	1	2	2
ENSG00000124762	ENSG00000135679	6	4	7
ENSG00000110436	ENSG00000129474	1	2	2
ENSG00000143164	ENSG00000169083	1	2	2
ENSG00000135679	ENSG00000147889	28	3	30
ENSG00000135679	ENSG00000141480	11	7	15
ENSG00000078140	ENSG00000135679	3	2	3
ENSG00000077782	ENSG00000115290	1	2	2
ENSG00000135679	ENSG00000161970	4	4	6
ENSG00000124664	ENSG00000167034	2	2	3
ENSG00000118046	ENSG00000132356	2	3	3
ENSG00000119487	ENSG00000164327	15	4	15
ENSG00000170473	ENSG00000171867	1	2	2
ENSG00000171791	ENSG00000213639	1	2	2
ENSG00000066777	ENSG00000173486	1	2	2
ENSG00000057593	ENSG00000117525	6	3	6
ENSG00000128271	ENSG00000149295	1	2	2
ENSG00000105856	ENSG00000139687	2	3	3
ENSG00000077942	ENSG00000142192	1	2	2
ENSG00000175792	ENSG00000183207	15	6	17
ENSG00000134853	ENSG00000134853	5	3	5
ENSG00000114993	ENSG00000120896	1	4	4
ENSG00000113721	ENSG00000134853	3	3	3
ENSG00000101266	ENSG00000112473	1	3	3
ENSG00000100644	ENSG00000143437	12	5	13
ENSG00000100644	ENSG00000134086	80	12	89
ENSG00000116815	ENSG00000116824	2	3	3
ENSG00000137672	ENSG00000138741	1	2	2
ENSG00000169689	ENSG00000175279	4	4	6
ENSG00000115290	ENSG00000171105	4	4	4
ENSG00000135679	ENSG00000171863	6	5	9
ENSG00000100644	ENSG00000100644	2	2	2
ENSG00000167657	ENSG00000167657	4	3	5
ENSG00000100644	ENSG00000103363	6	6	9
ENSG00000100644	ENSG00000154582	9	4	9
ENSG00000125691	ENSG00000135679	7	4	7
ENSG00000135679	ENSG00000142676	27	6	27
ENSG00000136997	ENSG00000140743	2	3	3
ENSG00000100442	ENSG00000135679	1	3	3
ENSG00000118046	ENSG00000175832	2	3	4
ENSG00000135679	ENSG00000135679	43	9	49
ENSG00000100644	ENSG00000135506	2	4	4
ENSG00000151725	ENSG00000166851	2	4	4
ENSG00000100393	ENSG00000100644	36	9	41
ENSG00000151725	ENSG00000178053	1	2	2
ENSG00000128591	ENSG00000170624	2	3	4
ENSG00000100644	ENSG00000135679	4	4	5
ENSG00000128271	ENSG00000128271	4	4	6
ENSG00000103769	ENSG00000135631	6	3	6
ENSG00000168283	ENSG00000204227	13	7	15
ENSG00000029534	ENSG00000168301	1	2	2
ENSG00000029534	ENSG00000112077	1	2	2
ENSG00000141582	ENSG00000204227	5	6	6
ENSG00000138778	ENSG00000138778	2	1	2
ENSG00000113558	ENSG00000138778	1	3	3
ENSG00000168036	ENSG00000169083	10	4	14
ENSG00000132646	ENSG00000166803	7	4	8
ENSG00000138778	ENSG00000156970	2	4	4
ENSG00000138778	ENSG00000187741	1	2	2
ENSG00000125686	ENSG00000131408	2	2	2
ENSG00000100865	ENSG00000164053	1	3	3
ENSG00000111652	ENSG00000198612	6	3	6
ENSG00000141736	ENSG00000168036	3	3	4
ENSG00000117399	ENSG00000133101	2	2	3
ENSG00000171634	ENSG00000197837	1	5	5
ENSG00000117724	ENSG00000166579	2	2	3
ENSG00000197253	ENSG00000197253	3	1	3
ENSG00000007168	ENSG00000166579	6	4	9
ENSG00000171634	ENSG00000197238	1	5	5
ENSG00000111652	ENSG00000121022	11	4	11
ENSG00000118260	ENSG00000139908	2	3	4
ENSG00000103495	ENSG00000171634	2	2	2
ENSG00000057593	ENSG00000057593	2	1	2
ENSG00000182326	ENSG00000182326	2	2	2
ENSG00000159403	ENSG00000182326	5	6	6
ENSG00000159403	ENSG00000159403	3	2	3
ENSG00000164327	ENSG00000167965	6	4	7
ENSG00000175467	ENSG00000198258	6	5	8
ENSG00000188021	ENSG00000188021	1	2	2
ENSG00000171634	ENSG00000274618	1	5	5
ENSG00000103275	ENSG00000182568	3	2	3
ENSG00000116030	ENSG00000182568	1	2	2
ENSG00000005075	ENSG00000182568	1	2	2
ENSG00000105329	ENSG00000163513	8	3	8
ENSG00000010017	ENSG00000104327	1	2	2
ENSG00000162521	ENSG00000179588	1	4	4
ENSG00000010017	ENSG00000105976	1	3	3
ENSG00000168036	ENSG00000196628	22	5	23
ENSG00000119699	ENSG00000163513	6	7	9
ENSG00000120885	ENSG00000163513	1	2	2
ENSG00000010017	ENSG00000169083	2	3	3
ENSG00000153767	ENSG00000197265	6	5	9
ENSG00000109758	ENSG00000166145	2	2	2
ENSG00000151694	ENSG00000164109	2	3	3
ENSG00000153827	ENSG00000168267	1	3	3
ENSG00000010017	ENSG00000167601	1	2	2
ENSG00000119396	ENSG00000135631	1	2	2
ENSG00000010017	ENSG00000143556	1	3	3
ENSG00000125686	ENSG00000132170	8	4	10
ENSG00000101266	ENSG00000111652	1	3	3
ENSG00000010017	ENSG00000112038	2	3	4
ENSG00000010017	ENSG00000151090	1	2	2
ENSG00000010017	ENSG00000160255	1	3	3
ENSG00000132698	ENSG00000135631	3	1	3
ENSG00000115129	ENSG00000211445	1	2	2
ENSG00000168036	ENSG00000182568	1	4	4
ENSG00000117139	ENSG00000176165	2	2	3
ENSG00000033800	ENSG00000182568	2	3	4
ENSG00000137672	ENSG00000157601	1	3	3
ENSG00000141582	ENSG00000182568	2	1	2
ENSG00000143207	ENSG00000173334	2	3	3
ENSG00000117139	ENSG00000198807	3	2	4
ENSG00000110876	ENSG00000174175	3	3	3
ENSG00000131747	ENSG00000168036	2	4	4
ENSG00000111752	ENSG00000277258	5	3	5
ENSG00000111752	ENSG00000168283	9	3	9
ENSG00000039068	ENSG00000168036	38	9	39
ENSG00000064655	ENSG00000128266	1	2	2
ENSG00000120049	ENSG00000120049	1	2	2
ENSG00000010017	ENSG00000132155	2	2	2
ENSG00000010017	ENSG00000113580	1	2	2
ENSG00000111652	ENSG00000168090	9	4	9
ENSG00000010017	ENSG00000141510	2	2	2
ENSG00000130706	ENSG00000188021	3	3	4
ENSG00000099326	ENSG00000171222	1	2	2
ENSG00000083307	ENSG00000158055	1	2	2
ENSG00000163993	ENSG00000163993	3	3	5
ENSG00000204227	ENSG00000204227	2	3	3
ENSG00000171634	ENSG00000276180	1	5	5
ENSG00000167004	ENSG00000179218	2	2	3
ENSG00000140463	ENSG00000204843	2	2	3
ENSG00000171634	ENSG00000276966	1	5	5
ENSG00000163141	ENSG00000171791	1	2	2
ENSG00000163141	ENSG00000240972	2	2	3
ENSG00000171634	ENSG00000277157	1	5	5
ENSG00000171634	ENSG00000273542	1	5	5
ENSG00000072315	ENSG00000144935	2	2	2
ENSG00000132109	ENSG00000132109	9	4	9
ENSG00000072315	ENSG00000197457	1	2	2
ENSG00000072315	ENSG00000133107	1	2	2
ENSG00000171634	ENSG00000270276	1	5	5
ENSG00000116128	ENSG00000168036	2	3	3
ENSG00000109339	ENSG00000127564	1	3	3
ENSG00000107643	ENSG00000127564	1	3	3
ENSG00000103126	ENSG00000168036	20	5	24
ENSG00000175084	ENSG00000260596	1	2	2
ENSG00000106333	ENSG00000166710	2	5	5
ENSG00000106333	ENSG00000182871	1	2	2
ENSG00000130402	ENSG00000168036	2	3	3
ENSG00000127445	ENSG00000127564	1	2	2
ENSG00000160305	ENSG00000163430	1	4	4
ENSG00000134363	ENSG00000160305	1	2	2
ENSG00000117400	ENSG00000168488	1	2	2
ENSG00000158406	ENSG00000171634	1	5	5
ENSG00000125952	ENSG00000213639	1	2	2
ENSG00000108953	ENSG00000166579	1	2	2
ENSG00000115266	ENSG00000168036	4	3	4
ENSG00000138641	ENSG00000188021	1	2	2
ENSG00000115107	ENSG00000127564	1	2	2
ENSG00000117408	ENSG00000260596	1	2	2
ENSG00000163464	ENSG00000169429	6	3	6
ENSG00000127554	ENSG00000163141	2	2	3
ENSG00000171634	ENSG00000270882	1	5	5
ENSG00000099804	ENSG00000213639	1	2	2
ENSG00000111664	ENSG00000167414	1	2	2
ENSG00000153187	ENSG00000188021	1	2	2
ENSG00000078369	ENSG00000127928	5	3	5
ENSG00000163141	ENSG00000163141	1	2	2
ENSG00000114854	ENSG00000159173	4	4	4
ENSG00000015413	ENSG00000015413	2	2	2
ENSG00000114854	ENSG00000129991	6	2	6
ENSG00000114854	ENSG00000118194	2	2	2
ENSG00000171634	ENSG00000197061	1	5	5
ENSG00000111262	ENSG00000132535	2	4	4
ENSG00000114062	ENSG00000188021	1	2	2
ENSG00000117399	ENSG00000156970	45	10	51
ENSG00000062725	ENSG00000142192	2	3	3
