	ensembl_gene_id_a	ensembl_gene_id_b	n_publications	n_methods	n_evidences	date
ENSG00000097046_ENSG00000112118	ENSG00000097046	ENSG00000112118	2	3	3	2004-07-02
ENSG00000112118_ENSG00000164815	ENSG00000112118	ENSG00000164815	1	2	2	2004-07-02
ENSG00000112118_ENSG00000115947	ENSG00000112118	ENSG00000115947	1	2	2	2004-07-02
ENSG00000112118_ENSG00000160294	ENSG00000112118	ENSG00000160294	3	2	4	1998-08-28
ENSG00000112118_ENSG00000117614	ENSG00000112118	ENSG00000117614	1	2	2	2006-09-01
ENSG00000112118_ENSG00000115414	ENSG00000112118	ENSG00000115414	1	2	2	2009-09-08
ENSG00000112118_ENSG00000162692	ENSG00000112118	ENSG00000162692	2	2	3	2009-09-08
ENSG00000112118_ENSG00000123374	ENSG00000112118	ENSG00000123374	2	2	3	2004-07-02
ENSG00000097046_ENSG00000104738	ENSG00000097046	ENSG00000104738	2	2	2	2003-03-14
ENSG00000104738_ENSG00000162692	ENSG00000104738	ENSG00000162692	2	2	3	2009-09-08
ENSG00000097046_ENSG00000166508	ENSG00000097046	ENSG00000166508	2	2	2	2003-03-14
ENSG00000115947_ENSG00000166508	ENSG00000115947	ENSG00000166508	1	2	2	2004-07-02
ENSG00000136997_ENSG00000166508	ENSG00000136997	ENSG00000166508	2	4	5	2007-01-15
ENSG00000139687_ENSG00000166508	ENSG00000139687	ENSG00000166508	4	4	5	1998-05-01
ENSG00000162692_ENSG00000166508	ENSG00000162692	ENSG00000166508	2	2	2	2012-07-01
ENSG00000110092_ENSG00000166508	ENSG00000110092	ENSG00000166508	1	2	2	2003-03-14
ENSG00000104738_ENSG00000166508	ENSG00000104738	ENSG00000166508	9	5	10	2004-07-02
ENSG00000100297_ENSG00000166508	ENSG00000100297	ENSG00000166508	4	4	5	2004-07-02
ENSG00000166508_ENSG00000166508	ENSG00000166508	ENSG00000166508	3	3	3	2003-05-01
ENSG00000097046_ENSG00000124762	ENSG00000097046	ENSG00000124762	1	2	2	2004-07-02
ENSG00000093009_ENSG00000124762	ENSG00000093009	ENSG00000124762	2	3	3	2004-07-02
ENSG00000112312_ENSG00000124762	ENSG00000112312	ENSG00000124762	1	2	2	2004-07-02
ENSG00000058091_ENSG00000124762	ENSG00000058091	ENSG00000124762	3	3	4	2007-05-29
ENSG00000124762_ENSG00000157456	ENSG00000124762	ENSG00000157456	1	2	2	2004-07-02
ENSG00000124762_ENSG00000130222	ENSG00000124762	ENSG00000130222	2	3	3	2001-01-26
ENSG00000124762_ENSG00000175305	ENSG00000124762	ENSG00000175305	6	4	7	1998-11-26
ENSG00000124762_ENSG00000141510	ENSG00000124762	ENSG00000141510	5	3	5	2011-09-06
ENSG00000124762_ENSG00000170312	ENSG00000124762	ENSG00000170312	6	4	6	2013-11-26
ENSG00000124762_ENSG00000135446	ENSG00000124762	ENSG00000135446	17	5	18	1996-03-01
ENSG00000124762_ENSG00000132646	ENSG00000124762	ENSG00000132646	31	10	34	1995-03-01
ENSG00000124762_ENSG00000134057	ENSG00000124762	ENSG00000134057	6	4	6	2014-12-05
ENSG00000124762_ENSG00000145386	ENSG00000124762	ENSG00000145386	12	5	12	2005-06-17
ENSG00000110092_ENSG00000124762	ENSG00000110092	ENSG00000124762	14	6	15	2004-07-02
ENSG00000105173_ENSG00000124762	ENSG00000105173	ENSG00000124762	18	6	19	2011-10-11
ENSG00000123374_ENSG00000124762	ENSG00000123374	ENSG00000124762	47	11	50	1993-11-19
ENSG00000118971_ENSG00000124762	ENSG00000118971	ENSG00000124762	6	4	6	2014-12-05
ENSG00000112576_ENSG00000124762	ENSG00000112576	ENSG00000124762	9	6	10	2004-07-02
ENSG00000124762_ENSG00000142208	ENSG00000124762	ENSG00000142208	2	3	3	2014-12-05
ENSG00000097046_ENSG00000147889	ENSG00000097046	ENSG00000147889	1	2	2	2004-07-02
ENSG00000115947_ENSG00000147889	ENSG00000115947	ENSG00000147889	1	2	2	2004-07-02
ENSG00000147889_ENSG00000177030	ENSG00000147889	ENSG00000177030	1	2	2	2011-10-11
ENSG00000093009_ENSG00000147889	ENSG00000093009	ENSG00000147889	1	2	2	2004-07-02
ENSG00000112312_ENSG00000147889	ENSG00000112312	ENSG00000147889	1	2	2	2004-07-02
ENSG00000135446_ENSG00000147889	ENSG00000135446	ENSG00000147889	21	8	27	1993-12-16
ENSG00000147889_ENSG00000165916	ENSG00000147889	ENSG00000165916	2	2	3	2004-02-20
ENSG00000100297_ENSG00000147889	ENSG00000100297	ENSG00000147889	1	2	2	2004-07-02
ENSG00000073111_ENSG00000097046	ENSG00000073111	ENSG00000097046	6	3	6	2003-03-14
ENSG00000073111_ENSG00000105127	ENSG00000073111	ENSG00000105127	1	2	2	2003-07-18
ENSG00000073111_ENSG00000164815	ENSG00000073111	ENSG00000164815	2	3	3	2004-07-02
ENSG00000073111_ENSG00000157456	ENSG00000073111	ENSG00000157456	1	2	2	2004-07-02
ENSG00000073111_ENSG00000115414	ENSG00000073111	ENSG00000115414	1	2	2	2009-09-08
ENSG00000073111_ENSG00000135446	ENSG00000073111	ENSG00000135446	1	2	2	2004-07-02
ENSG00000073111_ENSG00000162692	ENSG00000073111	ENSG00000162692	2	2	3	2009-09-08
ENSG00000073111_ENSG00000112118	ENSG00000073111	ENSG00000112118	3	4	4	2004-07-02
ENSG00000073111_ENSG00000132383	ENSG00000073111	ENSG00000132383	2	2	2	2015-07-01
ENSG00000073111_ENSG00000100297	ENSG00000073111	ENSG00000100297	5	5	6	2003-03-14
ENSG00000073111_ENSG00000166508	ENSG00000073111	ENSG00000166508	8	7	10	2004-07-02
ENSG00000073111_ENSG00000147889	ENSG00000073111	ENSG00000147889	1	2	2	2004-07-02
ENSG00000073111_ENSG00000073111	ENSG00000073111	ENSG00000073111	2	2	2	2015-07-01
ENSG00000065328_ENSG00000097046	ENSG00000065328	ENSG00000097046	1	2	2	2004-07-02
ENSG00000065328_ENSG00000115947	ENSG00000065328	ENSG00000115947	1	2	2	2004-07-02
ENSG00000065328_ENSG00000093009	ENSG00000065328	ENSG00000093009	1	2	2	2004-07-02
ENSG00000065328_ENSG00000110092	ENSG00000065328	ENSG00000110092	1	2	2	2004-07-02
ENSG00000065328_ENSG00000112118	ENSG00000065328	ENSG00000112118	1	2	2	2004-07-02
ENSG00000065328_ENSG00000112576	ENSG00000065328	ENSG00000112576	1	2	2	2004-07-02
ENSG00000065328_ENSG00000166508	ENSG00000065328	ENSG00000166508	2	3	3	2004-07-02
ENSG00000065328_ENSG00000124762	ENSG00000065328	ENSG00000124762	1	2	2	2004-07-02
ENSG00000065328_ENSG00000147889	ENSG00000065328	ENSG00000147889	1	2	2	2004-07-02
ENSG00000065328_ENSG00000073111	ENSG00000065328	ENSG00000073111	1	2	2	2004-07-02
ENSG00000065328_ENSG00000105810	ENSG00000065328	ENSG00000105810	1	2	2	2004-07-02
ENSG00000065328_ENSG00000115942	ENSG00000065328	ENSG00000115942	2	4	4	2000-12-01
ENSG00000065328_ENSG00000076003	ENSG00000065328	ENSG00000076003	3	3	4	2004-07-02
ENSG00000006634_ENSG00000097046	ENSG00000006634	ENSG00000097046	5	4	6	1999-07-01
ENSG00000006634_ENSG00000166508	ENSG00000006634	ENSG00000166508	2	2	2	2003-03-14
ENSG00000006634_ENSG00000073111	ENSG00000006634	ENSG00000073111	2	2	2	2003-03-14
ENSG00000091651_ENSG00000097046	ENSG00000091651	ENSG00000097046	2	3	3	2004-07-02
ENSG00000091651_ENSG00000115947	ENSG00000091651	ENSG00000115947	4	5	5	2004-07-02
ENSG00000091651_ENSG00000137309	ENSG00000091651	ENSG00000137309	1	3	3	2008-02-05
ENSG00000091651_ENSG00000104738	ENSG00000091651	ENSG00000104738	1	2	2	2004-07-02
ENSG00000091651_ENSG00000166508	ENSG00000091651	ENSG00000166508	1	2	2	2004-07-02
ENSG00000073111_ENSG00000091651	ENSG00000073111	ENSG00000091651	1	2	2	2004-07-02
ENSG00000076003_ENSG00000091651	ENSG00000076003	ENSG00000091651	1	2	2	2004-07-02
ENSG00000091651_ENSG00000094804	ENSG00000091651	ENSG00000094804	1	2	2	2004-07-02
ENSG00000091651_ENSG00000135336	ENSG00000091651	ENSG00000135336	5	4	7	2004-07-02
ENSG00000133794_ENSG00000134852	ENSG00000133794	ENSG00000134852	8	4	9	2000-11-24
ENSG00000133794_ENSG00000213923	ENSG00000133794	ENSG00000213923	2	2	2	2013-03-01
ENSG00000132326_ENSG00000213923	ENSG00000132326	ENSG00000213923	2	2	2	2013-03-01
ENSG00000103126_ENSG00000213923	ENSG00000103126	ENSG00000213923	4	4	4	2011-10-11
ENSG00000134852_ENSG00000213923	ENSG00000134852	ENSG00000213923	1	2	2	2013-03-01
ENSG00000179094_ENSG00000213923	ENSG00000179094	ENSG00000213923	5	5	7	2000-07-01
ENSG00000096384_ENSG00000213923	ENSG00000096384	ENSG00000213923	1	2	2	2012-08-31
ENSG00000171444_ENSG00000213923	ENSG00000171444	ENSG00000213923	4	4	4	2011-09-06
ENSG00000134982_ENSG00000213923	ENSG00000134982	ENSG00000213923	3	3	4	2014-12-05
ENSG00000213923_ENSG00000213923	ENSG00000213923	ENSG00000213923	2	2	2	2013-03-01
ENSG00000133794_ENSG00000143365	ENSG00000133794	ENSG00000143365	1	2	2	2013-03-01
ENSG00000134852_ENSG00000143365	ENSG00000134852	ENSG00000143365	1	2	2	2013-03-01
ENSG00000133794_ENSG00000196363	ENSG00000133794	ENSG00000196363	1	2	2	2013-03-01
ENSG00000167548_ENSG00000196363	ENSG00000167548	ENSG00000196363	9	4	9	2012-05-01
ENSG00000099381_ENSG00000196363	ENSG00000099381	ENSG00000196363	8	5	8	2012-05-01
ENSG00000171867_ENSG00000196363	ENSG00000171867	ENSG00000196363	1	2	2	2009-02-01
ENSG00000111676_ENSG00000196363	ENSG00000111676	ENSG00000196363	3	3	3	2015-07-16
ENSG00000008405_ENSG00000133794	ENSG00000008405	ENSG00000133794	3	2	4	2013-03-01
ENSG00000008405_ENSG00000132326	ENSG00000008405	ENSG00000132326	6	2	6	2001-10-01
ENSG00000008405_ENSG00000179094	ENSG00000008405	ENSG00000179094	4	2	4	2013-03-01
ENSG00000008405_ENSG00000137713	ENSG00000008405	ENSG00000137713	2	2	2	2015-03-10
ENSG00000008405_ENSG00000213923	ENSG00000008405	ENSG00000213923	3	3	3	2013-04-01
ENSG00000100644_ENSG00000133794	ENSG00000100644	ENSG00000133794	1	2	2	1998-05-12
ENSG00000100644_ENSG00000197063	ENSG00000100644	ENSG00000197063	1	2	2	2008-07-09
ENSG00000100644_ENSG00000172046	ENSG00000100644	ENSG00000172046	1	2	2	2012-01-13
ENSG00000080824_ENSG00000100644	ENSG00000080824	ENSG00000100644	15	4	17	2008-07-09
ENSG00000096384_ENSG00000100644	ENSG00000096384	ENSG00000100644	4	4	6	2008-07-09
ENSG00000100644_ENSG00000143437	ENSG00000100644	ENSG00000143437	12	5	13	1997-03-28
ENSG00000100644_ENSG00000134086	ENSG00000100644	ENSG00000134086	80	12	89	2001-04-20
ENSG00000100644_ENSG00000135679	ENSG00000100644	ENSG00000135679	4	4	5	2009-10-01
ENSG00000100393_ENSG00000100644	ENSG00000100393	ENSG00000100644	36	9	41	2002-04-16
ENSG00000100644_ENSG00000135506	ENSG00000100644	ENSG00000135506	2	4	4	2005-02-18
ENSG00000100644_ENSG00000154582	ENSG00000100644	ENSG00000154582	9	4	9	2002-06-27
ENSG00000100644_ENSG00000103363	ENSG00000100644	ENSG00000103363	6	6	9	2002-06-07
ENSG00000100644_ENSG00000100644	ENSG00000100644	ENSG00000100644	2	2	2	2010-07-01
ENSG00000133794_ENSG00000170485	ENSG00000133794	ENSG00000170485	4	2	5	1998-05-12
ENSG00000131759_ENSG00000170485	ENSG00000131759	ENSG00000170485	1	2	2	2001-06-29
ENSG00000170485_ENSG00000186350	ENSG00000170485	ENSG00000186350	1	2	2	2001-06-29
ENSG00000116016_ENSG00000133794	ENSG00000116016	ENSG00000133794	2	2	3	1998-05-12
ENSG00000116016_ENSG00000143437	ENSG00000116016	ENSG00000143437	5	5	7	1997-03-28
ENSG00000116016_ENSG00000134086	ENSG00000116016	ENSG00000134086	15	4	16	2001-04-20
ENSG00000104408_ENSG00000116016	ENSG00000104408	ENSG00000116016	1	3	3	2007-04-27
ENSG00000116016_ENSG00000166949	ENSG00000116016	ENSG00000166949	2	2	2	2014-12-05
ENSG00000116016_ENSG00000140463	ENSG00000116016	ENSG00000140463	1	2	2	2008-02-01
ENSG00000116016_ENSG00000116016	ENSG00000116016	ENSG00000116016	2	2	2	2013-05-10
ENSG00000091140_ENSG00000110435	ENSG00000091140	ENSG00000110435	3	3	4	2006-03-01
ENSG00000091140_ENSG00000115414	ENSG00000091140	ENSG00000115414	1	2	2	2009-09-08
ENSG00000110435_ENSG00000150768	ENSG00000110435	ENSG00000150768	2	2	2	2011-10-11
ENSG00000132561_ENSG00000141837	ENSG00000132561	ENSG00000141837	1	2	2	2011-02-01
ENSG00000141837_ENSG00000188157	ENSG00000141837	ENSG00000188157	1	2	2	2011-02-01
ENSG00000132561_ENSG00000163635	ENSG00000132561	ENSG00000163635	1	2	2	2011-02-01
ENSG00000163635_ENSG00000188157	ENSG00000163635	ENSG00000188157	1	2	2	2011-02-01
ENSG00000104671_ENSG00000124225	ENSG00000104671	ENSG00000124225	1	2	2	2017-02-20
ENSG00000124225_ENSG00000185359	ENSG00000124225	ENSG00000185359	1	2	2	2017-02-20
ENSG00000069869_ENSG00000124225	ENSG00000069869	ENSG00000124225	2	3	3	2017-02-20
ENSG00000124225_ENSG00000136738	ENSG00000124225	ENSG00000136738	1	2	2	2017-02-20
ENSG00000106299_ENSG00000115935	ENSG00000106299	ENSG00000115935	4	4	5	2001-05-01
ENSG00000106299_ENSG00000146648	ENSG00000106299	ENSG00000146648	2	2	2	2015-01-01
ENSG00000105647_ENSG00000146648	ENSG00000105647	ENSG00000146648	6	5	6	2006-01-12
ENSG00000133056_ENSG00000146648	ENSG00000133056	ENSG00000146648	4	7	8	2014-05-01
ENSG00000146648_ENSG00000184557	ENSG00000146648	ENSG00000184557	3	3	3	2014-05-01
ENSG00000146648_ENSG00000170677	ENSG00000146648	ENSG00000170677	2	2	2	2015-01-01
ENSG00000133124_ENSG00000146648	ENSG00000133124	ENSG00000146648	2	2	2	2014-07-01
ENSG00000087586_ENSG00000146648	ENSG00000087586	ENSG00000146648	1	3	3	2013-01-01
ENSG00000146648_ENSG00000213658	ENSG00000146648	ENSG00000213658	2	3	3	2014-05-01
ENSG00000071051_ENSG00000146648	ENSG00000071051	ENSG00000146648	5	4	5	2014-05-01
ENSG00000130402_ENSG00000146648	ENSG00000130402	ENSG00000146648	2	3	3	2014-05-01
ENSG00000137462_ENSG00000146648	ENSG00000137462	ENSG00000146648	3	3	3	2014-05-01
ENSG00000096968_ENSG00000146648	ENSG00000096968	ENSG00000146648	3	3	3	2006-01-12
ENSG00000146648_ENSG00000198561	ENSG00000146648	ENSG00000198561	7	6	8	2014-05-01
ENSG00000131171_ENSG00000146648	ENSG00000131171	ENSG00000146648	2	2	2	2009-12-22
ENSG00000100351_ENSG00000146648	ENSG00000100351	ENSG00000146648	2	3	3	2014-05-01
ENSG00000097007_ENSG00000146648	ENSG00000097007	ENSG00000146648	3	3	3	2014-05-01
ENSG00000146648_ENSG00000146648	ENSG00000146648	ENSG00000146648	29	18	38	2002-09-20
ENSG00000106299_ENSG00000158092	ENSG00000106299	ENSG00000158092	3	4	4	2001-07-13
ENSG00000158092_ENSG00000274211	ENSG00000158092	ENSG00000274211	1	2	2	1997-10-20
ENSG00000082074_ENSG00000158092	ENSG00000082074	ENSG00000158092	2	2	2	2012-02-03
ENSG00000115935_ENSG00000158092	ENSG00000115935	ENSG00000158092	4	4	5	1998-08-14
ENSG00000158092_ENSG00000183918	ENSG00000158092	ENSG00000183918	1	2	2	2015-03-26
ENSG00000097007_ENSG00000158092	ENSG00000097007	ENSG00000158092	5	4	6	1994-04-01
ENSG00000146648_ENSG00000158092	ENSG00000146648	ENSG00000158092	7	6	7	2006-01-12
ENSG00000158092_ENSG00000198851	ENSG00000158092	ENSG00000198851	3	6	6	2007-07-15
ENSG00000126458_ENSG00000158092	ENSG00000126458	ENSG00000158092	2	3	3	2000-02-18
ENSG00000112964_ENSG00000158092	ENSG00000112964	ENSG00000158092	2	2	2	2014-12-05
ENSG00000106299_ENSG00000119729	ENSG00000106299	ENSG00000119729	1	2	2	2003-01-01
ENSG00000119729_ENSG00000149798	ENSG00000119729	ENSG00000149798	1	2	2	1999-10-01
ENSG00000106299_ENSG00000177885	ENSG00000106299	ENSG00000177885	4	4	4	2007-06-01
ENSG00000105647_ENSG00000177885	ENSG00000105647	ENSG00000177885	3	3	3	2010-10-01
ENSG00000133056_ENSG00000177885	ENSG00000133056	ENSG00000177885	4	4	4	2007-06-01
ENSG00000170579_ENSG00000177885	ENSG00000170579	ENSG00000177885	2	2	2	2010-10-01
ENSG00000078269_ENSG00000177885	ENSG00000078269	ENSG00000177885	2	2	2	2010-10-01
ENSG00000151693_ENSG00000177885	ENSG00000151693	ENSG00000177885	3	3	3	2010-10-01
ENSG00000177885_ENSG00000196220	ENSG00000177885	ENSG00000196220	1	2	2	2015-04-28
ENSG00000115935_ENSG00000177885	ENSG00000115935	ENSG00000177885	3	3	3	2011-06-26
ENSG00000177885_ENSG00000213658	ENSG00000177885	ENSG00000213658	7	6	10	2006-09-01
ENSG00000134198_ENSG00000177885	ENSG00000134198	ENSG00000177885	1	6	6	2015-03-26
ENSG00000096968_ENSG00000177885	ENSG00000096968	ENSG00000177885	4	3	4	2007-06-01
ENSG00000071127_ENSG00000177885	ENSG00000071127	ENSG00000177885	2	2	2	2008-09-01
ENSG00000136068_ENSG00000177885	ENSG00000136068	ENSG00000177885	2	2	2	2007-06-01
ENSG00000124356_ENSG00000177885	ENSG00000124356	ENSG00000177885	7	5	7	2006-09-01
ENSG00000097007_ENSG00000177885	ENSG00000097007	ENSG00000177885	9	4	11	1994-04-01
ENSG00000146648_ENSG00000177885	ENSG00000146648	ENSG00000177885	47	11	52	1996-11-29
ENSG00000115414_ENSG00000177885	ENSG00000115414	ENSG00000177885	2	2	2	2009-09-08
ENSG00000141736_ENSG00000177885	ENSG00000141736	ENSG00000177885	8	5	8	2006-01-12
ENSG00000170421_ENSG00000177885	ENSG00000170421	ENSG00000177885	2	2	2	2010-10-01
ENSG00000139687_ENSG00000177885	ENSG00000139687	ENSG00000177885	1	4	4	2015-03-26
ENSG00000177885_ENSG00000182578	ENSG00000177885	ENSG00000182578	2	3	3	1997-09-25
ENSG00000092199_ENSG00000177885	ENSG00000092199	ENSG00000177885	1	2	2	1998-03-27
ENSG00000157404_ENSG00000177885	ENSG00000157404	ENSG00000177885	8	6	10	1994-10-07
ENSG00000112964_ENSG00000177885	ENSG00000112964	ENSG00000177885	2	2	2	2007-06-01
ENSG00000044574_ENSG00000177885	ENSG00000044574	ENSG00000177885	3	3	3	2010-10-01
ENSG00000078018_ENSG00000177885	ENSG00000078018	ENSG00000177885	3	5	7	2005-01-21
ENSG00000177885_ENSG00000186716	ENSG00000177885	ENSG00000186716	12	7	15	2004-01-01
ENSG00000115866_ENSG00000177885	ENSG00000115866	ENSG00000177885	2	2	2	2009-05-05
ENSG00000141968_ENSG00000177885	ENSG00000141968	ENSG00000177885	6	4	6	1999-05-01
ENSG00000177885_ENSG00000185499	ENSG00000177885	ENSG00000185499	2	2	2	2010-10-01
ENSG00000162692_ENSG00000177885	ENSG00000162692	ENSG00000177885	2	2	2	2012-07-01
ENSG00000115053_ENSG00000177885	ENSG00000115053	ENSG00000177885	2	2	2	2010-10-01
ENSG00000177885_ENSG00000196924	ENSG00000177885	ENSG00000196924	3	3	3	2007-06-01
ENSG00000066468_ENSG00000177885	ENSG00000066468	ENSG00000177885	1	4	4	2012-06-22
ENSG00000065361_ENSG00000177885	ENSG00000065361	ENSG00000177885	4	4	4	2014-05-01
ENSG00000110395_ENSG00000177885	ENSG00000110395	ENSG00000177885	64	13	71	1995-07-01
ENSG00000145675_ENSG00000177885	ENSG00000145675	ENSG00000177885	11	7	12	1995-05-26
ENSG00000111679_ENSG00000177885	ENSG00000111679	ENSG00000177885	4	3	5	2015-02-03
ENSG00000160691_ENSG00000177885	ENSG00000160691	ENSG00000177885	50	9	53	1996-07-12
ENSG00000167601_ENSG00000177885	ENSG00000167601	ENSG00000177885	1	2	2	1997-06-05
ENSG00000100345_ENSG00000177885	ENSG00000100345	ENSG00000177885	3	3	3	2010-10-01
ENSG00000139083_ENSG00000177885	ENSG00000139083	ENSG00000177885	1	2	2	2004-06-01
ENSG00000085832_ENSG00000177885	ENSG00000085832	ENSG00000177885	3	3	3	2007-06-01
ENSG00000143322_ENSG00000177885	ENSG00000143322	ENSG00000177885	2	2	2	2007-06-01
ENSG00000177885_ENSG00000198265	ENSG00000177885	ENSG00000198265	2	2	2	2011-10-11
ENSG00000167193_ENSG00000177885	ENSG00000167193	ENSG00000177885	5	4	5	1996-10-11
ENSG00000111276_ENSG00000177885	ENSG00000111276	ENSG00000177885	2	2	2	2009-06-10
ENSG00000177885_ENSG00000204469	ENSG00000177885	ENSG00000204469	2	1	2	2011-10-11
ENSG00000079805_ENSG00000177885	ENSG00000079805	ENSG00000177885	5	5	7	2005-06-17
ENSG00000154928_ENSG00000177885	ENSG00000154928	ENSG00000177885	1	3	3	1996-09-20
ENSG00000165280_ENSG00000177885	ENSG00000165280	ENSG00000177885	1	3	3	2015-03-26
ENSG00000165119_ENSG00000177885	ENSG00000165119	ENSG00000177885	4	4	4	2010-10-01
ENSG00000177885_ENSG00000177885	ENSG00000177885	ENSG00000177885	6	6	7	2003-03-01
ENSG00000106299_ENSG00000184009	ENSG00000106299	ENSG00000184009	1	2	2	2012-10-05
ENSG00000076242_ENSG00000184009	ENSG00000076242	ENSG00000184009	1	3	3	2010-09-01
ENSG00000184009_ENSG00000205542	ENSG00000184009	ENSG00000205542	2	2	2	2004-05-28
ENSG00000085733_ENSG00000106299	ENSG00000085733	ENSG00000106299	1	2	2	2002-02-01
ENSG00000085733_ENSG00000115935	ENSG00000085733	ENSG00000115935	1	3	3	2003-03-04
ENSG00000085733_ENSG00000146648	ENSG00000085733	ENSG00000146648	3	4	4	2014-05-01
ENSG00000085733_ENSG00000177301	ENSG00000085733	ENSG00000177301	2	2	2	2007-10-30
ENSG00000085733_ENSG00000141480	ENSG00000085733	ENSG00000141480	2	2	2	2014-12-05
ENSG00000085733_ENSG00000241794	ENSG00000085733	ENSG00000241794	1	2	2	2008-02-01
ENSG00000085733_ENSG00000164305	ENSG00000085733	ENSG00000164305	2	2	2	2014-12-05
ENSG00000085733_ENSG00000165025	ENSG00000085733	ENSG00000165025	2	2	2	2014-12-05
ENSG00000085733_ENSG00000089159	ENSG00000085733	ENSG00000089159	2	2	2	2014-12-05
ENSG00000079805_ENSG00000085733	ENSG00000079805	ENSG00000085733	1	4	4	2006-05-02
ENSG00000106299_ENSG00000185043	ENSG00000106299	ENSG00000185043	1	4	4	2006-05-01
ENSG00000164362_ENSG00000185043	ENSG00000164362	ENSG00000185043	2	2	3	2004-08-13
ENSG00000104517_ENSG00000185043	ENSG00000104517	ENSG00000185043	1	2	2	2002-07-19
ENSG00000005961_ENSG00000185043	ENSG00000005961	ENSG00000185043	1	2	2	1997-02-21
ENSG00000143801_ENSG00000185043	ENSG00000143801	ENSG00000185043	1	2	2	1999-06-14
ENSG00000169750_ENSG00000185043	ENSG00000169750	ENSG00000185043	1	2	2	2002-03-08
ENSG00000185043_ENSG00000253729	ENSG00000185043	ENSG00000253729	2	3	3	1997-10-01
ENSG00000185043_ENSG00000197442	ENSG00000185043	ENSG00000197442	1	4	4	2009-10-13
ENSG00000106299_ENSG00000175866	ENSG00000106299	ENSG00000175866	2	2	2	2015-10-22
ENSG00000175866_ENSG00000181790	ENSG00000175866	ENSG00000181790	1	2	2	1999-01-01
ENSG00000146648_ENSG00000175866	ENSG00000146648	ENSG00000175866	3	4	4	2014-05-01
ENSG00000111676_ENSG00000175866	ENSG00000111676	ENSG00000175866	2	4	4	1999-06-01
ENSG00000070831_ENSG00000175866	ENSG00000070831	ENSG00000175866	6	5	7	2001-02-05
ENSG00000151491_ENSG00000175866	ENSG00000151491	ENSG00000175866	5	4	5	2015-03-26
ENSG00000106070_ENSG00000175866	ENSG00000106070	ENSG00000175866	1	2	2	2015-03-26
ENSG00000175866_ENSG00000186908	ENSG00000175866	ENSG00000186908	1	2	2	2014-08-01
ENSG00000112290_ENSG00000175866	ENSG00000112290	ENSG00000175866	1	3	3	2000-12-07
ENSG00000131051_ENSG00000150459	ENSG00000131051	ENSG00000150459	2	2	2	2012-02-24
ENSG00000091831_ENSG00000131051	ENSG00000091831	ENSG00000131051	3	4	5	2002-01-11
ENSG00000106211_ENSG00000131051	ENSG00000106211	ENSG00000131051	1	2	2	2014-12-01
ENSG00000131051_ENSG00000177606	ENSG00000131051	ENSG00000177606	2	3	3	2002-01-11
ENSG00000063244_ENSG00000131051	ENSG00000063244	ENSG00000131051	2	2	2	2012-02-24
ENSG00000119707_ENSG00000131051	ENSG00000119707	ENSG00000131051	2	2	2	2012-02-24
ENSG00000131051_ENSG00000135250	ENSG00000131051	ENSG00000135250	3	7	7	2013-04-25
ENSG00000087470_ENSG00000087470	ENSG00000087470	ENSG00000087470	4	6	7	2011-06-24
ENSG00000082701_ENSG00000087470	ENSG00000082701	ENSG00000087470	1	2	2	1998-08-28
ENSG00000082701_ENSG00000103126	ENSG00000082701	ENSG00000103126	34	9	36	1998-06-01
ENSG00000070018_ENSG00000082701	ENSG00000070018	ENSG00000082701	2	3	3	2008-01-01
ENSG00000082701_ENSG00000154040	ENSG00000082701	ENSG00000154040	1	3	3	2005-04-15
ENSG00000082701_ENSG00000112425	ENSG00000082701	ENSG00000112425	1	2	2	2005-09-15
ENSG00000082701_ENSG00000141510	ENSG00000082701	ENSG00000141510	3	4	4	2011-09-06
ENSG00000082701_ENSG00000177606	ENSG00000082701	ENSG00000177606	3	3	3	2014-12-05
ENSG00000082701_ENSG00000105173	ENSG00000082701	ENSG00000105173	2	2	2	2014-12-05
ENSG00000082701_ENSG00000168036	ENSG00000082701	ENSG00000168036	18	7	18	2014-12-05
ENSG00000087470_ENSG00000177427	ENSG00000087470	ENSG00000177427	2	3	3	2011-06-01
