ad_orf_id	db_orf_id	final_score	source
55203	11735	NA	Lit-BM-HT-17
4431	8010	AA	Lit-BM-HT-17
12381	100011233	0	Lit-BM-HT-17
5441	5175	0	Lit-BM-HT-17
8208	70355	0	Lit-BM-HT-17
8010	4431	NA	Lit-BM-HT-17
3860	55203	0	Lit-BM-HT-17
11484	4554	0	Lit-BM-HT-17
949	55203	0	Lit-BM-HT-17
3482	14543	0	Lit-BM-HT-17
100063943	6157	0	Lit-BM-HT-17
14543	100080599	0	Lit-BM-HT-17
14543	305	0	Lit-BM-HT-17
422	55203	0	Lit-BM-HT-17
3154	2714	0	Lit-BM-HT-17
2987	399	0	Lit-BM-HT-17
100011091	10066	0	Lit-BM-HT-17
56115	14543	0	Lit-BM-HT-17
2549	53934	0	Lit-BM-HT-17
55203	100011233	0	Lit-BM-HT-17
100000049	9079	0	Lit-BM-HT-17
4360	11907	0	Lit-BM-HT-17
7776	11317	0	Lit-BM-HT-17
1081	7931	0	Lit-BM-HT-17
3722	113	0	Lit-BM-HT-17
14543	3836	0	Lit-BM-HT-17
100015085	4144	0	Lit-BM-HT-17
2917	3273	0	Lit-BM-HT-17
100010379	14543	0	Lit-BM-HT-17
4739	3380	AA	Lit-BM-HT-17
13171	7064	0	Lit-BM-HT-17
5864	6523	0	Lit-BM-HT-17
4262	13668	0	Lit-BM-HT-17
12154	55203	0	Lit-BM-HT-17
3944	4958	0	Lit-BM-HT-17
5109	4595	0	Lit-BM-HT-17
1499	100009819	0	Lit-BM-HT-17
53620	399	NA	Lit-BM-HT-17
14543	5135	0	Lit-BM-HT-17
478	915	0	Lit-BM-HT-17
10117	100009829	0	Lit-BM-HT-17
6564	14543	0	Lit-BM-HT-17
56294	55203	0	Lit-BM-HT-17
100011238	100009513	0	Lit-BM-HT-17
100009819	1499	0	Lit-BM-HT-17
55733	56119	0	Lit-BM-HT-17
2486	100009819	0	Lit-BM-HT-17
12865	71079	0	Lit-BM-HT-17
55203	3290	0	Lit-BM-HT-17
4000	55203	0	Lit-BM-HT-17
3380	4739	0	Lit-BM-HT-17
14543	12010	0	Lit-BM-HT-17
10300	7076	1	Lit-BM-HT-17
4780	53267	0	Lit-BM-HT-17
5987	55203	0	Lit-BM-HT-17
55203	5987	NA	Lit-BM-HT-17
12724	14543	NA	Lit-BM-HT-17
5228	13208	0	Lit-BM-HT-17
11907	4360	1	Lit-BM-HT-17
1380	100080614	0	Lit-BM-HT-17
10726	14143	0	Lit-BM-HT-17
14543	56115	0	Lit-BM-HT-17
6873	4739	0	Lit-BM-HT-17
4808	14543	0	Lit-BM-HT-17
100009950	6504	0	Lit-BM-HT-17
100080614	1380	0	Lit-BM-HT-17
4632	71997	0	Lit-BM-HT-17
5957	4689	0	Lit-BM-HT-17
55203	12462	NA	Lit-BM-HT-17
4015	258	0	Lit-BM-HT-17
3715	10794	0	Lit-BM-HT-17
71242	55203	NA	Lit-BM-HT-17
100066551	100011238	0	Lit-BM-HT-17
3425	5125	1	Lit-BM-HT-17
14543	3243	0	Lit-BM-HT-17
3192	4828	0	Lit-BM-HT-17
13531	56677	0	Lit-BM-HT-17
55888	11805	0	Lit-BM-HT-17
9380	55203	0	Lit-BM-HT-17
5158	3456	0	Lit-BM-HT-17
53090	4421	0	Lit-BM-HT-17
7583	8010	0	Lit-BM-HT-17
70593	55699	0	Lit-BM-HT-17
56688	3120	0	Lit-BM-HT-17
6708	7699	0	Lit-BM-HT-17
3120	56688	0	Lit-BM-HT-17
9764	584	0	Lit-BM-HT-17
100009791	100062227	0	Lit-BM-HT-17
55726	11800	0	Lit-BM-HT-17
55203	949	NA	Lit-BM-HT-17
2370	14543	NA	Lit-BM-HT-17
4384	4595	0	Lit-BM-HT-17
12443	55203	0	Lit-BM-HT-17
54902	399	0	Lit-BM-HT-17
2094	915	0	Lit-BM-HT-17
4131	5348	0	Lit-BM-HT-17
100069279	7076	0	Lit-BM-HT-17
53625	56119	0	Lit-BM-HT-17
915	478	0	Lit-BM-HT-17
7270	8141	0	Lit-BM-HT-17
14638	14385	0	Lit-BM-HT-17
14543	6129	0	Lit-BM-HT-17
399	53620	NA	Lit-BM-HT-17
6819	399	1	Lit-BM-HT-17
3143	14543	0	Lit-BM-HT-17
13208	5228	NA	Lit-BM-HT-17
55203	3888	NA	Lit-BM-HT-17
5876	4001	0	Lit-BM-HT-17
4144	100015085	0	Lit-BM-HT-17
8022	55203	0	Lit-BM-HT-17
71180	4540	0	Lit-BS-LT-17
100067228	5082	NA	Lit-BS-LT-17
14994	3202	0	Lit-BS-LT-17
6933	12877	NA	Lit-BS-LT-17
107	7467	0	Lit-BS-LT-17
13972	56919	0	Lit-BS-LT-17
2966	10125	0	Lit-BS-LT-17
13611	54034	0	Lit-BS-LT-17
100009631	6440	1	Lit-BS-LT-17
13229	100015982	NA	Lit-BS-LT-17
12554	14754	0	Lit-BS-LT-17
4187	2420	0	Lit-BS-LT-17
71933	12915	0	Lit-BS-LT-17
71538	7439	0	Lit-BS-LT-17
4556	137	NA	Lit-BS-LT-17
5898	1849	0	Lit-BS-LT-17
4251	9283	0	Lit-BS-LT-17
955	5819	0	Lit-BS-LT-17
7582	9895	0	Lit-BS-LT-17
3568	10621	NA	Lit-BS-LT-17
70285	55636	0	Lit-BS-LT-17
14891	5274	0	Lit-BS-LT-17
732	56049	0	Lit-BS-LT-17
100061944	7010	0	Lit-BS-LT-17
6885	1195	0	Lit-BS-LT-17
13867	100000052	1	Lit-BS-LT-17
100010379	9283	0	Lit-BS-LT-17
9627	55205	0	Lit-BS-LT-17
100009791	3254	0	Lit-BS-LT-17
100080574	100080541	0	Lit-BS-LT-17
5905	3579	0	Lit-BS-LT-17
2352	14943	0	Lit-BS-LT-17
4453	4077	0	Lit-BS-LT-17
8626	14730	NA	Lit-BS-LT-17
71965	6919	0	Lit-BS-LT-17
11756	100009791	0	Lit-BS-LT-17
3820	100069087	0	Lit-BS-LT-17
1105	4778	0	Lit-BS-LT-17
7682	10163	1	Lit-BS-LT-17
71073	53883	0	Lit-BS-LT-17
14920	14920	NA	Lit-BS-LT-17
100016179	100069071	0	Lit-BS-LT-17
10392	7898	0	Lit-BS-LT-17
10256	9283	0	Lit-BS-LT-17
6563	12100	1	Lit-BS-LT-17
3011	6129	0	Lit-BS-LT-17
2812	71567	0	Lit-BS-LT-17
4852	10165	0	Lit-BS-LT-17
55732	54848	0	Lit-BS-LT-17
13195	1264	0	Lit-BS-LT-17
55446	14816	1	Lit-BS-LT-17
55205	53162	0	Lit-BS-LT-17
9285	52879	0	Lit-BS-LT-17
54322	5834	0	Lit-BS-LT-17
3683	7898	0	Lit-BS-LT-17
10558	11006	0	Lit-BS-LT-17
493	3873	0	Lit-BS-LT-17
3205	12070	0	Lit-BS-LT-17
9833	55205	0	Lit-BS-LT-17
55218	55218	0	Lit-BS-LT-17
12877	6933	0	Lit-BS-LT-17
53842	10317	0	Lit-BS-LT-17
53747	7853	0	Lit-BS-LT-17
3739	3860	0	Lit-BS-LT-17
70215	100002626	0	Lit-BS-LT-17
693	52696	0	Lit-BS-LT-17
137	4556	0	Lit-BS-LT-17
10317	53842	0	Lit-BS-LT-17
6743	9283	0	Lit-BS-LT-17
100010717	2448	0	Lit-BS-LT-17
5989	6970	0	Lit-BS-LT-17
55296	2595	0	Lit-BS-LT-17
100008515	2966	0	Lit-BS-LT-17
12070	70204	NA	Lit-BS-LT-17
54230	100000052	0	Lit-BS-LT-17
71941	10891	0	Lit-BS-LT-17
53886	6129	0	Lit-BS-LT-17
71557	4044	0	Lit-BS-LT-17
1195	6885	0	Lit-BS-LT-17
7630	10705	0	Lit-BS-LT-17
3625	56335	0	Lit-BS-LT-17
52912	52694	0	Lit-BS-LT-17
100015982	13229	NA	Lit-BS-LT-17
3110	100066557	0	Lit-BS-LT-17
55205	2161	0	Lit-BS-LT-17
5898	100015528	0	Lit-BS-LT-17
12435	100068212	1	Lit-BS-LT-17
8309	55853	0	Lit-BS-LT-17
71568	2004	0	Lit-BS-LT-17
100064157	54530	0	Lit-BS-LT-17
100064010	12578	0	Lit-BS-LT-17
10621	2417	0	Lit-BS-LT-17
6885	6053	NA	Lit-BS-LT-17
69	48	NA	Lit-BS-LT-17
6490	3242	0	Lit-BS-LT-17
9694	100009283	0	Lit-BS-LT-17
100009791	11756	0	Lit-BS-LT-17
55718	55718	1	Lit-BS-LT-17
9283	6820	0	Lit-BS-LT-17
100000265	5905	NA	Lit-BS-LT-17
12314	3874	0	Lit-BS-LT-17
966	100011425	0	Lit-BS-LT-17
3521	3521	0	Lit-BS-LT-17
6916	1458	0	Lit-BS-LT-17
14399	100015982	0	Lit-BS-LT-17
10122	71078	0	Lit-BS-LT-17
3135	7037	NA	Lit-BS-LT-17
10047	6709	0	Lit-BS-LT-17
2935	14484	NA	Lit-BS-LT-17
9704	6334	0	Lit-BS-LT-17
2710	56783	0	Lit-BS-LT-17
4764	55210	0	Lit-BS-LT-17
100009828	3416	0	Lit-BS-LT-17
9587	12337	0	Lit-BS-LT-17
4540	71180	0	Lit-BS-LT-17
9159	56690	0	Lit-BS-LT-17
2261	54212	NA	Lit-BS-LT-17
4279	232	0	Lit-BS-LT-17
72179	356	0	Lit-BS-LT-17
3852	55205	0	Lit-BS-LT-17
100069081	56458	0	Lit-BS-LT-17
53162	55205	0	Lit-BS-LT-17
1026	3529	0	Lit-BS-LT-17
7342	6768	NA	Lit-BS-LT-17
3152	10857	0	Lit-BS-LT-17
2961	14149	0	Lit-BS-LT-17
13611	14225	0	Lit-BS-LT-17
9336	9336	0	Lit-BS-LT-17
12733	71455	0	Lit-BS-LT-17
12260	56225	0	Lit-BS-LT-17
12070	3205	NA	Lit-BS-LT-17
2004	71568	NA	Lit-BS-LT-17
53842	100064157	0	Lit-BS-LT-17
3860	3739	NA	Lit-BS-LT-17
71679	7045	0	Lit-BS-LT-17
11611	53339	0	Lit-BS-LT-17
100067435	100009791	0	Lit-BS-LT-17
7372	71079	0	Lit-BS-LT-17
3416	100009828	0	Lit-BS-LT-17
3257	811	0	Lit-BS-LT-17
359	56382	NA	Lit-BS-LT-17
10165	4852	0	Lit-BS-LT-17
279	3339	0	Lit-BS-LT-17
56354	9384	0	Lit-BS-LT-17
56225	12260	0	Lit-BS-LT-17
13297	70198	0	Lit-BS-LT-17
12915	71933	0	Lit-BS-LT-17
2331	7119	0	Lit-BS-LT-17
5082	100067228	NA	Lit-BS-LT-17
3873	493	NA	Lit-BS-LT-17
71725	70284	0	Lit-BS-LT-17
1264	13195	0	Lit-BS-LT-17
11634	71568	0	Lit-BS-LT-17
100066557	3110	0	Lit-BS-LT-17
902	55205	0	Lit-BS-LT-17
70285	4558	0	Lit-BS-LT-17
232	4279	0	Lit-BS-LT-17
14737	14086	0	Lit-BS-LT-17
6770	12260	0	Lit-BS-LT-17
14309	3177	0	Lit-BS-LT-17
10035	15065	0	Lit-BS-LT-17
2786	6053	NA	Lit-BS-LT-17
2702	14966	NA	Lit-BS-LT-17
100008839	6970	0	Lit-BS-LT-17
2420	4187	0	Lit-BS-LT-17
55199	71469	0	Lit-BS-LT-17
100000052	54230	0	Lit-BS-LT-17
8626	11586	0	Lit-BS-LT-17
54896	71079	0	Lit-BS-LT-17
100064165	54731	0	Lit-BS-LT-17
6970	100008839	0	Lit-BS-LT-17
6708	71160	0	Lit-BS-LT-17
9635	9635	0	Lit-BS-LT-17
100080584	100080584	0	Lit-BS-LT-17
9283	100010379	0	Lit-BS-LT-17
5871	3135	0	Lit-BS-LT-17
12325	9704	0	Lit-BS-LT-17
1522	1522	1	Lit-BS-LT-17
71311	3660	0	Lit-BS-LT-17
7587	53941	0	Lit-BS-LT-17
53010	100070117	1	Lit-BS-LT-17
7467	107	NA	Lit-BS-LT-17
7119	2331	0	Lit-BS-LT-17
490	100069134	NA	Lit-BS-LT-17
6916	9283	0	Lit-BS-LT-17
2843	2843	0	Lit-BS-LT-17
8196	100010705	0	Lit-BS-LT-17
1661	13064	0	Lit-BS-LT-17
100069087	3820	0	Lit-BS-LT-17
1147	13519	0	Lit-BS-LT-17
11006	10558	0	Lit-BS-LT-17
15065	10035	0	Lit-BS-LT-17
14441	5864	0	Lit-BS-LT-17
3177	14309	0	Lit-BS-LT-17
359	3625	0	Lit-BS-LT-17
56198	100010648	0	Lit-BS-LT-17
13246	13246	0	Lit-BS-LT-17
55636	70285	0	Lit-BS-LT-17
2521	6435	0	Lit-BS-LT-17
2448	100010717	0	Lit-BS-LT-17
2161	55205	0	Lit-BS-LT-17
5457	100009791	0	Lit-BS-LT-17
4097	100068477	0	Lit-BS-LT-17
54223	1	NA	Lit-BS-LT-17
53883	71073	0	Lit-BS-LT-17
14730	8626	0	Lit-BS-LT-17
100015982	533	0	Lit-BS-LT-17
10194	7835	0	Lit-BS-LT-17
100010087	53842	0	Lit-BS-LT-17
55205	902	0	Lit-BS-LT-17
3874	12314	0	Lit-BS-LT-17
955	53767	NA	Lit-BS-LT-17
100064157	53842	0	Lit-BS-LT-17
3508	4671	0	Lit-BS-LT-17
10891	71941	0	Lit-BS-LT-17
14754	12554	0	Lit-BS-LT-17
100061944	100009344	0	Lit-BS-LT-17
3120	11857	0	Lit-BS-LT-17
9283	6743	0	Lit-BS-LT-17
12023	10566	0	Lit-BS-LT-17
71078	10122	0	Lit-BS-LT-17
11550	100005433	0	Lit-BS-LT-17
3660	71311	AA	Lit-BS-LT-17
3202	2448	0	Lit-BS-LT-17
6814	100014501	0	Lit-BS-LT-17
6709	10047	0	Lit-BS-LT-17
14215	40080641	0	Lit-BS-LT-17
3135	5871	NA	Lit-BS-LT-17
13423	71164	0	Lit-BS-LT-17
6038	1485	0	Lit-BS-LT-17
9485	12585	0	Lit-BS-LT-17
100080489	100080776	0	Lit-BS-LT-17
71455	12733	0	Lit-BS-LT-17
100068477	4097	0	Lit-BS-LT-17
11586	8626	NA	Lit-BS-LT-17
7587	100067615	NA	Lit-BS-LT-17
70198	13297	0	Lit-BS-LT-17
10705	7630	NA	Lit-BS-LT-17
6919	71965	AA	Lit-BS-LT-17
13611	10453	0	Lit-BS-LT-17
100080541	100080574	AA	Lit-BS-LT-17
4546	14735	0	Lit-BS-LT-17
40080641	14215	0	Lit-BS-LT-17
12260	6770	1	Lit-BS-LT-17
54212	2261	0	Lit-BS-LT-17
2004	6129	0	Lit-BS-LT-17
53842	100010087	0	Lit-BS-LT-17
3254	100009791	0	Lit-BS-LT-17
56354	858	0	Lit-BS-LT-17
100014501	6814	0	Lit-BS-LT-17
55853	8309	0	Lit-BS-LT-17
5834	54322	0	Lit-BS-LT-17
54233	54069	0	Lit-BS-LT-17
5274	14891	0	Lit-BS-LT-17
3908	3167	0	Lit-BS-LT-17
100070004	11440	NA	Lit-BS-LT-17
71567	2812	0	Lit-BS-LT-17
52694	52912	0	Lit-BS-LT-17
14737	10093	0	Lit-BS-LT-17
7037	3135	0	Lit-BS-LT-17
6701	6129	0	Lit-BS-LT-17
2996	13219	0	Lit-BS-LT-17
6129	6701	NA	Lit-BS-LT-17
55205	3852	NA	Lit-BS-LT-17
2417	10621	0	Lit-BS-LT-17
100000052	13867	0	Lit-BS-LT-17
12578	100064010	0	Lit-BS-LT-17
54848	55732	0	Lit-BS-LT-17
1485	6038	0	Lit-BS-LT-17
7898	10392	0	Lit-BS-LT-17
71568	11634	0	Lit-BS-LT-17
53262	9502	0	Lit-BS-LT-17
3579	5905	0	Lit-BS-LT-17
56690	9159	0	Lit-BS-LT-17
10385	3529	0	Lit-BS-LT-17
4981	6740	0	Lit-BS-LT-17
100009791	100067435	0	Lit-BS-LT-17
2595	55296	0	Lit-BS-LT-17
55205	9833	NA	Lit-BS-LT-17
9283	10256	0	Lit-BS-LT-17
5746	10621	0	Lit-BS-LT-17
8536	14027	0	Lit-BS-LT-17
100070227	71182	0	Lit-BS-LT-17
3951	71568	0	Lit-BS-LT-17
53934	4586	0	Lit-BS-LT-17
100069071	13972	0	Lit-BS-LT-17
71164	13423	0	Lit-BS-LT-17
3529	1026	0	Lit-BS-LT-17
770	100009631	NA	Lit-BS-LT-17
6820	9283	0	Lit-BS-LT-17
56582	3390	NA	Lit-BS-LT-17
3167	3908	0	Lit-BS-LT-17
1	54223	0	Lit-BS-LT-17
100015528	13598	NA	Lit-BS-LT-17
10125	2966	0	Lit-BS-LT-17
4778	1105	0	Lit-BS-LT-17
13219	2996	0	Lit-BS-LT-17
6053	6885	0	Lit-BS-LT-17
100008999	56458	0	Lit-BS-LT-17
55210	4764	0	Lit-BS-LT-17
12337	9587	0	Lit-BS-LT-17
4077	4453	0	Lit-BS-LT-17
1849	5898	0	Lit-BS-LT-17
53732	11638	0	Lit-BS-LT-17
71469	55199	0	Lit-BS-LT-17
53339	11611	0	Lit-BS-LT-17
53216	3557	0	Lit-BS-LT-17
71182	100070227	0	Lit-BS-LT-17
11440	100070004	0	Lit-BS-LT-17
70204	12070	0	Lit-BS-LT-17
3390	56582	NA	Lit-BS-LT-17
14441	3769	0	Lit-BS-LT-17
6740	4981	0	Lit-BS-LT-17
100080776	100080489	0	Lit-BS-LT-17
13972	100069071	0	Lit-BS-LT-17
2966	100008515	0	Lit-BS-LT-17
100010705	8196	0	Lit-BS-LT-17
2448	3202	0	Lit-BS-LT-17
100008339	100008339	0	Lit-BS-LT-17
4187	3741	0	Lit-BS-LT-17
53448	56382	NA	Lit-BS-LT-17
3741	4187	1	Lit-BS-LT-17
3625	359	0	Lit-BS-LT-17
811	3257	0	Lit-BS-LT-17
56919	13972	0	Lit-BS-LT-17
100011425	966	0	Lit-BS-LT-17
6440	100009631	0	Lit-BS-LT-17
13519	1147	0	Lit-BS-LT-17
100080502	100080502	1	Lit-BS-LT-17
4558	70285	0	Lit-BS-LT-17
54530	100064157	0	Lit-BS-LT-17
54024	100015173	NA	Lit-BS-LT-17
100070117	53010	0	Lit-BS-LT-17
11638	53732	0	Lit-BS-LT-17
955	7467	0	Lit-BS-LT-17
7439	71538	0	Lit-BS-LT-17
100062353	7142	0	Lit-BS-LT-17
7045	71679	0	Lit-BS-LT-17
56783	2710	0	Lit-BS-LT-17
6970	5989	0	Lit-BS-LT-17
14149	2961	0	Lit-BS-LT-17
56382	359	0	Lit-BS-LT-17
4960	4960	1	Lit-BS-LT-17
6334	9704	0	Lit-BS-LT-17
100009791	5457	0	Lit-BS-LT-17
6129	53886	NA	Lit-BS-LT-17
9283	4251	0	Lit-BS-LT-17
5905	100000265	0	Lit-BS-LT-17
4044	71557	0	Lit-BS-LT-17
54069	54233	0	Lit-BS-LT-17
7792	7792	0	Lit-BS-LT-17
7587	2786	0	Lit-BS-LT-17
10945	100016002	0	Lit-BS-LT-17
14943	2352	0	Lit-BS-LT-17
7099	383	0	Lit-BS-LT-17
10394	10394	0	Lit-BS-LT-17
56049	732	0	Lit-BS-LT-17
4586	53934	0	Lit-BS-LT-17
11857	3120	0	Lit-BS-LT-17
1644	6449	0	Lit-BS-LT-17
7467	955	NA	Lit-BS-LT-17
3529	10385	0	Lit-BS-LT-17
100010648	56198	0	Lit-BS-LT-17
13611	6432	NA	Lit-BS-LT-17
5819	955	0	Lit-BS-LT-17
53767	955	0	Lit-BS-LT-17
7625	8626	0	Lit-BS-LT-17
52879	9285	0	Lit-BS-LT-17
3557	53216	0	Lit-BS-LT-17
801	53941	0	Lit-BS-LT-17
10857	3152	0	Lit-BS-LT-17
14027	8536	0	Lit-BS-LT-17
13827	10165	0	Lit-BS-LT-17
6435	2521	0	Lit-BS-LT-17
56109	8186	0	Lit-BS-LT-17
100069134	490	0	Lit-BS-LT-17
71160	6708	NA	Lit-BS-LT-17
52917	52917	0	Lit-BS-LT-17
533	100015982	0	Lit-BS-LT-17
383	7099	0	Lit-BS-LT-17
6768	7342	NA	Lit-BS-LT-17
6449	1644	0	Lit-BS-LT-17
6129	2004	0	Lit-BS-LT-17
8626	7625	0	Lit-BS-LT-17
71568	3951	0	Lit-BS-LT-17
10621	5746	0	Lit-BS-LT-17
10531	54436	0	Lit-BS-LT-17
100016002	10945	0	Lit-BS-LT-17
56268	71079	0	Lit-BS-LT-17
9895	7582	0	Lit-BS-LT-17
100009283	9694	0	Lit-BS-LT-17
55205	9627	0	Lit-BS-LT-17
54082	54082	0	Lit-BS-LT-17
3202	14994	0	Lit-BS-LT-17
100015528	5898	0	Lit-BS-LT-17
56335	3625	0	Lit-BS-LT-17
9704	12325	0	Lit-BS-LT-17
13598	100015528	0	Lit-BS-LT-17
6053	2786	0	Lit-BS-LT-17
13064	1661	0	Lit-BS-LT-17
8186	56109	0	Lit-BS-LT-17
71986	10256	0	Lit-BS-HT-17
915	72006	0	Lit-BS-HT-17
70204	5823	AA	Lit-BS-HT-17
3390	3183	NA	Lit-BS-HT-17
10711	4262	0	Lit-BS-HT-17
6733	9307	0	Lit-BS-HT-17
258	6319	0	Lit-BS-HT-17
4912	4263	0	Lit-BS-HT-17
56086	12474	0	Lit-BS-HT-17
4696	2261	0	Lit-BS-HT-17
100080502	5874	AA	Lit-BS-HT-17
5943	56696	NA	Lit-BS-HT-17
9256	6327	0	Lit-BS-HT-17
100080368	2491	NA	Lit-BS-HT-17
4010	2094	0	Lit-BS-HT-17
5140	12403	0	Lit-BS-HT-17
723	2455	0	Lit-BS-HT-17
2893	71672	0	Lit-BS-HT-17
100009673	5832	0	Lit-BS-HT-17
2455	723	NA	Lit-BS-HT-17
100008556	5949	0	Lit-BS-HT-17
100000049	8409	0	Lit-BS-HT-17
12403	5140	0	Lit-BS-HT-17
4019	2421	NA	Lit-BS-HT-17
5093	5673	1	Lit-BS-HT-17
7045	7524	0	Lit-BS-HT-17
10618	70079	NA	Lit-BS-HT-17
5004	10726	0	Lit-BS-HT-17
13352	156	0	Lit-BS-HT-17
2421	4019	NA	Lit-BS-HT-17
2064	8024	0	Lit-BS-HT-17
4262	10711	0	Lit-BS-HT-17
3990	5376	0	Lit-BS-HT-17
72059	7108	0	Lit-BS-HT-17
11938	100009897	AA	Lit-BS-HT-17
52773	100062227	0	Lit-BS-HT-17
839	10547	0	Lit-BS-HT-17
244	7221	0	Lit-BS-HT-17
10820	9931	0	Lit-BS-HT-17
10632	3782	0	Lit-BS-HT-17
10547	839	0	Lit-BS-HT-17
9764	2692	0	Lit-BS-HT-17
13022	100011288	NA	Lit-BS-HT-17
2424	6203	0	Lit-BS-HT-17
8141	100015986	NA	Lit-BS-HT-17
3952	56559	0	Lit-BS-HT-17
53934	4884	0	Lit-BS-HT-17
7301	3852	0	Lit-BS-HT-17
10840	100009783	0	Lit-BS-HT-17
3380	3681	0	Lit-BS-HT-17
402	12801	0	Lit-BS-HT-17
56609	5923	NA	Lit-BS-HT-17
5933	100001632	0	Lit-BS-HT-17
55203	5864	NA	Lit-BS-HT-17
11985	3715	0	Lit-BS-HT-17
5228	8205	0	Lit-BS-HT-17
53358	113	0	Lit-BS-HT-17
70513	10799	0	Lit-BS-HT-17
3557	143	0	Lit-BS-HT-17
269	7415	0	Lit-BS-HT-17
56351	12683	NA	Lit-BS-HT-17
2978	53934	0	Lit-BS-HT-17
100011288	13022	0	Lit-BS-HT-17
4808	10420	0	Lit-BS-HT-17
100009897	11938	0	Lit-BS-HT-17
100009669	10017	0	Lit-BS-HT-17
13259	714	0	Lit-BS-HT-17
9535	13561	NA	Lit-BS-HT-17
40080753	4691	NA	Lit-BS-HT-17
5832	100009673	0	Lit-BS-HT-17
5074	6727	0	Lit-BS-HT-17
7076	14239	0	Lit-BS-HT-17
7011	10846	NA	Lit-BS-HT-17
5001	11923	0	Lit-BS-HT-17
9650	13419	0	Lit-BS-HT-17
2468	100009669	0	Lit-BS-HT-17
12844	3021	0	Lit-BS-HT-17
12013	2486	0	Lit-BS-HT-17
11819	11090	0	Lit-BS-HT-17
53078	71587	NA	Lit-BS-HT-17
955	56157	0	Lit-BS-HT-17
242	562	0	Lit-BS-HT-17
100061946	3788	0	Lit-BS-HT-17
562	247	0	Lit-BS-HT-17
306	6784	0	Lit-BS-HT-17
4973	2836	0	Lit-BS-HT-17
13561	100009669	0	Lit-BS-HT-17
13378	100014585	0	Lit-BS-HT-17
6141	6784	0	Lit-BS-HT-17
13182	14758	0	Lit-BS-HT-17
5864	55203	0	Lit-BS-HT-17
8329	5105	0	Lit-BS-HT-17
12196	562	0	Lit-BS-HT-17
71965	14643	0	Lit-BS-HT-17
7807	1136	0	Lit-BS-HT-17
7268	54057	NA	Lit-BS-HT-17
14944	100016116	NA	Lit-BS-HT-17
100062227	3852	0	Lit-BS-HT-17
4884	53934	0	Lit-BS-HT-17
13598	113	0	Lit-BS-HT-17
6038	3898	0	Lit-BS-HT-17
55536	56344	0	Lit-BS-HT-17
9493	5270	0	Lit-BS-HT-17
100001632	4907	0	Lit-BS-HT-17
12686	100080502	1	Lit-BS-HT-17
5410	6055	0	Lit-BS-HT-17
54341	56696	0	Lit-BS-HT-17
1982	55213	0	Lit-BS-HT-17
71986	6072	0	Lit-BS-HT-17
1660	3733	0	Lit-BS-HT-17
53834	56582	NA	Lit-BS-HT-17
53713	56523	0	Lit-BS-HT-17
1136	7807	0	Lit-BS-HT-17
7123	7733	0	Lit-BS-HT-17
10705	100009829	NA	Lit-BS-HT-17
100062247	4533	0	Lit-BS-HT-17
6727	5074	0	Lit-BS-HT-17
14239	7076	0	Lit-BS-HT-17
100009829	10705	0	Lit-BS-HT-17
13228	13637	0	Lit-BS-HT-17
100001786	5923	0	Lit-BS-HT-17
5632	2595	0	Lit-BS-HT-17
53218	3788	1	Lit-BS-HT-17
3326	2983	0	Lit-BS-HT-17
143	3557	NA	Lit-BS-HT-17
2983	3326	0	Lit-BS-HT-17
5001	1170	0	Lit-BS-HT-17
6306	53767	0	Lit-BS-HT-17
2453	6873	0	Lit-BS-HT-17
55151	54364	0	Lit-BS-HT-17
8598	71264	0	Lit-BS-HT-17
5489	6488	0	Lit-BS-HT-17
3715	11985	0	Lit-BS-HT-17
7415	12880	0	Lit-BS-HT-17
152	3754	0	Lit-BS-HT-17
56523	53713	0	Lit-BS-HT-17
6327	9256	0	Lit-BS-HT-17
100009783	10840	0	Lit-BS-HT-17
4262	6607	0	Lit-BS-HT-17
12304	2127	NA	Lit-BS-HT-17
54057	7268	0	Lit-BS-HT-17
8010	13115	0	Lit-BS-HT-17
3990	2450	0	Lit-BS-HT-17
1601	421	0	Lit-BS-HT-17
1320	9620	0	Lit-BS-HT-17
56530	53872	0	Lit-BS-HT-17
4851	11882	0	Lit-BS-HT-17
6203	2424	0	Lit-BS-HT-17
2486	12013	0	Lit-BS-HT-17
12865	9241	0	Lit-BS-HT-17
4467	14543	0	Lit-BS-HT-17
3952	4262	0	Lit-BS-HT-17
3898	6038	0	Lit-BS-HT-17
11570	5353	0	Lit-BS-HT-17
53114	15067	0	Lit-BS-HT-17
3681	3380	AA	Lit-BS-HT-17
14975	2589	0	Lit-BS-HT-17
10663	5500	0	Lit-BS-HT-17
14413	100010778	AA	Lit-BS-HT-17
56582	53834	0	Lit-BS-HT-17
9498	4643	0	Lit-BS-HT-17
55213	1982	0	Lit-BS-HT-17
2393	5941	0	Lit-BS-HT-17
12480	2891	0	Lit-BS-HT-17
5425	3390	NA	Lit-BS-HT-17
54364	70286	0	Lit-BS-HT-17
8024	2064	0	Lit-BS-HT-17
1863	459	0	Lit-BS-HT-17
3970	12915	0	Lit-BS-HT-17
3733	1660	NA	Lit-BS-HT-17
3233	6430	0	Lit-BS-HT-17
421	1601	0	Lit-BS-HT-17
6868	9256	0	Lit-BS-HT-17
258	100062247	0	Lit-BS-HT-17
56344	55536	0	Lit-BS-HT-17
4997	10758	0	Lit-BS-HT-17
13451	12397	0	Lit-BS-HT-17
100009669	2468	0	Lit-BS-HT-17
100080502	12686	0	Lit-BS-HT-17
