orf_id_a	orf_id_b	result	source
14374	100070165	0.0	Lit-BS-HT-17
14385	14638	0.0	Lit-BM-HT-17
14543	14543	1.0	Lit-BM-HT-17
14543	14543	1.0	Lit-BM-13
14543	100010379	0.0	Lit-BM-HT-17
14543	100010572	0.0	Lit-BM-HT-17
14592	14592	0.0	Lit-BM-13
14597	14754	0.0	Lit-BM-LT-17
14597	14754	0.0	Lit-BM-13
14640	71567	0.0	Lit-BM-LT-17
14754	55074	0.0	Lit-NB-17
14756	53114	0.0	Lit-BM-LT-17
14816	55446	1.0	Lit-BS-LT-17
14891	100069136	0.0	Lit-NB-17
14920	14920	0.0	Lit-BS-LT-17
14944	100016116	0.0	Lit-BS-HT-17
14982	54163	0.0	Lit-BS-LT-17
52623	80289	0.0	Lit-NB-17
52917	52917	0.0	Lit-BS-LT-17
52967	100009344	0.0	Lit-BM-LT-17
53114	53114	0.0	Lit-BM-LT-17
53193	100015121	0.0	Lit-NB-17
53257	53257	0.0	Lit-BM-13
53366	100066371	0.0	Lit-BM-13
53842	100010087	0.0	Lit-BS-LT-17
53842	100064157	0.0	Lit-BS-LT-17
53883	71073	0.0	Lit-BS-LT-17
53955	71264	0.0	Lit-BM-HT-17
54024	100015173	0.0	Lit-BS-LT-17
54069	54233	0.0	Lit-BS-LT-17
54082	54082	0.0	Lit-BS-LT-17
54233	100000049	0.0	Lit-BM-LT-17
54252	54252	0.0	Lit-BM-LT-17
54280	100080638	0.0	Lit-BM-LT-17
54896	71079	0.0	Lit-BS-LT-17
54905	56067		Lit-BM-13
55203	56294	0.0	Lit-BM-HT-17
55203	56356	0.0	Lit-BM-HT-17
55203	71242	0.0	Lit-BM-HT-17
55203	100011233		Lit-BM-HT-17
55205	56870		Lit-NB-17
55218	55218	0.0	Lit-BS-LT-17
55699	70593	0.0	Lit-BM-HT-17
55702	55702	0.0	Lit-BM-13
55718	55718	1.0	Lit-BS-LT-17
55801	100061549	0.0	Lit-BM-LT-17
55899	71933	0.0	Lit-NB-17
56061	100014263	0.0	Lit-BM-LT-17
56268	71079	0.0	Lit-BS-LT-17
56353	56353	0.0	Lit-BM-13
56458	100008999	0.0	Lit-BS-LT-17
56458	100069081	0.0	Lit-BS-LT-17
70215	100002626	0.0	Lit-BS-LT-17
70284	71725	0.0	Lit-BS-LT-17
70370	70370	0.0	Lit-BM-13
70513	100070216	0.0	Lit-BM-LT-17
70985	71123	0.0	Lit-BM-LT-17
71141	100002387		Lit-BM-13
71182	100070227	0.0	Lit-BS-LT-17
71319	71508	0.0	Lit-NB-17
71385	71461	0.0	Lit-BM-HT-17
71484	100008177	0.0	Lit-BS-HT-17
71587	71704	0.0	Lit-BM-13
72165	100014292	0.0	Lit-BM-HT-17
80385	100009044	0.0	Lit-BM-LT-17
100000442	100069081	0.0	Lit-BM-LT-17
100001705	100064198	0.0	Lit-BS-HT-17
100008339	100008339	0.0	Lit-BS-LT-17
100009142	100009142	1.0	Lit-BM-HT-17
100009344	100061944	0.0	Lit-BS-LT-17
100009691	100009691	0.0	Lit-BM-LT-17
100010599	100010599	1.0	Lit-BM-13
100016000	100066558	0.0	Lit-NB-17
100016179	100069071	0.0	Lit-BS-LT-17
100067052	100080976	0.0	Lit-BS-HT-17
100068511	100068511	0.0	Lit-NB-17
100070169	100070169	1.0	Lit-BS-HT-17
100080502	100080502	0.0	Lit-BS-LT-17
100080541	100080574	0.0	Lit-BS-LT-17
100080584	100080584	0.0	Lit-BS-LT-17
1945	1	1.0	Lit-BM-LT-17
10663	24	0.0	Lit-BM-HT-17
2424	26	0.0	Lit-BM-LT-17
100011435	26	0.0	Lit-BM-LT-17
801	34	1.0	Lit-BM-HT-17
14210	35	0.0	Lit-BM-13
2214	38	0.0	Lit-NB-17
71311	42		Lit-BM-LT-17
7587	48	0.0	Lit-BM-13
10879	61	0.0	Lit-NB-17
8327	100	0.0	Lit-BM-13
52876	100	0.0	Lit-BM-LT-17
14170	107	0.0	Lit-BM-13
386	110	0.0	Lit-BS-HT-17
2663	113	0.0	Lit-BM-13
3722	113	0.0	Lit-BM-HT-17
4015	113	0.0	Lit-BM-13
8127	113	0.0	Lit-BM-13
13598	113	0.0	Lit-BS-HT-17
9535	120		Lit-BM-13
4851	132	0.0	Lit-BS-HT-17
3557	143		Lit-BS-HT-17
11797	143	0.0	Lit-NB-17
55801	143	0.0	Lit-NB-17
100011561	143	0.0	Lit-NB-17
3754	152	0.0	Lit-BS-HT-17
71133	229	0.0	Lit-BM-13
4279	232		Lit-BS-LT-17
562	242	0.0	Lit-BS-HT-17
7221	244	0.0	Lit-BS-HT-17
11800	251	0.0	Lit-BM-LT-17
4015	258	0.0	Lit-BM-HT-17
9698	258	0.0	Lit-BM-HT-17
3297	279	0.0	Lit-BS-HT-17
292	282		Lit-BS-HT-17
100080486	292	0.0	Lit-BS-HT-17
12727	295	0.0	Lit-NB-17
6784	306	0.0	Lit-BS-HT-17
4435	323	0.0	Lit-BM-LT-17
100009114	346	0.0	Lit-BM-13
56382	359	0.0	Lit-BS-LT-17
7953	385	0.0	Lit-BM-LT-17
9130	388	0.0	Lit-BM-13
11374	388	0.0	Lit-NB-17
53620	399	0.0	Lit-BM-HT-17
3836	404	0.0	Lit-NB-17
1601	421	0.0	Lit-BS-HT-17
11579	421	0.0	Lit-BM-13
71866	421	0.0	Lit-NB-17
55203	422	0.0	Lit-BM-HT-17
100069134	490	0.0	Lit-BS-LT-17
3873	493	0.0	Lit-BS-LT-17
5109	503	0.0	Lit-BM-HT-17
72137	503	0.0	Lit-BM-13
3207	510	0.0	Lit-BS-HT-17
9500	521		Lit-NB-17
100015982	533	0.0	Lit-BS-LT-17
71726	535	0.0	Lit-BM-LT-17
14894	538	0.0	Lit-BM-13
4032	570	0.0	Lit-NB-17
9764	584	0.0	Lit-BM-HT-17
4662	611	0.0	Lit-BM-13
902	612	0.0	Lit-NB-17
4706	624	0.0	Lit-BM-LT-17
100002501	624	0.0	Lit-NB-17
53770	634	0.0	Lit-BM-LT-17
56614	634	0.0	Lit-BS-HT-17
8335	687	0.0	Lit-BM-LT-17
7710	693	0.0	Lit-NB-17
52696	693	1.0	Lit-BS-LT-17
2455	723	0.0	Lit-BS-HT-17
7108	732	0.0	Lit-BM-13
100009344	732	0.0	Lit-BM-LT-17
4595	745	0.0	Lit-NB-17
55128	752	0.0	Lit-BM-LT-17
2094	756	0.0	Lit-BM-LT-17
100009631	770	0.0	Lit-BS-LT-17
53941	801	1.0	Lit-BS-LT-17
4477	803	0.0	Lit-NB-17
3257	811	0.0	Lit-BS-LT-17
6003	839	0.0	Lit-BM-13
10799	839		Lit-NB-17
100015498	839		Lit-BM-LT-17
55205	902	0.0	Lit-BS-LT-17
2094	915	0.0	Lit-BM-HT-17
72006	915	0.0	Lit-BS-HT-17
7925	917	0.0	Lit-NB-17
8895	921	0.0	Lit-NB-17
7467	955	0.0	Lit-BS-LT-17
53767	955		Lit-BS-LT-17
6512	966	0.0	Lit-BM-13
100070227	1008	0.0	Lit-BM-13
3192	1050	0.0	Lit-BM-HT-17
53922	1058	1.0	Lit-BM-13
7931	1081	0.0	Lit-BM-HT-17
53603	1081	0.0	Lit-BM-HT-17
4778	1105		Lit-BS-LT-17
11712	1164	0.0	Lit-BS-HT-17
8065	1167	0.0	Lit-NB-17
11706	1170	1.0	Lit-BS-HT-17
6885	1195	0.0	Lit-BS-LT-17
14272	1318	0.0	Lit-NB-17
3777	1341	0.0	Lit-BM-13
13510	1343	0.0	Lit-BS-HT-17
100066864	1343	0.0	Lit-BM-HT-17
2983	1358	0.0	Lit-BS-HT-17
70370	1392	0.0	Lit-BM-13
7894	1430	0.0	Lit-BM-13
3699	1437	0.0	Lit-NB-17
80289	1440	0.0	Lit-BS-LT-17
3154	1455	0.0	Lit-BM-HT-17
6916	1458	0.0	Lit-BS-LT-17
100064010	1538	0.0	Lit-NB-17
100066420	1551	0.0	Lit-BM-LT-17
10840	1568	0.0	Lit-NB-17
6449	1644	0.0	Lit-BS-LT-17
10354	1660	0.0	Lit-BM-HT-17
9764	1688	0.0	Lit-BM-13
100008847	1694	0.0	Lit-BM-LT-17
3515	1740	0.0	Lit-BS-HT-17
55703	1797		Lit-BM-13
11590	1832	0.0	Lit-BM-HT-17
4045	1895	0.0	Lit-BM-HT-17
100000049	1938	0.0	Lit-BM-HT-17
3288	1960	0.0	Lit-NB-17
55165	1967		Lit-NB-17
100070165	2000	0.0	Lit-NB-17
8024	2064	0.0	Lit-BS-HT-17
4010	2094	0.0	Lit-BS-HT-17
12304	2127		Lit-BS-HT-17
10312	2152	0.0	Lit-NB-17
55205	2161		Lit-BS-LT-17
4850	2214	0.0	Lit-NB-17
4956	2261	0.0	Lit-BM-LT-17
54212	2261	0.0	Lit-BS-LT-17
55203	2311	0.0	Lit-BM-HT-17
3120	2331	0.0	Lit-BM-LT-17
2455	2348	0.0	Lit-BM-13
14943	2352	0.0	Lit-BS-LT-17
3154	2359	0.0	Lit-BM-HT-17
14543	2370	0.0	Lit-BM-HT-17
5941	2393	0.0	Lit-BS-HT-17
52628	2393	0.0	Lit-BM-HT-17
11208	2410	0.0	Lit-BM-LT-17
10621	2417	0.0	Lit-BS-LT-17
4187	2420	0.0	Lit-BS-LT-17
6203	2424	0.0	Lit-BS-HT-17
8578	2424	0.0	Lit-BM-13
11912	2424	0.0	Lit-BS-HT-17
7547	2427	0.0	Lit-BM-13
3202	2448	0.0	Lit-BS-LT-17
3990	2450	0.0	Lit-BS-HT-17
100008578	2459	0.0	Lit-NB-17
100009669	2468	0.0	Lit-BS-HT-17
6843	2483	0.0	Lit-BM-LT-17
100009819	2486	0.0	Lit-BM-HT-17
3709	2491	0.0	Lit-BS-HT-17
100080368	2491	0.0	Lit-BS-HT-17
4919	2500	0.0	Lit-BM-HT-17
6435	2521	0.0	Lit-BS-LT-17
3820	2540	0.0	Lit-BM-LT-17
8139	2540	0.0	Lit-BM-LT-17
100068170	2541	0.0	Lit-NB-17
5074	2550	0.0	Lit-BS-HT-17
6916	2555	0.0	Lit-BM-LT-17
10820	2561	1.0	Lit-BM-HT-17
5632	2595	0.0	Lit-BS-HT-17
54816	2633	0.0	Lit-BM-13
71732	2660	0.0	Lit-BM-13
8065	2687	0.0	Lit-NB-17
5599	2688	1.0	Lit-BM-13
9764	2692	0.0	Lit-BS-HT-17
14966	2702	0.0	Lit-BS-LT-17
72179	2704	0.0	Lit-BM-LT-17
12870	2709	0.0	Lit-BM-HT-17
56783	2710		Lit-BS-LT-17
3154	2714	0.0	Lit-BM-HT-17
11826	2715	0.0	Lit-BM-13
3724	2773	0.0	Lit-BM-13
54233	2801	0.0	Lit-BM-LT-17
8905	2822	0.0	Lit-NB-17
4973	2836	0.0	Lit-BS-HT-17
14423	2857	0.0	Lit-NB-17
100062227	2863	0.0	Lit-BM-HT-17
6984	2883	0.0	Lit-NB-17
71672	2893		Lit-BS-HT-17
14484	2935	0.0	Lit-BS-LT-17
53115	2968	0.0	Lit-NB-17
3326	2983	0.0	Lit-BS-HT-17
5834	2987	0.0	Lit-BM-LT-17
13219	2996		Lit-BS-LT-17
6129	3011	0.0	Lit-BS-LT-17
6796	3019	1.0	Lit-NB-17
12844	3021	0.0	Lit-BS-HT-17
11914	3038	0.0	Lit-NB-17
8065	3039	0.0	Lit-BM-HT-17
9625	3083	0.0	Lit-NB-17
53021	3117	0.0	Lit-BM-13
7442	3120	0.0	Lit-BS-HT-17
11857	3120	0.0	Lit-BS-LT-17
56688	3120	0.0	Lit-BM-HT-17
7037	3135	0.0	Lit-BS-LT-17
9897	3154	0.0	Lit-BM-HT-17
13269	3154	0.0	Lit-BM-HT-17
71517	3154	0.0	Lit-BM-13
55203	3156	0.0	Lit-BM-HT-17
14309	3177	0.0	Lit-BS-LT-17
3390	3183	0.0	Lit-BS-HT-17
100080638	3203	0.0	Lit-NB-17
100080201	3217	0.0	Lit-BS-LT-17
6430	3233	0.0	Lit-BS-HT-17
52987	3267	0.0	Lit-BM-13
55203	3290	0.0	Lit-BM-HT-17
12885	3292	0.0	Lit-NB-17
100080534	3310	0.0	Lit-BM-LT-17
14543	3314	0.0	Lit-BM-HT-17
53151	3328	0.0	Lit-NB-17
100016179	3330	0.0	Lit-BM-LT-17
54150	3368	0.0	Lit-BM-13
4723	3370	0.0	Lit-NB-17
5425	3390	0.0	Lit-BS-HT-17
100080511	3390	0.0	Lit-BM-LT-17
100009828	3416	0.0	Lit-BS-LT-17
5125	3425	0.0	Lit-BM-HT-17
56621	3434	0.0	Lit-BM-LT-17
14543	3482	0.0	Lit-BM-HT-17
4671	3508	0.0	Lit-BS-LT-17
11643	3510		Lit-BM-13
11706	3510	0.0	Lit-BM-13
10385	3529	0.0	Lit-BS-LT-17
4265	3564	0.0	Lit-BS-HT-17
5905	3579	0.0	Lit-BS-LT-17
5107	3585	1.0	Lit-BM-HT-17
56919	3587		Lit-BM-LT-17
14515	3589	0.0	Lit-NB-17
70757	3622	0.0	Lit-NB-17
13547	3625	0.0	Lit-BM-13
56335	3625	0.0	Lit-BS-LT-17
55203	3633	0.0	Lit-BM-HT-17
5280	3653	0.0	Lit-BM-13
71311	3660	0.0	Lit-BS-LT-17
52601	3662	0.0	Lit-NB-17
8403	3674	1.0	Lit-NB-17
71385	3708	0.0	Lit-BM-13
5484	3722		Lit-BM-LT-17
5484	3722		Lit-BM-13
6523	3726	0.0	Lit-BM-LT-17
3860	3739	0.0	Lit-BS-LT-17
5898	3740	0.0	Lit-BM-LT-17
56400	3774	0.0	Lit-BM-13
100068511	3782	0.0	Lit-BM-13
53218	3788	0.0	Lit-BS-HT-17
54692	3788	0.0	Lit-NB-17
100061946	3788	0.0	Lit-BS-HT-17
100066392	3791	0.0	Lit-BM-HT-17
53035	3794	0.0	Lit-NB-17
6157	3807	0.0	Lit-BM-LT-17
13762	3817	0.0	Lit-BM-LT-17
4124	3822	0.0	Lit-BM-13
14543	3836	0.0	Lit-BM-HT-17
6349	3838	0.0	Lit-BS-HT-17
9764	3843	0.0	Lit-NB-17
7301	3852	0.0	Lit-BS-HT-17
71314	3852	0.0	Lit-BM-13
14543	3859	0.0	Lit-BM-HT-17
56121	3865	0.0	Lit-BM-LT-17
12314	3874	0.0	Lit-BS-LT-17
7774	3878	0.0	Lit-BM-HT-17
9587	3902	0.0	Lit-BM-13
8067	3907		Lit-BS-LT-17
100070339	3907	0.0	Lit-BM-HT-17
6432	3930	0.0	Lit-BM-13
4958	3944	1.0	Lit-BM-HT-17
7617	3944	0.0	Lit-BS-HT-17
54731	3944	0.0	Lit-BS-HT-17
100066339	3944	0.0	Lit-BS-HT-17
6832	3952	0.0	Lit-BM-HT-17
56559	3952	0.0	Lit-BS-HT-17
12915	3970	0.0	Lit-BS-HT-17
9987	3985	0.0	Lit-BM-13
7087	3990	0.0	Lit-BS-HT-17
55203	4000	0.0	Lit-BM-HT-17
9707	4007	0.0	Lit-BM-HT-17
12425	4007	0.0	Lit-NB-17
100002067	4012	0.0	Lit-NB-17
100080638	4018	0.0	Lit-NB-17
4955	4066	0.0	Lit-BM-13
100068477	4097	0.0	Lit-BS-LT-17
71566	4115	0.0	Lit-BM-13
14413	4126	0.0	Lit-BS-HT-17
5348	4131	0.0	Lit-BM-HT-17
4613	4262	1.0	Lit-BM-13
6151	4262	1.0	Lit-BM-LT-17
6607	4262	0.0	Lit-BS-HT-17
10711	4262	1.0	Lit-BS-HT-17
4912	4263	0.0	Lit-BS-HT-17
100064147	4263	0.0	Lit-NB-17
11907	4360	0.0	Lit-BM-HT-17
5251	4386	0.0	Lit-BS-HT-17
6966	4406	0.0	Lit-NB-17
8010	4431	0.0	Lit-BM-HT-17
100070339	4468	0.0	Lit-BM-LT-17
100008432	4469	0.0	Lit-BM-13
71193	4473	0.0	Lit-NB-17
10823	4489	0.0	Lit-BM-13
52774	4493		Lit-NB-17
6768	4501	0.0	Lit-BM-LT-17
5658	4528	0.0	Lit-BM-LT-17
100080614	4544	0.0	Lit-NB-17
14735	4546	0.0	Lit-BS-LT-17
70947	4558	0.0	Lit-BM-LT-17
7064	4564	0.0	Lit-BM-LT-17
53008	4595	0.0	Lit-NB-17
53934	4623	0.0	Lit-BM-13
5102	4635	0.0	Lit-NB-17
71775	4636	0.0	Lit-BM-LT-17
9498	4643	0.0	Lit-BS-HT-17
14543	4644	0.0	Lit-BM-HT-17
4960	4677	0.0	Lit-BM-HT-17
11805	4687	0.0	Lit-BM-13
40080753	4691	0.0	Lit-BS-HT-17
9468	4728	0.0	Lit-NB-17
53216	4728	0.0	Lit-BM-LT-17
56344	4728	0.0	Lit-BM-HT-17
6873	4739	0.0	Lit-BM-HT-17
11316	4772	0.0	Lit-NB-17
53267	4780	0.0	Lit-BM-HT-17
11882	4851	0.0	Lit-BS-HT-17
5699	4882	0.0	Lit-BS-HT-17
5109	4887	0.0	Lit-BM-13
70901	4893	0.0	Lit-NB-17
100001632	4907	0.0	Lit-BS-HT-17
100008839	4956	0.0	Lit-BM-LT-17
7959	4960	1.0	Lit-BS-HT-17
6740	4981	0.0	Lit-BS-LT-17
14543	4983	0.0	Lit-BM-HT-17
10758	4997	1.0	Lit-BS-HT-17
10497	5001	0.0	Lit-BS-HT-17
10726	5004	0.0	Lit-BS-HT-17
11367	5066		Lit-NB-17
6976	5073	0.0	Lit-BM-13
7630	5073	0.0	Lit-BM-13
6727	5074	0.0	Lit-BS-HT-17
54902	5109	0.0	Lit-BM-13
13158	5118	0.0	Lit-BM-LT-17
8811	5140	0.0	Lit-BM-13
9293	5192	0.0	Lit-BM-13
14673	5193	0.0	Lit-NB-17
8205	5228	0.0	Lit-BS-HT-17
13208	5228	0.0	Lit-BM-HT-17
80075	5228	0.0	Lit-BS-LT-17
71385	5246	0.0	Lit-BM-13
56787	5317		Lit-NB-17
11609	5350	0.0	Lit-BM-LT-17
11570	5353	0.0	Lit-BS-HT-17
6055	5410	0.0	Lit-BS-HT-17
100009791	5457	0.0	Lit-BS-LT-17
8686	5469	0.0	Lit-BM-LT-17
6488	5489	0.0	Lit-BS-HT-17
54276	5585	0.0	Lit-BM-LT-17
14487	5607		Lit-NB-17
8407	5651	0.0	Lit-BM-13
11545	5743	0.0	Lit-BM-HT-17
10621	5746	0.0	Lit-BS-LT-17
70930	5749	0.0	Lit-NB-17
100009673	5832	0.0	Lit-BS-HT-17
54322	5834	0.0	Lit-BS-LT-17
6523	5864	0.0	Lit-BM-HT-17
55203	5864	0.0	Lit-BS-HT-17
5913	5887	0.0	Lit-NB-17
100016000	5890	0.0	Lit-BM-13
11966	5892	0.0	Lit-BS-HT-17
6439	5898	0.0	Lit-BM-13
100000265	5905	0.0	Lit-BS-LT-17
100015250	5908	0.0	Lit-BM-LT-17
53218	5923		Lit-BS-HT-17
56609	5923	0.0	Lit-BS-HT-17
100001786	5923	0.0	Lit-BS-HT-17
13775	5957	0.0	Lit-NB-17
14956	5957	0.0	Lit-BM-LT-17
100062305	5957	0.0	Lit-NB-17
6659	5968		Lit-NB-17
100000264	5980	0.0	Lit-BM-LT-17
6835	5985	0.0	Lit-NB-17
55203	5987	0.0	Lit-BM-HT-17
6885	6053	0.0	Lit-BS-LT-17
8905	6120	0.0	Lit-BM-HT-17
8795	6129	0.0	Lit-BM-13
14543	6129	0.0	Lit-BM-HT-17
53886	6129	0.0	Lit-BS-LT-17
100011233	6141	1.0	Lit-BM-LT-17
9000	6151	0.0	Lit-BM-13
11222	6151	1.0	Lit-BM-LT-17
6753	6157	0.0	Lit-BM-HT-17
100067277	6221	0.0	Lit-BM-13
14891	6241	0.0	Lit-NB-17
71850	6244	0.0	Lit-NB-17
6919	6323	1.0	Lit-BM-LT-17
70513	6323	0.0	Lit-BM-LT-17
9256	6327	0.0	Lit-BS-HT-17
9704	6334	0.0	Lit-BS-LT-17
6442	6358	0.0	Lit-BM-LT-17
11747	6432	1.0	Lit-BM-HT-17
13611	6432	0.0	Lit-BS-LT-17
100009631	6440	1.0	Lit-BS-LT-17
14982	6483	0.0	Lit-BM-LT-17
100009950	6504		Lit-BM-HT-17
12051	6514	0.0	Lit-NB-17
14287	6555	0.0	Lit-BM-13
6976	6559	0.0	Lit-BM-LT-17
12100	6563	0.0	Lit-BS-LT-17
14543	6564	0.0	Lit-BM-HT-17
7076	6578	0.0	Lit-BM-HT-17
100069076	6671	0.0	Lit-BM-LT-17
100070227	6671	0.0	Lit-BM-LT-17
14996	6694	0.0	Lit-NB-17
71335	6704	0.0	Lit-BM-LT-17
7699	6708		Lit-BM-HT-17
71160	6708	0.0	Lit-BS-LT-17
9307	6733	0.0	Lit-BS-HT-17
9283	6743	0.0	Lit-BS-LT-17
100014501	6814	0.0	Lit-BS-LT-17
9283	6820	0.0	Lit-BS-LT-17
9256	6868		Lit-BS-HT-17
11725	6873	0.0	Lit-BM-LT-17
12296	6886	0.0	Lit-NB-17
71965	6919	0.0	Lit-BS-LT-17
11727	6970	0.0	Lit-BM-HT-17
100009829	6970	0.0	Lit-BM-HT-17
100009344	6982	0.0	Lit-BM-HT-17
55511	6997	0.0	Lit-BS-HT-17
100068202	7004	0.0	Lit-NB-17
100061944	7010	0.0	Lit-BS-LT-17
7524	7045	0.0	Lit-BS-HT-17
54148	7066	0.0	Lit-BS-HT-17
14238	7076	0.0	Lit-BM-LT-17
100068218	7076	0.0	Lit-BM-HT-17
100069279	7076	0.0	Lit-BM-HT-17
72059	7108	0.0	Lit-BS-HT-17
9124	7157	0.0	Lit-BM-13
71850	7226	0.0	Lit-NB-17
8141	7270	0.0	Lit-BM-HT-17
56677	7338	1.0	Lit-BM-HT-17
8905	7372	0.0	Lit-BM-13
100062227	7372	0.0	Lit-BM-HT-17
11805	7445	0.0	Lit-NB-17
54142	7449	0.0	Lit-NB-17
100010020	7463	0.0	Lit-NB-17
14891	7485	0.0	Lit-BS-HT-17
12309	7524	0.0	Lit-BM-LT-17
71193	7551	0.0	Lit-NB-17
8010	7583	0.0	Lit-BM-HT-17
53941	7587	0.0	Lit-BS-LT-17
100061732	7587	0.0	Lit-BS-LT-17
100067615	7587	0.0	Lit-BS-LT-17
53219	7592	0.0	Lit-BS-HT-17
100061543	7677	0.0	Lit-BS-HT-17
10739	7705	0.0	Lit-BM-LT-17
11926	7727	0.0	Lit-NB-17
55203	7735	0.0	Lit-BM-HT-17
13373	7763	0.0	Lit-BM-13
100010705	7765	0.0	Lit-NB-17
11317	7776	0.0	Lit-BM-HT-17
70202	7776	0.0	Lit-BM-HT-17
71722	7799	0.0	Lit-BM-HT-17
10194	7835		Lit-BS-LT-17
100008545	7836	0.0	Lit-NB-17
53747	7853	0.0	Lit-BS-LT-17
10392	7898	0.0	Lit-BS-LT-17
9477	7959	0.0	Lit-BM-13
10041	7977	0.0	Lit-BM-LT-17
12196	8010	0.0	Lit-NB-17
13115	8010	0.0	Lit-BS-HT-17
56423	8010	0.0	Lit-BM-HT-17
12562	8012		Lit-NB-17
55203	8022	0.0	Lit-BM-HT-17
9581	8112	0.0	Lit-BM-13
100010705	8196	1.0	Lit-BS-LT-17
100068974	8201	0.0	Lit-BM-13
70355	8208	0.0	Lit-BM-HT-17
100067768	8208	0.0	Lit-BM-LT-17
13022	8329	0.0	Lit-BM-LT-17
100015951	8450	0.0	Lit-NB-17
100069944	8508	0.0	Lit-BS-HT-17
14027	8536	0.0	Lit-BS-LT-17
54031	8542	0.0	Lit-BM-13
71264	8598	0.0	Lit-BS-HT-17
55086	8617	0.0	Lit-BM-13
11586	8626	0.0	Lit-BS-LT-17
14730	8626	0.0	Lit-BS-LT-17
100066738	8680	0.0	Lit-BS-HT-17
100009829	8887	0.0	Lit-BS-HT-17
55012	8993	0.0	Lit-BM-LT-17
71264	9012	0.0	Lit-BM-HT-17
100000049	9079	0.0	Lit-BM-HT-17
71184	9159	0.0	Lit-BS-HT-17
12865	9241	0.0	Lit-BS-HT-17
56442	9270	0.0	Lit-BM-LT-17
10256	9283	0.0	Lit-BS-LT-17
100010379	9283	0.0	Lit-BS-LT-17
52879	9285	0.0	Lit-BS-LT-17
72134	9293	0.0	Lit-BS-HT-17
13418	9371	0.0	Lit-NB-17
55203	9380	0.0	Lit-BM-HT-17
53254	9477	0.0	Lit-BM-LT-17
12585	9485	0.0	Lit-BS-LT-17
53262	9502	0.0	Lit-BS-LT-17
13628	9504	0.0	Lit-BM-13
13561	9535	0.0	Lit-BS-HT-17
11690	9581	0.0	Lit-BM-LT-17
100069056	9630	0.0	Lit-NB-17
70281	9637	0.0	Lit-BM-13
13419	9650	0.0	Lit-BS-HT-17
13373	9671	0.0	Lit-BM-LT-17
100009283	9694	0.0	Lit-BS-LT-17
12325	9704	0.0	Lit-BS-LT-17
70262	9751	0.0	Lit-BM-HT-17
100005032	9769	0.0	Lit-BS-HT-17
12070	9794	0.0	Lit-BM-13
12164	9864	0.0	Lit-BS-HT-17
10820	9931	0.0	Lit-BS-HT-17
100009669	10017	0.0	Lit-BS-HT-17
15065	10035		Lit-BS-LT-17
11972	10051	0.0	Lit-BM-LT-17
100069060	10059	0.0	Lit-NB-17
100011091	10066	0.0	Lit-BM-HT-17
52879	10088	0.0	Lit-NB-17
14737	10093	0.0	Lit-BS-LT-17
71311	10158	0.0	Lit-NB-17
13827	10165	0.0	Lit-BS-LT-17
71986	10256	0.0	Lit-BS-HT-17
56165	10267	0.0	Lit-NB-17
53842	10317	0.0	Lit-BS-LT-17
100009114	10357	0.0	Lit-BM-13
100009283	10357	0.0	Lit-BM-LT-17
11804	10412	0.0	Lit-BM-HT-17
56677	10418	0.0	Lit-NB-17
13611	10453	0.0	Lit-BS-LT-17
56249	10487	0.0	Lit-BM-LT-17
100008545	10490	0.0	Lit-NB-17
53077	10493	0.0	Lit-BM-13
54436	10531	0.0	Lit-BS-LT-17
12023	10566	0.0	Lit-BS-LT-17
100009829	10705	0.0	Lit-BS-HT-17
14143	10726	0.0	Lit-BM-HT-17
100000459	10779	0.0	Lit-BM-HT-17
70513	10799	0.0	Lit-BS-HT-17
13970	10805	0.0	Lit-BM-LT-17
11800	10823	0.0	Lit-BM-LT-17
100008738	10846	0.0	Lit-NB-17
70200	10856	0.0	Lit-BM-LT-17
55879	10889	0.0	Lit-BM-LT-17
71051	10889	0.0	Lit-BM-13
100080804	10927	0.0	Lit-BM-LT-17
100016002	10945	1.0	Lit-BS-LT-17
100008859	10961	0.0	Lit-BM-HT-17
11819	11090	0.0	Lit-BS-HT-17
54316	11222	1.0	Lit-BM-LT-17
14807	11305	0.0	Lit-NB-17
14982	11398	0.0	Lit-BM-HT-17
100070004	11440	0.0	Lit-BS-LT-17
100000459	11550	0.0	Lit-BM-HT-17
100000459	11550	0.0	Lit-BM-13
53339	11611	0.0	Lit-BS-LT-17
100069839	11611	0.0	Lit-NB-17
71568	11634	0.0	Lit-BS-LT-17
53732	11638		Lit-BS-LT-17
100009791	11756	0.0	Lit-BS-LT-17
14210	11786	0.0	Lit-BM-13
55154	11798		Lit-NB-17
100010936	11800	0.0	Lit-BS-HT-17
55888	11805	0.0	Lit-BM-HT-17
56861	11805	0.0	Lit-BM-HT-17
100000034	11830	0.0	Lit-NB-17
100011238	11930	0.0	Lit-NB-17
13710	11996	0.0	Lit-BS-HT-17
12803	12010	0.0	Lit-BM-LT-17
14543	12010	0.0	Lit-BM-HT-17
56225	12260	0.0	Lit-BS-LT-17
71850	12295	0.0	Lit-NB-17
70922	12346	0.0	Lit-BM-13
100011233	12381	0.0	Lit-BM-HT-17
13451	12397	0.0	Lit-BS-HT-17
100068212	12435	0.0	Lit-BS-LT-17
100062372	12438	1.0	Lit-BM-LT-17
14287	12443	0.0	Lit-BM-LT-17
55203	12462	0.0	Lit-BM-HT-17
56086	12474	0.0	Lit-BS-HT-17
